Name,Logging,Property,Easting,Northing,Lat,Long,Cam nr,series,,picture,species name,Species,Type,Nr,Total,Year,Month ,Day,Hour Exact,Comment,camera brand,Location,Logging
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,372,Tayra,Eira barbara,Mammal,1,,2020,7,12,18.08,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,380,Tayra,Eira barbara,Mammal,1,,2020,7,13,9.26,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,384,Tayra,Eira barbara,Mammal,1,,2020,7,13,15.07,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,388,Tayra,Eira barbara,Mammal,1,,2020,7,14,8.55,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,396,Tayra,Eira barbara,Mammal,1,,2020,7,15,10.16,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,404,Tayra,Eira barbara,Mammal,1,,2020,7,16,9.30,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,468,Tayra,Eira barbara,Mammal,1,,2020,7,18,5.06,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,37,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,6,17,13.25,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,241,Agouti,Dasyprocta punctata,Mammal,1,,2020,7,29,8.26,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,313,Agouti,Dasyprocta punctata,Mammal,1,,2020,8,1,9.00,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,337,Agouti,Dasyprocta punctata,Mammal,1,,2020,8,3,11.57,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,500,Agouti,Dasyprocta punctata,Mammal,1,,2020,8,16,7.31,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,520,Agouti,Dasyprocta punctata,Mammal,1,,2020,8,17,5.48,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,388,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,8,8,14.53,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,57,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,20,9.19,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,61,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,20,13.32,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,281,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,31,8.38,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,345,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,8,4,10.26,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,349,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,8,4,13.59,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,368,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,8,7,11.38,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,532,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,8,17,18.45,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,432,Margay,Leopardus wiedii,Mammal,1,,2020,8,13,2.59,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,77,Ocelot,Leopardus pardalis,Mammal,1,,2020,7,21,21.22,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,177,Ocelot,Leopardus pardalis,Mammal,1,,2020,7,29,3.11,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,245,Ocelot,Leopardus pardalis,Mammal,1,,2020,7,29,18.26,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,488,Ocelot,Leopardus pardalis,Mammal,1,,2020,8,15,0.31,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,540,Paca,Cuniculus paca,Mammal,1,,2020,8,18,5.04,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,117,Puma,Puma concolor,Mammal,1,,2020,7,25,1.28,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,173,Puma,Puma concolor,Mammal,1,,2020,7,29,1.57,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,353,Puma,Puma concolor,Mammal,1,,2020,8,4,15.58,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,65,Tayra,Eira barbara,Mammal,1,,2020,7,21,5.34,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,81,Tayra,Eira barbara,Mammal,1,,2020,7,22,6.00,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,109,Tayra,Eira barbara,Mammal,1,,2020,7,23,5.24,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,161,Tayra,Eira barbara,Mammal,1,,2020,7,27,5.06,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,261,Tayra,Eira barbara,Mammal,1,,2020,7,30,11.51,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,269,Tayra,Eira barbara,Mammal,1,,2020,7,31,6.23,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,273,Tayra,Eira barbara,Mammal,1,,2020,7,31,8.10,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,357,Tayra,Eira barbara,Mammal,1,,2020,8,5,10.29,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,404,Tayra,Eira barbara,Mammal,1,,2020,8,9,12.16,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,408,Tayra,Eira barbara,Mammal,1,,2020,8,10,8.16,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,420,Tayra,Eira barbara,Mammal,1,,2020,8,11,14.30,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,428,Tayra,Eira barbara,Mammal,1,,2020,8,12,11.56,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,480,Tayra,Eira barbara,Mammal,1,,2020,8,14,14.30,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,492,Tayra,Eira barbara,Mammal,1,,2020,8,15,10.41,,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,544,Tayra,Eira barbara,Mammal,1,,2020,8,20,9.54,,,,
02G,Yes,Yalbac,284926,1938068,17.518568,-89.02586,2,G,,305,Agouti,Dasyprocta punctata,Mammal,1,,2020,10,9,11.28,,,,
02G,Yes,Yalbac,284926,1938068,17.518568,-89.02586,2,G,,249,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,9,29,10.43,,,,
02G,Yes,Yalbac,284926,1938068,17.518568,-89.02586,2,G,,281,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,10,1,13.36,,,,
02G,Yes,Yalbac,284926,1938068,17.518568,-89.02586,2,G,,289,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,10,6,12.26,,,,
02G,Yes,Yalbac,284926,1938068,17.518568,-89.02586,2,G,,317,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,10,13,11.20,,,,
02G,Yes,Yalbac,284926,1938068,17.518568,-89.02586,2,G,,328,Jaguar,Panthera onca,Mammal,1,,2020,10,19,8.33,,,,
02G,Yes,Yalbac,284926,1938068,17.518568,-89.02586,2,G,,285,Red Brocket Deer,Mazama temama,Mammal,1,,2020,10,5,15.16,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,85,Agouti,Dasyprocta punctata,Mammal,1,,2020,9,20,6.53,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,145,Agouti,Dasyprocta punctata,Mammal,1,,2020,10,5,9.05,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,157,Agouti,Dasyprocta punctata,Mammal,1,,2020,10,6,17.18,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,217,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,11,1,11.22,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,193,Margay,Leopardus wiedii,Mammal,1,,2020,10,17,4.22,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,197,Margay,Leopardus wiedii,Mammal,1,,2020,10,18,5.34,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,117,Paca,Cuniculus paca,Mammal,1,,2020,9,28,22.41,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,105,Red Brocket Deer,Mazama temama,Mammal,1,,2020,9,27,14.36,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,213,Red Brocket Deer,Mazama temama,Mammal,1,,2020,10,30,6.48,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,77,White-nosed Coati,Nasua narica,Mammal,1,,2020,9,18,8.08,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,82,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,3,18,4.55,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,661,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,4,14,19.18,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,13,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,14,12.27,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,43,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,16,9.12,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,91,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,18,12.05,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,154,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,22,8.28,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,172,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,24,4.21,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,178,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,24,7.57,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,214,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,26,12.04,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,292,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,29,5.22,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,409,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,30,19.17,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,430,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,31,7.21,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,472,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,31,22.51,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,568,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,5,22.16,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,589,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,7,20.49,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,622,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,10,3.41,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,652,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,13,0.35,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,667,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,16,4.31,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,673,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,16,11.04,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,760,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,20,1.32,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,769,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,22,4.44,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,1271,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,3,21.14,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,58,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,16,23.38,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,106,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,18,22.15,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,142,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,21,0.21,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,343,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,29,18.47,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,646,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,10,22.50,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,664,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,15,21.26,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,685,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,16,19.01,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,781,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,23,23.25,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,790,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,25,23.12,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,1925,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,6,6.33,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,40,Puma,Puma concolor,Mammal,1,,2020,3,15,15.44,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,79,Puma,Puma concolor,Mammal,1,,2020,3,17,23.54,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,139,Puma,Puma concolor,Mammal,1,,2020,3,20,23.52,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,793,Puma,Puma concolor,Mammal,1,,2020,4,26,4.56,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,1277,Puma,Puma concolor,Mammal,1,,2020,5,4,1.12,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,655,Red Brocket Deer,Mazama temama,Mammal,1,,2020,4,14,5.35,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,757,Striped Hog-nosed Skunk,Conepatus semistriatus,Mammal,1,,2020,4,19,20.39,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,658,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,14,9.58,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,934,White-nosed Coati,Nasua narica,Mammal,1,,2020,5,2,15.59,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,109,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,3,19,12.29,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,328,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,3,29,11.31,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,649,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,4,11,14.35,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,1673,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,3,12.27,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,367,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,5,26,0.17,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,373,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,5,27,22.18,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,376,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,5,28,1.04,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,97,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,13,22.15,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,103,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,13,22.47,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,292,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,16,4.13,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,403,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,6,1,10.31,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,16,Jaguar,Panthera onca,Mammal,1,,2020,5,9,21.13,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,415,Jaguar,Panthera onca,Mammal,1,,2020,6,7,7.53,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,100,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,13,22.38,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,301,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,18,0.49,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,319,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,20,0.18,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,388,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,30,20.57,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,430,Ocelot,Leopardus pardalis,Mammal,1,,2020,6,11,6.39,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,391,Paca,Cuniculus paca,Mammal,1,,2020,5,31,1.55,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,73,Puma,Puma concolor,Mammal,1,,2020,5,12,23.48,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,322,Puma,Puma concolor,Mammal,1,,2020,5,20,2.46,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,412,Red Brocket Deer,Mazama temama,Mammal,1,,2020,6,6,19.28,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,106,Striped Hog-nosed Skunk,Conepatus semistriatus,Mammal,1,,2020,5,14,0.41,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,34,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,11,9.49,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,37,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,11,11.18,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,61,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,12,13.39,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,67,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,12,15.49,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,382,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,29,16.44,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,448,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,6,12,11.31,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,1,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,14,6.59,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,289,Agouti,Dasyprocta punctata,Mammal,1,,2020,7,13,9.51,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,7,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,6,15,4.39,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,220,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,2,1.36,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,235,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,5,22.40,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,250,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,8,23.29,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,268,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,10,21.43,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,305,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,15,23.58,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,316,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,17,1.23,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,322,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,18,1.39,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,4,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,6,14,10.15,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,37,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,6,15,14.21,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,118,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,6,25,16.07,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,238,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,6,10.39,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,262,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,10,11.50,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,277,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,12,9.12,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,286,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,13,6.19,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,310,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,16,10.07,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,325,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,7,18,4.32,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,109,Ocelot,Leopardus pardalis,Mammal,1,,2020,6,25,3.54,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,133,Puma,Puma concolor,Mammal,1,,2020,6,26,18.02,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,136,Puma,Puma concolor,Mammal,1,,2020,6,27,1.04,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,139,Puma,Puma concolor,Mammal,1,,2020,6,27,6.42,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,145,Puma,Puma concolor,Mammal,1,,2020,6,27,13.55,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,172,Puma,Puma concolor,Mammal,1,,2020,6,28,5.40,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,196,Puma,Puma concolor,Mammal,1,,2020,6,28,12.38,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,202,Puma,Puma concolor,Mammal,1,,2020,6,28,19.37,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,223,Puma,Puma concolor,Mammal,1,,2020,7,2,5.22,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,247,Puma,Puma concolor,Mammal,1,,2020,7,8,10.06,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,253,Puma,Puma concolor,Mammal,1,,2020,7,10,9.25,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,265,Puma,Puma concolor,Mammal,1,,2020,7,10,19.28,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,271,Puma,Puma concolor,Mammal,1,,2020,7,11,6.03,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,292,Puma,Puma concolor,Mammal,1,,2020,7,13,18.11,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,295,Puma,Puma concolor,Mammal,1,,2020,7,14,5.50,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,313,Puma,Puma concolor,Mammal,1,,2020,7,16,20.12,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,34,Red Brocket Deer,Mazama temama,Mammal,1,,2020,6,15,13.54,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,52,Red Brocket Deer,Mazama temama,Mammal,1,,2020,6,17,14.07,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,58,Red Brocket Deer,Mazama temama,Mammal,1,,2020,6,19,10.33,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,55,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,6,17,15.36,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,142,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,6,27,10.24,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,244,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,7,7,19.03,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,301,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,7,14,11.30,,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,19,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,18,23.16,,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,37,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,21,19.13,,,,
