Name,Logging,Property,Easting,Northing,Lat,Long,Cam nr,series,,picture,species name,Species,Type,Nr,Total,Year,Month ,Day,Hour Exact,Comment,camera brand,Location,Logging
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,225,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,11,4,7.52,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,229,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,11,5,7.39,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,233,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,11,5,9.58,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,241,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,11,6,7.05,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,265,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,11,7,6.36,,,,
02H,Yes,Yalbac,284930,1938067,17.518558,-89.02582,2,H,,97,Slaty-breasted Tinamou,Crypturellus boucardi,Bird,1,,2020,9,26,10.22,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,16,Great Curassow,Crax rubra,Bird,1,,2020,3,14,16.54,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,532,Great Curassow,Crax rubra,Bird,1,,2020,4,3,18.14,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,538,Great Curassow,Crax rubra,Bird,1,,2020,4,4,5.33,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,562,Great Curassow,Crax rubra,Bird,1,,2020,4,5,5.29,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,619,Great Curassow,Crax rubra,Bird,1,,2020,4,9,18.15,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,670,Great Curassow,Crax rubra,Bird,1,,2020,4,16,7.49,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,748,Great Curassow,Crax rubra,Bird,1,,2020,4,19,5.41,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,802,Great Curassow,Crax rubra,Bird,1,,2020,4,27,5.30,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,907,Great Curassow,Crax rubra,Bird,1,,2020,4,28,16.48,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,913,Great Curassow,Crax rubra,Bird,1,,2020,4,29,7.08,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,37,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,15,15.02,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,49,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,16,14.54,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,52,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,16,15.37,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,70,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,17,14.18,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,73,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,17,15.02,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,322,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,29,10.16,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,733,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,17,17.35,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,736,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,18,5.44,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,910,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,28,16.57,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,1268,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,3,17.54,,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,2331,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,7,13.05,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,19,Great Curassow,Crax rubra,Bird,1,,2020,5,10,6.11,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,385,Great Curassow,Crax rubra,Bird,1,,2020,5,30,15.27,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,406,Great Curassow,Crax rubra,Bird,1,,2020,6,2,9.07,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,418,Great Curassow,Crax rubra,Bird,1,,2020,6,7,12.31,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,52,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,12,6.42,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,70,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,12,17.02,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,199,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,14,15.48,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,223,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,14,17.19,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,295,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,16,6.29,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,370,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,26,8.08,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,394,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,31,14.36,,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,397,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,1,6.22,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,307,Great Curassow,Crax rubra,Bird,1,,2020,7,16,7.25,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,319,Great Curassow,Crax rubra,Bird,1,,2020,7,17,15.06,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,40,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,16,12.59,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,67,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,20,9.02,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,82,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,23,5.39,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,88,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,23,7.32,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,115,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,25,9.11,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,121,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,26,12.25,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,127,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,26,13.41,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,175,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,28,9.35,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,205,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,1,15.32,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,229,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,2,7.41,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,256,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,10,10.53,,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,298,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,14,6.12,,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,31,Great Curassow,Crax rubra,Bird,1,,2020,7,21,10.20,,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,160,Great Curassow,Crax rubra,Bird,1,,2020,8,6,7.00,,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,352,Great Curassow,Crax rubra,Bird,1,,2020,8,20,5.37,,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,85,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,26,16.50,,,,
03G,Yes,Yalbac,284578,1939508,17.531539,-89.029275,3,G,,145,Great Curassow,Crax rubra,Bird,1,,2020,9,30,6.06,,,,
03G,Yes,Yalbac,284578,1939508,17.531539,-89.029275,3,G,,187,Great Curassow,Crax rubra,Bird,1,,2020,10,4,6.18,,,,
03G,Yes,Yalbac,284578,1939508,17.531539,-89.029275,3,G,,211,Great Curassow,Crax rubra,Bird,1,,2020,10,5,9.32,,,,
03G,Yes,Yalbac,284578,1939508,17.531539,-89.029275,3,G,,244,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,10,12,16.08,,,,
03H,Yes,Yalbac,284100,1939133,17.528113,-89.033738,3,H,,121,Great Curassow,Crax rubra,Bird,1,,2020,11,23,16.25,,,,
03H,Yes,Yalbac,284100,1939133,17.528113,-89.033738,3,H,,46,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,11,7,17.06,,,,
03H,Yes,Yalbac,284100,1939133,17.528113,-89.033738,3,H,,55,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,11,7,17.18,,,,
03H,Yes,Yalbac,284100,1939133,17.528113,-89.033738,3,H,,22,Plain Chachalaca,Ortalis vetula,Bird,1,,2020,10,29,8.19,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,556,Great Curassow,Crax rubra,Bird,1,,2020,5,29,5.44,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,580,Great Curassow,Crax rubra,Bird,1,,2020,5,31,14.48,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,601,Great Curassow,Crax rubra,Bird,1,,2020,5,31,17.53,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,607,Great Curassow,Crax rubra,Bird,1,,2020,6,1,5.44,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,610,Great Curassow,Crax rubra,Bird,1,,2020,6,1,7.22,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,617,Great Curassow,Crax rubra,Bird,1,,2020,6,2,8.55,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,622,Great Curassow,Crax rubra,Bird,1,,2020,6,3,10.15,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,631,Great Curassow,Crax rubra,Bird,1,,2020,6,5,9.37,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,637,Great Curassow,Crax rubra,Bird,1,,2020,6,6,13.47,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,640,Great Curassow,Crax rubra,Bird,1,,2020,6,7,17.32,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,652,Great Curassow,Crax rubra,Bird,1,,2020,6,10,11.26,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,655,Great Tinamou,Tinamus major,Bird,1,,2020,6,10,15.33,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,262,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,16,5.05,,,,
06E,Yes,Yalbac,285420,1935916,17.499174,-89.020995,6,E,,25,Great Curassow,Crax rubra,Bird,1,,2020,7,30,14.51,,,,
06E,Yes,Yalbac,285420,1935916,17.499174,-89.020995,6,E,,37,Great Curassow,Crax rubra,Bird,1,,2020,7,31,17.13,,,,
06E,Yes,Yalbac,285420,1935916,17.499174,-89.020995,6,E,,52,Great Tinamou,Tinamus major,Bird,1,,2020,8,12,6.10,,,,
06E,Yes,Yalbac,285420,1935916,17.499174,-89.020995,6,E,,40,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,8,2,10.29,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,124,Gray-headed Dove,Leptotila plumbeiceps,Bird,1,,2020,10,10,9.23,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,148,Gray-headed Dove,Leptotila plumbeiceps,Bird,1,,2020,10,16,11.46,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,109,Great Curassow,Crax rubra,Bird,1,,2020,10,4,16.16,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,169,Great Curassow,Crax rubra,Bird,1,,2020,10,22,11.28,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,46,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,9,25,11.01,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,134,Wood Thrush,Hylocichla mustelina,Bird,1,,2020,10,11,9.46,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,139,Wood Thrush,Hylocichla mustelina,Bird,1,,2020,10,11,13.55,,,,
06H,Yes,Yalbac,285400,1935914,17.499154,-89.021176,6,H,,890,Great Curassow,Crax rubra,Bird,1,,2020,11,16,6.24,,,,
06H,Yes,Yalbac,285400,1935914,17.499154,-89.021176,6,H,,847,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,10,31,10.52,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,259,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,3,17,21.16,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,271,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,3,18,22.22,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,696,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,3,23,2.02,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,2920,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,4,10,0.40,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3013,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,4,12,2.51,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3022,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,4,12,23.59,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3190,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,4,22,3.17,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3229,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,4,25,20.57,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3382,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,5,1,3.23,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,1957,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,29,23.45,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3172,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,20,19.58,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3175,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,21,4.16,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3187,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,21,21.44,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3214,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,24,23.27,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3238,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,27,3.11,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3334,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,27,19.15,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3337,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,27,19.45,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3376,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,29,4.22,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3379,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,29,4.53,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3391,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,2,22.34,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3394,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,2,23.22,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3397,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,3,3.07,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3697,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,6,2.49,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3031,Jaguar,Panthera onca,Mammal,1,,2020,4,13,21.01,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3232,Jaguar,Panthera onca,Mammal,1,,2020,4,26,3.09,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,2555,Margay,Leopardus wiedii,Mammal,1,,2020,4,4,5.07,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,1684,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,28,2.43,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,2956,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,10,19.27,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3094,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,16,3.10,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3166,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,20,2.12,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3202,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,23,4.27,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3208,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,24,4.05,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3220,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,25,0.13,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3223,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,25,1.42,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3235,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,26,22.44,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3340,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,28,0.28,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3343,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,28,6.58,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3388,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,2,19.11,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,1477,Puma,Puma concolor,Mammal,1,,2020,3,26,18.34,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3205,Puma,Puma concolor,Mammal,1,,2020,4,23,19.02,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,1324,Racoon,Procyon lotor,Mammal,1,,2020,3,26,4.38,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3010,White-lipped Peccary,Tayassu pecari,Mammal,1,,2020,4,11,17.22,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,214,White-nosed Coati,Nasua narica,Mammal,1,,2020,3,15,13.27,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,2560,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,4,9.43,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,2722,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,5,16.04,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,2725,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,5,16.57,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3019,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,12,16.29,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3025,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,13,11.44,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3049,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,15,11.02,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3073,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,15,13.42,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3097,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,16,6.33,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3103,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,16,11.19,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3148,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,17,17.35,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3151,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,17,20.22,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3157,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,18,10.20,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3163,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,19,15.27,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3169,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,20,7.23,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3184,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,21,18.52,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3211,White-nosed Coati,Nasua narica,Mammal,1,,2020,4,24,11.36,,,,
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,220,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,3,16,10.22,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,241,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,5,21,20.49,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,250,Common Opossum,Didelphis marsupialis,Mammal,1,,2020,5,22,21.52,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,37,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,13,23.54,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,43,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,14,0.25,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,181,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,16,0.48,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,184,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,16,1.32,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,190,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,17,0.22,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,193,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,17,0.52,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,196,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,17,2.31,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,229,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,20,16.39,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,235,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,21,7.24,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,238,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,21,20.01,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,244,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,22,43.21,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,253,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,25,4.04,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,271,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,27,21.46,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,277,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,27,22.26,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,280,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,5,28,6.21,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,292,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,6,7,22.44,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,298,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,6,8,23.26,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,301,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,6,11,4.30,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,25,Jaguar,Panthera onca,Mammal,1,,2020,5,9,22.52,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,232,Jaguar,Panthera onca,Mammal,1,,2020,5,21,6.09,,,,
01C,Yes,Yalbac,286793,1939897,17.53526600,-89.00846200,1,C,,127,Margay,Leopardus wiedii,Mammal,1,,2020,5,14,20.24,,,,
