Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,No_Sr,Easting,Northing,
Yalbac505E,505,E,,,14,White-tailed Deer,1,2015,8,22,5.51,6,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,16,White-tailed Deer,1,2015,8,22,7.52,8,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,17,White-tailed Deer,1,2015,8,22,7.52,8,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,22,White-tailed Deer,1,2015,8,22,8.15,8.5,,Moultrie,505 E,290522,1956892,
Yalbac506E,506,E,,,159,White-tailed Deer,1,2015,8,22,15.04,15,,Bushnell,506 E,292491,1955895,
Yalbac501e,501,E,,,94,White-tailed Deer,1,2015,8,23,7.43,7.5,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3482,White-tailed Deer,1,2015,8,23,6.37,6.5,male,Moultrie,502 E,290847,1955799,
Yalbac506E,506,E,,,163,White-tailed Deer,1,2015,8,23,14.19,14,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,167,White-tailed Deer,1,2015,8,23,14.53,15,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,172,White-tailed Deer,1,2015,8,23,16.4,16.5,,Bushnell,506 E,292491,1955895,
Yalbac512E,512,E,,,1709,White-tailed Deer,1,2015,8,23,8.08,8,,ScoutGuard,512 E,282178,1935684,
Yalbac503E,503,E,,,439,White-tailed Deer,1,2015,8,24,19.15,19.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,440,White-tailed Deer,1,2015,8,24,19.15,19,,Bushnell,503 E,291322,1957347,
Yalbac506E,506,E,,,175,White-tailed Deer,1,2015,8,24,7.46,7.5,,Bushnell,506 E,292491,1955895,
Yalbac502E,502,E,,,3500,White-tailed Deer,1,2015,8,25,5.51,6,male,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,484,White-tailed Deer,1,2015,8,25,6.28,6.5,,Scoutguard,504 E,290567,1955971,
Yalbac505E,505,E,,,25,White-tailed Deer,1,2015,8,25,15.12,15,male,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,25,White-tailed Deer,1,2015,8,25,15.12,15,,Moultrie,505 E,290522,1956892,
Yalbac506E,506,E,,,183,White-tailed Deer,1,2015,8,25,5.18,5,male,Bushnell,506 E,292491,1955895,
Yalbac510E,510,E,,,119,White-tailed Deer,1,2015,8,25,15.22,15.5,,Moultrie,510 E,281670,1934730,
Yalbac505E,505,E,,,28,White-tailed Deer,1,2015,8,26,17.14,17,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,29,White-tailed Deer,1,2015,8,26,17.14,17,male,Moultrie,505 E,290522,1956892,
Yalbac506E,506,E,,,191,White-tailed Deer,1,2015,8,26,12.05,12,male,Bushnell,506 E,292491,1955895,
Yalbac509E,509,E,,,124,White-tailed Deer,1,2015,8,26,9.48,10,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,125,White-tailed Deer,1,2015,8,26,9.48,9.5,,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,124,White-tailed Deer,1,2015,8,26,9.38,9.5,male,Moultrie,510 E,281670,1934730,
Yalbac509E,509,E,,,130,White-tailed Deer,1,2015,8,27,15.21,15.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,131,White-tailed Deer,1,2015,8,27,15.21,15.5,,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,115,White-tailed Deer,1,2015,8,28,5.49,6,,Bushnell,501 E,291363,1956977,
Yalbac501e,501,E,,,118,White-tailed Deer,1,2015,8,28,9.27,9.5,,Bushnell,501 E,291363,1956977,
Yalbac501e,501,E,,,121,White-tailed Deer,2,2015,8,28,9.51,10,,Bushnell,501 E,291363,1956977,
Yalbac504E,504,E,,,534,White-tailed Deer,1,2015,8,28,10.2,10.5,,Scoutguard,504 E,290567,1955971,
Yalbac509E,509,E,,,133,White-tailed Deer,1,2015,8,28,23.47,24,,Bushnell,509 E,281203,1934430,
Yalbac504E,504,E,,,541,White-tailed Deer,1,2015,8,29,7.37,7.5,,Scoutguard,504 E,290567,1955971,
Yalbac509E,509,E,,,135,White-tailed Deer,1,2015,8,29,23.47,23.5,male,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,139,White-tailed Deer,1,2015,8,30,10.18,10.5,,Bushnell,501 E,291363,1956977,
Yalbac501e,501,E,,,142,White-tailed Deer,2,2015,8,30,14.06,14,Fighting,Bushnell,501 E,291363,1956977,
Yalbac504E,504,E,,,547,White-tailed Deer,1,2015,8,30,8.47,9,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,556,White-tailed Deer,1,2015,8,30,16.35,16.5,,Scoutguard,504 E,290567,1955971,
Yalbac505E,505,E,,,40,White-tailed Deer,1,2015,8,30,16.42,16.5,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,40,White-tailed Deer,1,2015,8,30,16.42,16.5,,Moultrie,505 E,290522,1956892,
Yalbac506E,506,E,,,247,White-tailed Deer,1,2015,8,30,9.56,10,,Bushnell,506 E,292491,1955895,
Yalbac504E,504,E,,,569,White-tailed Deer,1,2015,8,31,16.02,16,,Scoutguard,504 E,290567,1955971,
Yalbac510E,510,E,,,146,White-tailed Deer,1,2015,8,31,8.46,8.5,,Moultrie,510 E,281670,1934730,
Yalbac502E,502,E,,,3513,White-tailed Deer,1,2015,9,1,12.46,12.5,male,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,591,White-tailed Deer,1,2015,9,1,15.35,15.5,,Scoutguard,504 E,290567,1955971,
Yalbac507E,507,E,,,417,White-tailed Deer,1,2015,9,1,14.15,14,male,Bushnell,507 E,283482,1934992,
Yalbac501e,501,E,,,160,White-tailed Deer,1,2015,9,2,10.06,10,,Bushnell,501 E,291363,1956977,
Yalbac506E,506,E,,,268,White-tailed Deer,1,2015,9,2,5.41,5.5,male,Bushnell,506 E,292491,1955895,
Yalbac510E,510,E,,,157,White-tailed Deer,1,2015,9,2,16.54,17,,Moultrie,510 E,281670,1934730,
Yalbac501e,501,E,,,163,White-tailed Deer,1,2015,9,3,5.21,5.5,,Bushnell,501 E,291363,1956977,
Yalbac501e,501,E,,,166,White-tailed Deer,1,2015,9,3,10.03,10,,Bushnell,501 E,291363,1956977,
Yalbac506E,506,E,,,273,White-tailed Deer,1,2015,9,3,7.57,8,,Bushnell,506 E,292491,1955895,
Yalbac510E,510,E,,,167,White-tailed Deer,1,2015,9,3,8.2,8.5,male,Moultrie,510 E,281670,1934730,
Yalbac510E,510,E,,,171,White-tailed Deer,1,2015,9,3,11.56,12,,Moultrie,510 E,281670,1934730,
Yalbac501e,501,E,,,169,White-tailed Deer,1,2015,9,4,8.33,8.5,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3535,White-tailed Deer,1,2015,9,4,12.39,12.5,male,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,611,White-tailed Deer,1,2015,9,4,8.31,8.5,,Scoutguard,504 E,290567,1955971,
Yalbac505E,505,E,,,55,White-tailed Deer,1,2015,9,5,0.01,0,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,56,White-tailed Deer,1,2015,9,5,12.01,12,male,Moultrie,505 E,290522,1956892,
Yalbac502E,502,E,,,3543,White-tailed Deer,1,2015,9,6,10.47,10.5,,Moultrie,502 E,290847,1955799,
Yalbac502E,502,E,,,3547,White-tailed Deer,1,2015,9,6,11.33,11.5,male,Moultrie,502 E,290847,1955799,
Yalbac502E,502,E,,,3553,White-tailed Deer,1,2015,9,6,12.17,12,,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,655,White-tailed Deer,1,2015,9,6,11.04,11,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,664,White-tailed Deer,1,2015,9,6,12.06,12,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,667,White-tailed Deer,1,2015,9,6,12.31,12.5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,670,White-tailed Deer,1,2015,9,6,14.14,14,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,302,White-tailed Deer,1,2015,9,6,8.33,8.5,,Bushnell,506 E,292491,1955895,
Yalbac510E,510,E,,,202,White-tailed Deer,1,2015,9,6,16.54,17,,Moultrie,510 E,281670,1934730,
Yalbac512E,512,E,,,2312,White-tailed Deer,1,2015,9,6,5.34,5.5,,ScoutGuard,512 E,282178,1935684,
Yalbac501e,501,E,,,175,White-tailed Deer,1,2015,9,7,16.12,16,,Bushnell,501 E,291363,1956977,
Yalbac504E,504,E,,,685,White-tailed Deer,1,2015,9,7,13.24,13.5,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,317,White-tailed Deer,1,2015,9,7,16.31,16.5,male,Bushnell,506 E,292491,1955895,
Yalbac509E,509,E,,,181,White-tailed Deer,1,2015,9,7,8.43,8.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,182,White-tailed Deer,1,2015,9,7,8.43,8.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,184,White-tailed Deer,1,2015,9,7,8.46,9,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,185,White-tailed Deer,1,2015,9,7,8.46,8.5,male,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,187,White-tailed Deer,1,2015,9,7,9.34,9.5,,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,190,White-tailed Deer,2,2015,9,8,13.2,13.5,,Bushnell,501 E,291363,1956977,
Yalbac503E,503,E,,,600,White-tailed Deer,2,2015,9,8,14.28,14.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,603,White-tailed Deer,1,2015,9,8,14.28,14,female and fawn,Bushnell,503 E,291322,1957347,
Yalbac506E,506,E,,,320,White-tailed Deer,1,2015,9,8,10.15,10,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,324,White-tailed Deer,1,2015,9,8,18.13,18,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,637,White-tailed Deer,1,2015,9,9,9.14,9,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,638,White-tailed Deer,1,2015,9,9,9.14,9,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,661,White-tailed Deer,1,2015,9,9,15.13,15,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,663,White-tailed Deer,1,2015,9,9,15.13,15,male,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,673,White-tailed Deer,1,2015,9,9,17.45,18,,Bushnell,503 E,291322,1957347,
Yalbac505E,505,E,,,67,White-tailed Deer,1,2015,9,9,17.34,17.5,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,67,White-tailed Deer,1,2015,9,9,5.34,5.5,,Moultrie,505 E,290522,1956892,
Yalbac509E,509,E,,,196,White-tailed Deer,1,2015,9,9,17.17,17.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,198,White-tailed Deer,1,2015,9,9,17.17,17,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,200,White-tailed Deer,1,2015,9,9,17.23,17.5,male,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,209,White-tailed Deer,1,2015,9,9,11.29,11.5,,Moultrie,510 E,281670,1934730,
Yalbac503E,503,E,,,694,White-tailed Deer,1,2015,9,10,15.47,16,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,699,White-tailed Deer,1,2015,9,10,15.47,15.5,male,Bushnell,503 E,291322,1957347,
Yalbac505E,505,E,,,79,White-tailed Deer,1,2015,9,11,7.28,7.5,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,80,White-tailed Deer,1,2015,9,11,19.28,19.5,male,Moultrie,505 E,290522,1956892,
Yalbac506E,506,E,,,332,White-tailed Deer,1,2015,9,11,11.12,11,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,335,White-tailed Deer,1,2015,9,11,14.02,14,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,799,White-tailed Deer,1,2015,9,12,14.44,14.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,801,White-tailed Deer,1,2015,9,12,14.44,14.5,,Bushnell,503 E,291322,1957347,
Yalbac501e,501,E,,,211,White-tailed Deer,1,2015,9,14,6.19,6.5,,Bushnell,501 E,291363,1956977,
Yalbac505E,505,E,,,82,White-tailed Deer,1,2015,9,14,10.18,10.5,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,84,White-tailed Deer,1,2015,9,14,10.18,10,male,Moultrie,505 E,290522,1956892,
Yalbac502F,502,F,,,3574,White-tailed Deer,1,2015,9,18,7.18,7,male,Moultrie,502F,289306,1957023,
Yalbac504F,504,F,,,25,White-tailed Deer,1,2015,9,18,8.21,8.5,,HCO ScoutGuard,504F,289314,1956370,
Yalbac505F,505,F,,,36,White-tailed Deer,1,2015,9,18,9.52,10,male,Moultrie,505F,290310,1956304,
Yalbac509E,509,F,,,21,White-tailed Deer,1,2015,9,18,17.27,17.5,,Bushnell,509 E,281203,1934430,
Yalbac505F,505,F,,,38,White-tailed Deer,1,2015,9,22,5.55,6,,Moultrie,505F,290310,1956304,
Yalbac509F,509,F,,,34,White-tailed Deer,1,2015,9,22,9.07,9,,Bushnell,509F,283280,1934662,
Yalbac509F,509,F,,,44,White-tailed Deer,1,2015,9,22,15.5,11,male,Bushnell,509F,283280,1934662,
Yalbac501f,501,F,,,31,White-tailed Deer,1,2015,9,24,7.53,8,,,501F,292314,1958107,
Yalbac502F,502,F,,,3584,White-tailed Deer,1,2015,9,24,14.1,14,female,Moultrie,502F,289306,1957023,
Yalbac502F,502,F,,,3589,White-tailed Deer,1,2015,9,26,15.27,15.5,,Moultrie,502F,289306,1957023,
Yalbac505F,505,F,,,40,White-tailed Deer,1,2015,9,26,14.43,14.5,,Moultrie,505F,290310,1956304,
Yalbac504F,504,F,,,362,White-tailed Deer,1,2015,9,27,10.45,11,,HCO ScoutGuard,504F,289314,1956370,
Yalbac504F,504,F,,,363,White-tailed Deer,1,2015,9,27,11.15,11.5,,HCO ScoutGuard,504F,289314,1956370,
Yalbac504F,504,F,,,366,White-tailed Deer,1,2015,9,27,12.19,12.5,,HCO ScoutGuard,504F,289314,1956370,
Yalbac505F,505,F,,,49,White-tailed Deer,1,2015,9,30,6.42,6.5,,Moultrie,505F,290310,1956304,
Yalbac502F,502,F,,,3598,White-tailed Deer,2,2015,10,2,14.04,14,,Moultrie,502F,289306,1957023,
Yalbac502F,502,F,,,3602,White-tailed Deer,1,2015,10,2,15.07,15,male,Moultrie,502F,289306,1957023,
Yalbac504F,504,F,,,780,White-tailed Deer,1,2015,10,2,16.06,16,,HCO ScoutGuard,504F,289314,1956370,
Yalbac501f,501,F,,,58,White-tailed Deer,1,2015,10,3,0.35,0.5,,,501F,292314,1958107,
Yalbac502F,502,F,,,3607,White-tailed Deer,1,2015,10,3,11.37,11.5,male,Moultrie,502F,289306,1957023,
Yalbac505F,505,F,,,61,White-tailed Deer,1,2015,10,7,10.01,10,,Moultrie,505F,290310,1956304,
Yalbac502F,502,F,,,3611,White-tailed Deer,1,2015,10,10,15.04,15,,Moultrie,502F,289306,1957023,
Yalbac510E,510,E,,,251,White-tailed Deer,1,2015,10,12,16.15,16,,Moultrie,510 E,281670,1934730,
Yalbac501f,501,F,,,100,White-tailed Deer,1,2015,10,14,3.04,3,,,501F,292314,1958107,
Yalbac502F,502,F,,,3624,White-tailed Deer,1,2015,10,16,11.2,11.5,,Moultrie,502F,289306,1957023,
Yalbac505F,505,F,,,64,White-tailed Deer,1,2015,10,16,6.55,6.5,,Moultrie,505F,290310,1956304,
Yalbac505F,505,F,,,73,White-tailed Deer,1,2015,10,17,7.26,7.5,,Moultrie,505F,290310,1956304,
Yalbac512F,512,F,,,123,White-tailed Deer,1,2015,10,20,9.58,10,,ScoutGuard,512F,281718,1935445,
Yalbac502F,502,F,,,3631,White-tailed Deer,1,2015,10,21,10.42,10.4,,Moultrie,502F,289306,1957023,
Yalbac505F,505,F,,,82,White-tailed Deer,1,2015,10,21,23.2,23.5,,Moultrie,505F,290310,1956304,
Yalbac509F,509,F,,,83,White-tailed Deer,1,2015,10,21,15.33,15,,Bushnell,509F,283280,1934662,
Yalbac505F,505,F,,,85,White-tailed Deer,1,2015,10,22,6.39,6.5,,Moultrie,505F,290310,1956304,
Yalbac502F,502,F,,,3636,White-tailed Deer,1,2015,10,23,11.22,11.5,male,Moultrie,502F,289306,1957023,
Yalbac509F,509,F,,,89,White-tailed Deer,1,2015,10,23,15.32,15.5,,Bushnell,509F,283280,1934662,
Yalbac512F,512,F,,,127,White-tailed Deer,1,2015,10,23,7.23,7.5,,ScoutGuard,512F,281718,1935445,
Yalbac502F,502,F,,,3641,White-tailed Deer,1,2015,10,24,9.58,10,,Moultrie,502F,289306,1957023,
Yalbac509F,509,F,,,100,White-tailed Deer,1,2015,10,25,8.28,8,,Bushnell,509F,283280,1934662,
Yalbac510FG,510,FG,,,101,White-tailed Deer,1,2015,10,25,11.26,11.5,,Moultrie,510FG,281361,1934328,
Yalbac502F,502,F,,,3644,White-tailed Deer,1,2015,10,27,12.36,12.5,male,Moultrie,502F,289306,1957023,
Yalbac501f,501,F,,,166,White-tailed Deer,1,2015,10,28,17.09,17,,,501F,292314,1958107,
Yalbac505F,505,F,,,99,White-tailed Deer,1,2015,10,28,7.37,7.5,,Moultrie,505F,290310,1956304,
Yalbac505F,505,F,,,118,White-tailed Deer,2,2015,11,1,8.24,8,fighting,Moultrie,505F,290310,1956304,
Yalbac505F,505,F,,,143,White-tailed Deer,2,2015,11,3,8.06,8,fighting,Moultrie,505F,290310,1956304,
Yalbac512F,512,F,,,175,White-tailed Deer,1,2015,11,5,15.17,15,,ScoutGuard,512F,281718,1935445,
Yalbac505F,505,F,,,157,White-tailed Deer,1,2015,11,9,6.45,6.5,,Moultrie,505F,290310,1956304,
Yalbac508H,508,H,,,1691,White-tailed Deer,1,2015,11,12,15.34,15.5,,ScoutGuard,,,,
Yalbac509G,509,G,,,19,White-tailed Deer,1,2015,11,13,11.05,11,,Bushnell,509G,283441,1934595.208,
Yalbac506G,506,G,,,199,White-tailed Deer,1,2015,11,21,14.39,14.5,,Bushnell,506G,292534,1956194,
Yalbac502G,502,G,,,3737,White-tailed Deer,1,2015,11,26,8.57,9,,Moultrie,502G,289511,1956735,
Yalbac506G,506,G,,,229,White-tailed Deer,1,2015,11,26,11.03,11,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,232,White-tailed Deer,1,2015,11,26,12.37,12.5,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,247,White-tailed Deer,1,2015,11,27,15.53,16,,Bushnell,506G,292534,1956194,
Yalbac509G,509,G,,,46,White-tailed Deer,1,2015,12,1,9.14,9,,Bushnell,509G,283441,1934595.208,
Yalbac509G,509,G,,,49,White-tailed Deer,1,2015,12,1,9.19,19.5,,Bushnell,509G,283441,1934595.208,
Yalbac502G,502,G,,,3761,White-tailed Deer,1,2015,12,3,3.22,3.5,,Moultrie,502G,289511,1956735,
Yalbac512H,512,H,,,32,White-tailed Deer,2,2015,12,3,12.41,12.5,,ScoutGuard,512H,283335,1934690.881,
Yalbac507H,507,H,,,38,White-tailed Deer,1,2015,12,4,0.07,0,Time off,Bushnell,507H,283483,1934993.94,
Yalbac506G,506,G,,,319,White-tailed Deer,1,2015,12,7,10.24,10.5,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,64,White-tailed Deer,1,2015,12,7,0.18,0.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac511H,511,H,,,50,White-tailed Deer,1,2015,12,8,2.09,2,,Moultrie,511H,282087,1935456.716,
Yalbac505G,505,G,,,121,White-tailed Deer,1,2015,12,9,10.32,10.5,,Moultrie,505G,291021,1956145,
Yalbac507H,507,H,,,248,White-tailed Deer,1,2016,12,16,22.56,23,Time off,Bushnell,507H,283483,1934993.94,
Yalbac511H,511,H,,,103,White-tailed Deer,1,2015,12,23,13.34,13.5,,Moultrie,511H,282087,1935456.716,
Yalbac511H,511,H,,,107,White-tailed Deer,1,2015,12,24,15.26,15.5,,Moultrie,511H,282087,1935456.716,
Yalbac506G,506,G,,,442,White-tailed Deer,1,2015,12,25,7.37,7.5,,Bushnell,506G,292534,1956194,
Yalbac511H,511,H,,,110,White-tailed Deer,1,2015,12,26,9.02,9,,Moultrie,511H,282087,1935456.716,
Yalbac502G,502,G,,,3782,White-tailed Deer,1,2015,12,28,10.24,10.5,,Moultrie,502G,289511,1956735,
Yalbac510H,510,H,,,212,White-tailed Deer,1,2015,12,28,3.15,3.5,,Moultrie,510H,282719,1935522.766,
Yalbac502G,502,G,,,3788,White-tailed Deer,1,2015,12,31,9.35,9.5,,Moultrie,502G,289511,1956735,
Yalbac502G,502,G,,,3791,White-tailed Deer,1,2015,12,31,12.09,12,,Moultrie,502G,289511,1956735,
Yalbac507H,507,H,,,142,White-tipped Dove,1,2016,12,4,7.06,7,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,49,White-tipped Dove,1,2015,12,5,11.54,12,Time off,Bushnell,507H,283483,1934993.94,
Yalbac501f,501,F,,,89,Wood Thrush,1,2015,10,11,6.44,6.5,,,501F,292314,1958107,
Yalbac501f,501,F,,,112,Wood Thrush,1,2015,10,17,6.42,6.5,,,501F,292314,1958107,
Yalbac501f,501,F,,,130,Wood Thrush,1,2015,10,18,7.45,8,,,501F,292314,1958107,
Yalbac501f,501,F,,,152,Wood Thrush,1,2015,10,22,6.12,6,,,501F,292314,1958107,
Yalbac501f,501,F,,,157,Wood Thrush,1,2015,10,25,12.04,12,,,501F,292314,1958107,
Yalbac501f,501,F,,,169,Wood Thrush,1,2015,10,29,7.17,7.5,,,501F,292314,1958107,
Yalbac501f,501,F,,,207,Wood Thrush,1,2015,11,7,6.09,6,,,501F,292314,1958107,
Yalbac501f,501,F,,,208,Wood Thrush,1,2015,11,8,9.58,10,,,501F,292314,1958107,
Yalbac507H,507,H,,,16,Yucatan Squirel,1,2015,12,1,4.11,4,Time off,Bushnell,507H,283483,1934993.94,
Yalbac503D,503,D,,,593,Yucatan Squirel,1,2015,7,11,7.01,7,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,70,Yucatan Squirel,1,2015,7,28,12.17,12.5,,Bushnell,503 D,292559,1958254,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
