Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,No_Sr,Easting,Northing,
Yalbac501c,501,C,,,308,Ocellated Turkey,1,2015,5,13,6.24,6.5,,Bushnell,501 C,292447,1954693,
Yalbac507c,507,C,,,304,Ocellated Turkey,1,2015,5,13,14.1,14,,Bushnell,507 C,283656,1935412,
Yalbac501c,501,C,,,320,Ocellated Turkey,1,2015,5,15,6.26,6.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,329,Ocellated Turkey,1,2015,5,15,12.37,12.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,338,Ocellated Turkey,1,2015,5,16,8.57,9,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,344,Ocellated Turkey,1,2015,5,16,14.29,14.5,,Bushnell,501 C,292447,1954693,
Yalbac507c,507,C,,,319,Ocellated Turkey,1,2015,5,16,10.19,10.5,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,328,Ocellated Turkey,1,2015,5,16,12.31,12.5,,Bushnell,507 C,283656,1935412,
Yalbac501c,501,C,,,350,Ocellated Turkey,2,2015,5,17,9.35,9.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,371,Ocellated Turkey,1,2015,5,19,6.04,6,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,380,Ocellated Turkey,1,2015,5,20,7.12,7,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,292,Ocellated Turkey,1,2015,5,21,14.42,14.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,398,Ocellated Turkey,1,2015,5,22,6.12,6,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,404,Ocellated Turkey,1,2015,5,22,15.58,16,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,413,Ocellated Turkey,1,2015,5,23,11.53,12,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,419,Ocellated Turkey,3,2015,5,24,7.46,8,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,428,Ocellated Turkey,1,2015,5,24,12.07,12,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,437,Ocellated Turkey,1,2015,5,25,5.45,6,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,443,Ocellated Turkey,1,2015,5,26,6.12,6,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,455,Ocellated Turkey,1,2015,5,27,6.04,6,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,473,Ocellated Turkey,1,2015,5,28,7.21,7.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,488,Ocellated Turkey,2,2015,5,28,12.12,12,,Bushnell,501 C,292447,1954693,
Yalbac507c,507,C,,,373,Ocellated Turkey,1,2015,5,30,12.56,13,,Bushnell,507 C,283656,1935412,
Yalbac501D,501,D,,,34,Ocellated Turkey,1,2015,5,31,12.54,13,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,31,Ocellated Turkey,1,2015,5,31,8.54,9,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,61,Ocellated Turkey,1,2015,6,1,12.1,12,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,13,Ocellated Turkey,1,2015,6,1,12.09,12,,Bushnell,506 D,291532,1956956,
Yalbac508D,508,D,,,12,Ocellated Turkey,1,2015,6,2,13.06,13,,Scoutguard,508 D,280218,1935038,
Yalbac509D,509,D,,,31,Ocellated Turkey,1,2015,6,3,10.56,11,,Bushnell,509 D,280713,1934457,
Yalbac509D,509,D,,,36,Ocellated Turkey,1,2015,6,3,13.54,14,,Bushnell,509 D,280713,1934457,
Yalbac509D,509,D,,,37,Ocellated Turkey,1,2015,6,5,12.16,12.5,,Bushnell,509 D,280713,1934457,
Yalbac510D,510,D,,,34,Ocellated Turkey,1,2015,6,5,9.1,9,,Moultrie,510 D,282702,1935595,
Yalbac511D,511,D,,,55,Ocellated Turkey,1,2015,6,5,7.44,7.5,,Moultrie,511 D,283157,1935085,
Yalbac505D,505,D,,,34,Ocellated Turkey,2,2015,6,7,7.2,7.5,,Moultrie,505 C,289335,1956401,
Yalbac507D,507,D,,,22,Ocellated Turkey,2,2015,6,8,8.07,8,,Bushnell,507 D,283856,1935164,
Yalbac511D,511,D,,,112,Ocellated Turkey,1,2015,6,10,17.51,18,,Moultrie,511 D,283157,1935085,
Yalbac505D,505,D,,,49,Ocellated Turkey,2,2015,6,11,8.56,9,,Moultrie,505 D,290391,1956661,
Yalbac510D,510,D,,,64,Ocellated Turkey,1,2015,6,11,10.29,10.5,,Moultrie,510 D,282702,1935595,
Yalbac511D,511,D,,,130,Ocellated Turkey,1,2015,6,11,9.22,9.5,,Moultrie,511 D,283157,1935085,
Yalbac505D,505,D,,,52,Ocellated Turkey,2,2015,6,12,9.42,9.5,,Moultrie,505 D,290391,1956661,
Yalbac507D,507,D,,,40,Ocellated Turkey,3,2015,6,15,17.2,17.5,,Bushnell,507 D,283856,1935164,
Yalbac507D,507,D,,,43,Ocellated Turkey,1,2015,6,16,15.25,15.5,,Bushnell,507 D,283856,1935164,
Yalbac511D,511,D,,,151,Ocellated Turkey,2,2015,6,16,11.24,11.5,,Moultrie,511 D,283157,1935085,
Yalbac502D,502,D,,,3320,Ocellated Turkey,3,2015,6,17,5.45,6,,Moultrie,502 D,291686,1955608,
Yalbac511D,511,D,,,160,Ocellated Turkey,2,2015,6,17,7.16,7.5,,Moultrie,511 D,283157,1935085,
Yalbac511D,511,D,,,166,Ocellated Turkey,2,2015,6,17,15.35,15.5,,Moultrie,511 D,283157,1935085,
Yalbac511D,511,D,,,169,Ocellated Turkey,2,2015,6,18,10.04,10,,Moultrie,511 D,283157,1935085,
Yalbac507D,507,D,,,46,Ocellated Turkey,1,2015,6,20,9.39,9.5,,Bushnell,507 D,283856,1935164,
Yalbac501D,501,D,,,100,Ocellated Turkey,1,2015,6,22,5.28,5.5,,Bushnell,501 D,292588,1957992,
Yalbac510D,510,D,,,107,Ocellated Turkey,1,2015,6,28,10.22,10.5,,Moultrie,510 D,282702,1935595,
Yalbac507D,507,D,,,73,Ocellated Turkey,1,2015,7,12,13.54,14,,Bushnell,507 D,283856,1935164,
Yalbac507D,507,D,,,88,Ocellated Turkey,1,2015,7,15,14.33,14.5,,Bushnell,507 D,283856,1935164,
Yalbac510D,510,D,,,208,Ocellated Turkey,2,2015,7,22,6.2,6.5,,Moultrie,510 D,282702,1935595,
Yalbac507E,507,E,,,177,Ocellated Turkey,1,2015,8,11,9.06,9,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,181,Ocellated Turkey,1,2015,8,11,14.14,14,male,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,200,Ocellated Turkey,1,2015,8,15,5.4,5.5,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,228,Ocellated Turkey,1,2015,8,17,17.11,17,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,244,Ocellated Turkey,1,2015,8,18,20.05,20,,Bushnell,507 E,283482,1934992,
Yalbac504E,504,E,,,373,Ocellated Turkey,1,2015,8,19,18.08,18,,Scoutguard,504 E,290567,1955971,
Yalbac507E,507,E,,,318,Ocellated Turkey,2,2015,8,21,7.43,7.43,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,321,Ocellated Turkey,1,2015,8,21,15.55,16,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,353,Ocellated Turkey,1,2015,8,24,17.33,17.5,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,363,Ocellated Turkey,1,2015,8,25,15.17,15,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,372,Ocellated Turkey,1,2015,8,27,6.59,7,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,378,Ocellated Turkey,1,2015,8,27,10.5,11,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,516,Ocellated Turkey,1,2015,9,11,14.05,14,,Bushnell,507 E,283482,1934992,
Yalbac504F,504,F,,,10,Ocellated Turkey,1,2015,9,17,8.44,8.5,,HCO ScoutGuard,504F,289314,1956370,
Yalbac504F,504,F,,,17,Ocellated Turkey,1,2015,9,17,12.12,12,,HCO ScoutGuard,504F,289314,1956370,
Yalbac502F,502,F,,,3616,Ocellated Turkey,1,2015,10,11,12.04,12,,Moultrie,502F,289306,1957023,
Yalbac507F,507,F,,,149,Ocellated Turkey,1,2015,10,25,6.13,6,,Bushnell,507F,283119,1935211,
Yalbac509G,509,G,,,28,Ocellated Turkey,1,2015,11,22,14.45,15,,Bushnell,509G,283441,1934595.208,
Yalbac505G,505,G,,,46,Ocellated Turkey,2,2015,11,25,13.05,13,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,49,Ocellated Turkey,1,2015,11,26,10.18,10.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,61,Ocellated Turkey,1,2015,11,29,12.23,12.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,64,Ocellated Turkey,2,2015,11,29,16.55,17,,Moultrie,505G,291021,1956145,
Yalbac502G,502,G,,,3749,Ocellated Turkey,1,2015,11,30,1.45,2,,Moultrie,502G,289511,1956735,
Yalbac507H,507,H,,,133,Ocellated Turkey,1,2016,12,1,11.3,11.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,40,Ocellated Turkey,1,2015,12,4,13.02,13,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,97,Ocellated Turkey,1,2015,12,5,12.04,12,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,100,Ocellated Turkey,1,2015,12,5,14.19,14.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,43,Ocellated Turkey,1,2015,12,5,17.25,17.5,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,157,Ocellated Turkey,1,2016,12,6,11.12,11,Time off,Bushnell,507H,283483,1934993.94,
Yalbac506G,506,G,,,316,Ocellated Turkey,1,2015,12,7,9.17,9.5,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,166,Ocellated Turkey,1,2016,12,7,11.42,11.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,52,Ocellated Turkey,1,2015,12,7,8.02,8,,Moultrie,510H,282719,1935522.766,
Yalbac506G,506,G,,,355,Ocellated Turkey,1,2015,12,9,9,9,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,175,Ocellated Turkey,1,2016,12,10,8.3,8.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,181,Ocellated Turkey,1,2016,12,10,12.46,13,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,124,Ocellated Turkey,1,2015,12,12,10.54,11,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,118,Ocellated Turkey,1,2015,12,12,14.41,14.5,,Moultrie,510H,282719,1935522.766,
Yalbac505G,505,G,,,139,Ocellated Turkey,1,2015,12,13,11.08,11,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,373,Ocellated Turkey,4,2015,12,13,11.04,11,,Bushnell,506G,292534,1956194,
Yalbac509H,509,H,,,160,Ocellated Turkey,1,2015,12,13,14.02,14,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,163,Ocellated Turkey,1,2015,12,13,15.13,15,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,121,Ocellated Turkey,1,2015,12,13,10.2,10.5,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,226,Ocellated Turkey,1,2016,12,14,6.44,6.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,131,Ocellated Turkey,1,2015,12,14,14.4,14.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,157,Ocellated Turkey,1,2015,12,18,16.54,17,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,250,Ocellated Turkey,1,2016,12,19,11.22,11.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,163,Ocellated Turkey,1,2015,12,19,11.54,12,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,82,Ocellated Turkey,1,2015,12,19,7.22,7.5,,Moultrie,511H,282087,1935456.716,
Yalbac511H,511,H,,,85,Ocellated Turkey,1,2015,12,19,9.25,9.5,,Moultrie,511H,282087,1935456.716,
Yalbac505G,505,G,,,160,Ocellated Turkey,1,2015,12,21,11.09,11,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,424,Ocellated Turkey,1,2015,12,22,15.5,16,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,178,Ocellated Turkey,1,2015,12,22,17.4,17.5,,Moultrie,510H,282719,1935522.766,
Yalbac505G,505,G,,,178,Ocellated Turkey,3,2015,12,23,1.14,1,,Moultrie,505G,291021,1956145,
Yalbac509H,509,H,,,204,Ocellated Turkey,1,2015,12,23,11.35,11.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,208,Ocellated Turkey,1,2015,12,23,13.52,14,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,187,Ocellated Turkey,1,2015,12,23,7.38,7.5,,Moultrie,510H,282719,1935522.766,
Yalbac505G,505,G,,,190,Ocellated Turkey,2,2015,12,24,16.49,17,,Moultrie,505G,291021,1956145,
Yalbac510H,510,H,,,199,Ocellated Turkey,1,2015,12,26,13.44,13.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,202,Ocellated Turkey,1,2015,12,26,15.25,15.5,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,229,Ocellated Turkey,1,2015,12,27,15.01,15,,Bushnell,509H,283730,1935382.07,
Yalbac511H,511,H,,,127,Ocellated Turkey,1,2015,12,28,16.53,17,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,244,Ocellated Turkey,1,2015,12,29,11.49,12,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,142,Ocellated Turkey,1,2015,12,29,9.33,9.5,,Moultrie,511H,282087,1935456.716,
Yalbac506G,506,G,,,454,Ocellated Turkey,1,2015,12,31,13.5,14,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,268,Ocellated Turkey,1,2015,12,31,10.17,10.5,,Moultrie,510H,282719,1935522.766,
Yalbac505G,505,G,,,247,Ocelot,1,2016,1,6,10.09,10,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,601,Ocelot,1,2016,1,8,3.14,3,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,409,Ocelot,1,2016,1,12,23.02,23,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,373,Ocelot,1,2016,1,14,0.59,1,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,397,Ocelot,1,2016,1,14,0.39,0.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,487,Ocelot,1,2016,1,15,2.38,2.5,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,404,Ocelot,1,2016,1,16,5.37,5.5,,Bushnell,509H,283730,1935382.07,
Yalbac511H,511,H,,,370,Ocelot,1,2016,1,23,0.08,0,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,658,Ocelot,1,2016,1,28,23.4,3.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,703,Ocelot,1,2016,1,29,18.12,18,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,736,Ocelot,1,2016,2,4,17.55,18,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,739,Ocelot,1,2016,2,5,23.29,23.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,2198,Ocelot,1,2016,2,7,2.15,2.5,,Bushnell,509H,283730,1935382.07,
Yalbac511H,511,H,,,490,Ocelot,1,2016,2,11,22.36,22.5,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,922,Ocelot,1,2016,2,19,3.07,3,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,2483,Ocelot,1,2016,2,20,3.44,3.5,,Bushnell,509H,283730,1935382.07,
Yalbac508C,508,C,,,4,Ocelot,1,2015,4,11,0.3,0.5,,Scoutguard,508 C,280364,1934433,
Yalbac509c,509,C,,,4,Ocelot,1,2015,4,11,0.3,0.5,,ScoutGuard,509 C,280114,1935198,
Yalbac512c,512,C,,,498,Ocelot,1,2015,4,11,3.58,4,,Scoutguard,512 C,281740,1935290,
Yalbac512c,512,C,,,498,Ocelot,1,2015,4,11,3.58,4,,ScoutGuard,512 C,281740,1935290,
Yalbac512c,512,C,,,499,Ocelot,1,2015,4,11,4.04,4,,Scoutguard,512 C,281740,1935290,
Yalbac512c,512,C,,,499,Ocelot,1,2015,4,11,4.04,4,,ScoutGuard,512 C,281740,1935290,
Yalbac507c,507,C,,,76,Ocelot,1,2015,4,17,3.04,3,,Bushnell,507 C,283656,1935412,
Yalbac501c,501,C,,,152,Ocelot,1,2015,4,27,2.39,2.5,,Bushnell,501 C,292447,1954693,
Yalbac509c,509,C,,,79,Ocelot,1,2015,5,5,3.41,3.5,,Bushnell,509 C,280114,1935198,
Yalbac507c,507,C,,,316,Ocelot,1,2015,5,15,0.35,0.5,,Bushnell,507 C,283656,1935412,
Yalbac501c,501,C,,,335,Ocelot,1,2015,5,16,0.46,1,,Bushnell,501 C,292447,1954693,
Yalbac507c,507,C,,,337,Ocelot,1,2015,5,20,0.58,1,,Bushnell,507 C,283656,1935412,
Yalbac502D,502,D,,,3296,Ocelot,1,2015,6,4,2.5,3,,Moultrie,502 D,291686,1955608,
Yalbac508D,508,D,,,21,Ocelot,1,2015,6,5,19.53,20,,Scoutguard,508 D,280218,1935038,
Yalbac506D,506,D,,,37,Ocelot,1,2015,6,6,23.14,23,,Bushnell,506 D,291532,1956956,
Yalbac503D,503,D,,,142,Ocelot,1,2015,6,7,22.49,23,,Bushnell,503 D,292559,1958254,
Yalbac501D,501,D,,,70,Ocelot,1,2015,6,10,4.06,4,,Bushnell,501 D,292588,1957992,
Yalbac501D,501,D,,,82,Ocelot,1,2015,6,13,3.39,3.5,,Bushnell,501 D,292588,1957992,
Yalbac501D,501,D,,,85,Ocelot,1,2015,6,14,1.44,1.5,,Bushnell,501 D,292588,1957992,
Yalbac511D,511,D,,,157,Ocelot,1,2015,6,16,20.31,20.5,,Moultrie,511 D,283157,1935085,
Yalbac501D,501,D,,,112,Ocelot,1,2015,7,1,3.44,3.5,,Bushnell,501 D,292588,1957992,
Yalbac501D,501,D,,,115,Ocelot,1,2015,7,3,4.19,4.5,,Bushnell,501 D,292588,1957992,
Yalbac501D,501,D,,,124,Ocelot,1,2015,7,4,22.19,22.5,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,547,Ocelot,1,2015,7,4,22.36,22.5,,Bushnell,503 D,292559,1958254,
Yalbac510D,510,D,,,145,Ocelot,1,2015,7,13,9.42,9.5,,Moultrie,510 D,282702,1935595,
Yalbac501D,501,D,,,130,Ocelot,1,2015,7,14,2.25,2.5,,Bushnell,501 D,292588,1957992,
Yalbac510D,510,D,,,154,Ocelot,1,2015,7,15,20.51,21,,Moultrie,510 D,282702,1935595,
Yalbac506D,506,D,,,211,Ocelot,1,2015,7,16,21.07,21,,Bushnell,506 D,291532,1956956,
Yalbac510D,510,D,,,205,Ocelot,1,2015,7,21,21.35,21.5,,Moultrie,510 D,282702,1935595,
Yalbac507D,507,D,,,100,Ocelot,1,2015,7,23,22.58,23,,Bushnell,507 D,283856,1935164,
Yalbac501D,501,D,,,157,Ocelot,1,2015,7,25,1.41,1.5,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,964,Ocelot,1,2015,7,25,2,2,,Bushnell,503 D,292559,1958254,
Yalbac510D,510,D,,,220,Ocelot,1,2015,7,26,3.55,4,,Moultrie,510 D,282702,1935595,
Yalbac510D,510,D,,,226,Ocelot,1,2015,7,29,4.07,4,,Moultrie,510 D,282702,1935595,
Yalbac506E,506,E,,,29,Ocelot,1,2015,7,30,16.21,16.5,,Bushnell,506 E,292491,1955895,
Yalbac508E,508,E,,,20,Ocelot,1,2015,7,30,2.46,3,,Scoutguard,508 E,283447,1934597,
Yalbac510E,510,E,,,19,Ocelot,1,2015,7,30,8.37,8.5,,Moultrie,510 E,281670,1934730,
Yalbac512E,512,E,,,50,Ocelot,1,2015,7,30,15.07,15,,ScoutGuard,512 E,282178,1935684,
Yalbac507E,507,E,,,63,Ocelot,1,2015,8,2,20.28,20.5,,Bushnell,507 E,283482,1934992,
Yalbac506E,506,E,,,50,Ocelot,1,2015,8,3,20.54,21,,Bushnell,506 E,292491,1955895,
Yalbac501e,501,E,,,34,Ocelot,1,2015,8,5,8.18,8.5,,Bushnell,501 E,291363,1956977,
Yalbac510E,510,E,,,47,Ocelot,1,2015,8,7,22.12,22,,Moultrie,510 E,281670,1934730,
Yalbac509E,509,E,,,73,Ocelot,1,2015,8,9,21.33,21.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,75,Ocelot,1,2015,8,9,21.33,21.5,,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,52,Ocelot,1,2015,8,9,22.12,22,,Moultrie,510 E,281670,1934730,
Yalbac507E,507,E,,,166,Ocelot,1,2015,8,10,21.5,22,,Bushnell,507 E,283482,1934992,
Yalbac504E,504,E,,,324,Ocelot,1,2015,8,13,10.28,10.5,,Scoutguard,504 E,290567,1955971,
Yalbac509E,509,E,,,109,Ocelot,1,2015,8,16,23.57,24,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,111,Ocelot,1,2015,8,16,23.57,24,,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,88,Ocelot,1,2015,8,16,23.26,23.5,,Moultrie,510 E,281670,1934730,
Yalbac506E,506,E,,,131,Ocelot,1,2015,8,17,21.44,21.5,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,277,Ocelot,1,2015,8,18,0.57,1,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,279,Ocelot,1,2015,8,18,0.57,1,,Bushnell,503 E,291322,1957347,
Yalbac509E,509,E,,,115,Ocelot,1,2015,8,19,19.23,19.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,117,Ocelot,1,2015,8,19,19.23,19.5,,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,97,Ocelot,1,2015,8,19,21.28,21.5,,Moultrie,510 E,281670,1934730,
Yalbac507E,507,E,,,312,Ocelot,1,2015,8,20,19.54,18,,Bushnell,507 E,283482,1934992,
Yalbac509E,509,E,,,127,Ocelot,1,2015,8,26,21.39,21.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,128,Ocelot,1,2015,8,26,21.39,21.5,,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,127,Ocelot,1,2015,8,26,21.05,21,,Moultrie,510 E,281670,1934730,
Yalbac509E,509,E,,,156,Ocelot,1,2015,9,4,2.06,2,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,156,Ocelot,1,2015,9,4,2.06,2,,Bushnell,509 E,281203,1934430,
Yalbac512E,512,E,,,2308,Ocelot,1,2015,9,5,1.31,1.5,male,ScoutGuard,512 E,282178,1935684,
Yalbac502E,502,E,,,3537,Ocelot,1,2015,9,6,1.25,1.5,,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,764,Ocelot,1,2015,9,10,22.03,22,,Scoutguard,504 E,290567,1955971,
Yalbac509E,509,E,,,202,Ocelot,1,2015,9,10,2.09,2,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,204,Ocelot,1,2015,9,10,2.09,2,,Bushnell,509 E,281203,1934430,
Yalbac504E,504,E,,,877,Ocelot,1,2015,9,14,2.07,2,,Scoutguard,504 E,290567,1955971,
Yalbac510FG,510,FG,,,40,Ocelot,1,2015,9,21,18.36,18.5,,Moultrie,510FG,281361,1934328,
Yalbac509F,509,F,,,63,Ocelot,1,2015,10,7,4.02,4,,Bushnell,509F,283280,1934662,
Yalbac509F,509,F,,,75,Ocelot,1,2015,10,16,22.11,22,,Bushnell,509F,283280,1934662,
Yalbac505F,505,F,,,94,Ocelot,1,2015,10,28,12.13,12,,Moultrie,505F,290310,1956304,
Yalbac505F,505,F,,,100,Ocelot,1,2015,10,30,7.3,7.5,,Moultrie,505F,290310,1956304,
Yalbac505G,505,G,,,13,Ocelot,1,2015,11,10,20.36,20.5,,Moultrie,505G,291021,1956145,
Yalbac502G,502,G,,,3665,Ocelot,1,2015,11,11,2.11,2,,Moultrie,502G,289511,1956735,
Yalbac507G,507,G,,,28,Ocelot,1,2015,11,18,23.1,23,,Bushnell,507G,282985,1935446,
Yalbac502G,502,G,,,3668,Ocelot,1,2015,11,19,2.35,2.5,,Moultrie,502G,289511,1956735,
Yalbac502G,502,G,,,3671,Ocelot,1,2015,11,21,2.42,2.5,,Moultrie,502G,289511,1956735,
Yalbac506G,506,G,,,211,Ocelot,1,2015,11,22,12.24,12.5,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,214,Ocelot,1,2015,11,22,18.26,18.5,,Bushnell,506G,292534,1956194,
Yalbac502G,502,G,,,3746,Ocelot,1,2015,11,29,19.25,19.5,,Moultrie,502G,289511,1956735,
Yalbac507G,507,G,,,67,Ocelot,1,2015,11,30,3.35,3.5,,Bushnell,507G,282985,1935446,
Yalbac507H,507,H,,,61,Ocelot,1,2015,12,6,19.51,20,Time off,Bushnell,507H,283483,1934993.94,
Yalbac506G,506,G,,,328,Ocelot,1,2015,12,7,17.33,17.5,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,163,Ocelot,1,2016,12,7,1.23,1.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,64,Ocelot,1,2015,12,8,8.03,8,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,70,Ocelot,1,2015,12,9,2.53,3,,Moultrie,510H,282719,1935522.766,
Yalbac506G,506,G,,,394,Ocelot,1,2015,12,14,21.25,21.5,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,409,Ocelot,1,2015,12,17,22.45,23,,Bushnell,506G,292534,1956194,
Yalbac509H,509,H,,,190,Ocelot,1,2015,12,20,2.25,2.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,166,Ocelot,1,2015,12,20,4.26,4.5,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,196,Ocelot,1,2015,12,21,5.45,6,,Bushnell,509H,283730,1935382.07,
Yalbac511H,511,H,,,91,Ocelot,1,2015,12,22,3.57,4,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,181,Ocelot,1,2015,12,23,4.13,4,,Moultrie,510H,282719,1935522.766,
Yalbac506G,506,G,,,451,Ocelot,1,2015,12,25,23.5,24,,Bushnell,506G,292534,1956194,
Yalbac501c,501,C,,,11,Opossum,1,2015,4,11,4.55,5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,38,Opossum,1,2015,4,14,21.23,21.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,41,Opossum,1,2015,4,15,0.54,1,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,56,Opossum,1,2015,4,16,19.21,19.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,77,Opossum,1,2015,4,19,22.02,22,,Bushnell,501 C,292447,1954693,
