Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,,,,
Yalbac405A,405,A,283423,1932759,101,Ocellated Turkey,1,2014,3,30,8.25,8,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,131,Ocellated Turkey,1,2014,3,30,7.42,7.5,,Bushnell,,,,
Yalbac401a,401,A,299505,1927437,64,Ocellated Turkey,1,2014,3,31,8.12,8,,Moultrie,,,,
Yalbac401a,401,A,299505,1927437,68,Ocellated Turkey,1,2014,3,31,10.1,10,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,125,Ocellated Turkey,1,2014,3,31,9.53,9.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,143,Ocellated Turkey,1,2014,3,31,10.54,10.5,,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,128,Ocellated Turkey,1,2014,4,1,5.55,5.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,147,Ocellated Turkey,1,2014,4,1,6.23,6,,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,131,Ocellated Turkey,1,2014,4,2,9.44,9.5,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,133,Ocellated Turkey,1,2014,4,2,3.11,3,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,159,Ocellated Turkey,1,2014,4,2,9.22,9,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,161,Ocellated Turkey,1,2014,4,2,15.34,15.5,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,170,Ocellated Turkey,1,2014,4,5,14.38,14.5,female,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,137,Ocellated Turkey,1,2014,4,6,8.19,8,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,142,Ocellated Turkey,1,2014,4,6,11.53,11.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,201,Ocellated Turkey,1,2014,4,6,7.21,7,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,203,Ocellated Turkey,1,2014,4,6,14.36,14.5,female,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,145,Ocellated Turkey,1,2014,4,7,7.36,7.5,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,152,Ocellated Turkey,1,2014,4,7,1.36,1.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,211,Ocellated Turkey,1,2014,4,7,7.17,7,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,216,Ocellated Turkey,1,2014,4,7,15.18,15,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,218,Ocellated Turkey,1,2014,4,8,15.23,15,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,221,Ocellated Turkey,1,2014,4,8,16.54,16.5,male,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,157,Ocellated Turkey,1,2014,4,9,9.2,9,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,228,Ocellated Turkey,1,2014,4,9,8.29,8,female,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,161,Ocellated Turkey,1,2014,4,10,1.24,1,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,234,Ocellated Turkey,1,2014,4,10,15.08,15,male,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,163,Ocellated Turkey,1,2014,4,11,8.43,8.5,male,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,168,Ocellated Turkey,1,2014,4,11,3.51,3.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,246,Ocellated Turkey,1,2014,4,11,8.24,8,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,250,Ocellated Turkey,1,2014,4,11,16.07,16,,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,172,Ocellated Turkey,1,2014,4,12,7.01,7,male,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,178,Ocellated Turkey,1,2014,4,12,2.36,2.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,256,Ocellated Turkey,1,2014,4,12,6.43,6.5,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,267,Ocellated Turkey,1,2014,4,12,10.4,10.5,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,270,Ocellated Turkey,1,2014,4,12,14.53,14.5,male,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,181,Ocellated Turkey,1,2014,4,13,7.42,7.5,male,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,184,Ocellated Turkey,1,2014,4,13,8.27,8,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,271,Ocellated Turkey,1,2014,4,13,7.25,7,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,275,Ocellated Turkey,1,2014,4,14,14.1,14,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,288,Ocellated Turkey,1,2014,4,15,6.54,6.5,,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,199,Ocellated Turkey,1,2014,4,16,7.24,7,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,202,Ocellated Turkey,1,2014,4,16,13.3,13.5,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,205,Ocellated Turkey,1,2014,4,16,15.59,15.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,312,Ocellated Turkey,1,2014,4,16,7.41,7.5,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,314,Ocellated Turkey,1,2014,4,16,13.13,13,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,318,Ocellated Turkey,1,2014,4,16,16.15,16,male,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,208,Ocellated Turkey,1,2014,4,17,7.16,7,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,211,Ocellated Turkey,1,2014,4,17,11.35,11.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,335,Ocellated Turkey,1,2014,4,17,6.54,6.5,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,363,Ocellated Turkey,1,2014,4,17,11.56,11.56,male,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,229,Ocellated Turkey,1,2014,4,18,9.44,9.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,423,Ocellated Turkey,1,2014,4,18,9.27,9,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,429,Ocellated Turkey,1,2014,4,18,16.11,16,,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,240,Ocellated Turkey,1,2014,4,19,15.25,15,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,243,Ocellated Turkey,1,2014,4,20,11.45,11.5,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,256,Ocellated Turkey,1,2014,4,21,3.22,3,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,259,Ocellated Turkey,1,2014,4,21,4.18,4,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,16,Ocellated Turkey,1,2014,4,23,17,17,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,21,Ocellated Turkey,1,2014,4,23,17.04,17,male,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,41,Ocellated Turkey,1,2014,4,24,8.27,8,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,35,Ocellated Turkey,1,2014,4,24,8.41,8.5,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,43,Ocellated Turkey,1,2014,4,24,16.38,16.5,female,Bushnell,,,,
Yalbac411B,411,B,283544,1931474,30,Ocellated Turkey,1,2014,4,24,9.06,9,male,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,39,Ocellated Turkey,1,2014,4,24,10.35,10.5,,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,65,Ocellated Turkey,1,2014,4,24,16.15,16,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,60,Ocellated Turkey,1,2014,4,25,7.51,7.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,91,Ocellated Turkey,1,2014,4,25,16.29,16,male,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,49,Ocellated Turkey,1,2014,4,25,9.4,9.5,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,56,Ocellated Turkey,1,2014,4,25,11.09,11,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,65,Ocellated Turkey,1,2014,4,25,17.18,17,male,Bushnell,,,,
Yalbac411B,411,B,283544,1931474,92,Ocellated Turkey,1,2014,4,25,14.1,14,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,95,Ocellated Turkey,1,2014,4,26,5.54,5.5,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,101,Ocellated Turkey,1,2014,4,26,9.28,9,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,111,Ocellated Turkey,1,2014,4,26,5.09,5,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,77,Ocellated Turkey,1,2014,4,26,6.49,6.49,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,86,Ocellated Turkey,1,2014,4,26,10,10,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,97,Ocellated Turkey,1,2014,4,26,11.23,11,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,101,Ocellated Turkey,1,2014,4,26,15.52,15.5,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,106,Ocellated Turkey,1,2014,4,26,17.46,17.5,,Bushnell,,,,
Yalbac411B,411,B,283544,1931474,95,Ocellated Turkey,1,2014,4,26,6.03,6,male,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,107,Ocellated Turkey,1,2014,4,26,9.42,9.5,,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,39,Ocellated Turkey,1,2014,4,26,9.04,9,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,118,Ocellated Turkey,1,2014,4,27,16.42,16.5,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,217,Ocellated Turkey,1,2014,4,27,5.53,5.53,,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,223,Ocellated Turkey,1,2014,4,27,11.08,11,,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,242,Ocellated Turkey,1,2014,4,27,14.33,14.5,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,122,Ocellated Turkey,1,2014,4,28,5.53,5.5,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,133,Ocellated Turkey,1,2014,4,29,16.35,16.5,male,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,205,Ocellated Turkey,1,2014,4,29,6.21,6,,Bushnell,,,,
Yalbac411B,411,B,283544,1931474,302,Ocellated Turkey,1,2014,4,29,5.43,5.5,,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,78,Ocellated Turkey,1,2014,4,29,11.46,11.5,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,137,Ocellated Turkey,1,2014,4,30,6.21,6,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,143,Ocellated Turkey,1,2014,4,30,15.43,15.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,148,Ocellated Turkey,1,2014,4,30,17.15,17,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,246,Ocellated Turkey,1,2014,4,30,6.19,6,male,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,157,Ocellated Turkey,1,2014,5,1,6.52,6.5,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,168,Ocellated Turkey,2,2014,5,2,15.19,15,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,175,Ocellated Turkey,1,2014,5,2,16.04,16,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,327,Ocellated Turkey,1,2014,5,2,6.45,6.5,,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,339,Ocellated Turkey,1,2014,5,2,13.5,13.5,male,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,340,Ocellated Turkey,1,2014,5,2,17.16,17,,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,126,Ocellated Turkey,1,2014,5,2,16.33,16.5,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,199,Ocellated Turkey,1,2014,5,3,8.08,8,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,212,Ocellated Turkey,1,2014,5,3,11.07,11,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,354,Ocellated Turkey,1,2014,5,3,7.02,7,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,218,Ocellated Turkey,1,2014,5,4,8.59,8.5,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,220,Ocellated Turkey,1,2014,5,4,16.59,16.5,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,367,Ocellated Turkey,1,2014,5,4,9,9,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,242,Ocellated Turkey,1,2014,5,5,12,12,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,244,Ocellated Turkey,1,2014,5,5,17.29,17,,Moultrie,,,,
Yalbac408B,408,B,284005,1935106,57,Ocellated Turkey,1,2014,5,5,9.32,9.5,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,259,Ocellated Turkey,1,2014,5,6,17.06,17,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,323,Ocellated Turkey,1,2014,5,6,8.37,8.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,326,Ocellated Turkey,1,2014,5,6,9.36,9.5,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,330,Ocellated Turkey,1,2014,5,6,12.39,12.5,male,Bushnell,,,,
Yalbac412B,412,B,283420,1931719,182,Ocellated Turkey,1,2014,5,6,13.17,13,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,263,Ocellated Turkey,1,2014,5,7,7.42,7.5,,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,266,Ocellated Turkey,1,2014,5,7,17.1,17,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,340,Ocellated Turkey,1,2014,5,7,5.22,5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,358,Ocellated Turkey,1,2014,5,8,6.45,6.5,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,364,Ocellated Turkey,1,2014,5,8,14.39,14.5,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,370,Ocellated Turkey,1,2014,5,8,16.21,16,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,400,Ocellated Turkey,1,2014,5,12,15.39,15.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,413,Ocellated Turkey,1,2014,5,13,16.44,16.5,,Bushnell,,,,
Yalbac411B,411,B,283544,1931474,840,Ocellated Turkey,1,2014,5,15,8.39,8.5,male,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,305,Ocellated Turkey,1,2014,5,16,7.2,7.5,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,847,Ocellated Turkey,1,2014,5,16,15.19,15,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,317,Ocellated Turkey,1,2014,5,18,10.55,10.5,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,984,Ocellated Turkey,1,2014,5,19,14.46,14.5,,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,991,Ocellated Turkey,2,2014,5,19,15.13,15,1 chick 1 adult,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,1006,Ocellated Turkey,1,2014,5,19,15.34,15.5,male,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,326,Ocellated Turkey,1,2014,5,20,15.44,115.5,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,1016,Ocellated Turkey,3,2014,5,20,6.57,6.5,2 chicks and 1 adults,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,1023,Ocellated Turkey,1,2014,5,21,8.08,8,,HCO ScoutGuard,,,,
Yalbac408B,408,B,284005,1935106,101,Ocellated Turkey,1,2014,5,22,5.35,5.5,male,HCO ScoutGuard,,,,
Yalbac408B,408,B,284005,1935106,104,Ocellated Turkey,1,2014,5,22,9.4,9.5,,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,1093,Ocellated Turkey,1,2014,5,23,16.51,16.5,male,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,255,Ocellated Turkey,1,2014,5,23,13.26,13,,HCO ScoutGuard,,,,
Yalbac406B,406,B,283558,1934171,749,Ocellated Turkey,1,2014,5,24,7.21,7,,Bushnell,,,,
Yalbac412B,412,B,283420,1931719,266,Ocellated Turkey,3,2014,5,24,13.01,13,2 chicks 1 adult,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,337,Ocellated Turkey,1,2014,5,26,8.54,8.5,male,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,773,Ocellated Turkey,1,2014,5,26,10.15,10,,Bushnell,,,,
Yalbac411B,411,B,283544,1931474,1154,Ocellated Turkey,1,2014,5,26,6.2,6,,HCO ScoutGuard,,,,
Yalbac406B,406,B,283558,1934171,804,Ocellated Turkey,1,2014,5,27,9.42,9.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,809,Ocellated Turkey,1,2014,5,27,16.46,16.5,,Bushnell,,,,
Yalbac411B,411,B,283544,1931474,1209,Ocellated Turkey,1,2014,5,27,6.55,6.5,,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,4,Ocellated Turkey,1,2014,5,28,17.27,17,,Moultrie,,,,
Yalbac413C,413,C,302854,1927594,61,Ocellated Turkey,1,2014,5,28,12.48,12.5,,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,10,Ocellated Turkey,1,2014,5,29,6.57,6.5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,4,Ocellated Turkey,1,2014,5,29,5.24,5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,11,Ocellated Turkey,1,2014,5,30,18.12,18,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,13,Ocellated Turkey,1,2014,5,31,5.29,5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,30,Ocellated Turkey,1,2014,5,31,15.53,15.5,,Moultrie,,,,
Yalbac403C,403,C,290976,1926510,9,Ocellated Turkey,1,2014,6,1,13.24,13,,Bushnell,,,,
Yalbac410C,410,C,286612,1934360,37,Ocellated Turkey,1,2014,6,1,7.48,7.5,male,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,40,Ocellated Turkey,1,2014,6,2,13.22,13,,Moultrie,,,,
Yalbac413C,413,C,302854,1927594,143,Ocellated Turkey,2,2014,6,2,8.08,8,1 chick 1 adult,Bushnell,,,,
Yalbac413C,413,C,302854,1927594,148,Ocellated Turkey,1,2014,6,2,15.53,15.5,,Bushnell,,,,
Yalbac410C,410,C,286612,1934360,64,Ocellated Turkey,1,2014,6,3,7.06,7,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,79,Ocellated Turkey,1,2014,6,3,7.27,7,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,54,Ocellated Turkey,1,2014,6,4,7.37,7.5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,84,Ocellated Turkey,1,2014,6,4,18.07,18,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,91,Ocellated Turkey,1,2014,6,5,6.27,6,male,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,112,Ocellated Turkey,2,2014,6,5,6.56,6.5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,16,Ocellated Turkey,1,2014,6,6,15.48,15.5,male,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,77,Ocellated Turkey,1,2014,6,7,5.04,5,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,46,Ocellated Turkey,1,2014,6,7,5.57,5.5,,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,57,Ocellated Turkey,1,2014,6,7,12.58,12.5,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,19,Ocellated Turkey,1,2014,6,7,6.31,6.5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,22,Ocellated Turkey,1,2014,6,7,12.42,12.5,male,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,26,Ocellated Turkey,1,2014,6,7,17.16,17,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,82,Ocellated Turkey,1,2014,6,8,7.05,1,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,58,Ocellated Turkey,1,2014,6,8,6.19,6,,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,67,Ocellated Turkey,1,2014,6,8,18.17,18,,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,133,Ocellated Turkey,4,2014,6,8,12.36,12.5,3 chick and one adult,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,34,Ocellated Turkey,1,2014,6,8,6.35,6.5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,40,Ocellated Turkey,1,2014,6,8,17.51,17.5,,Moultrie,,,,
Yalbac411C,411,C,283393,1933215,64,Ocellated Turkey,5,2014,6,8,13.04,13,4 chichs and 1 adult,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,90,Ocellated Turkey,1,2014,6,9,6.45,6.5,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,91,Ocellated Turkey,1,2014,6,9,10.29,10,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,74,Ocellated Turkey,1,2014,6,9,11.41,11.5,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,46,Ocellated Turkey,1,2014,6,9,15.11,15,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,76,Ocellated Turkey,1,2014,6,10,7.26,7,,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,79,Ocellated Turkey,1,2014,6,10,12.06,12,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,52,Ocellated Turkey,1,2014,6,10,7.35,7.5,male,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,104,Ocellated Turkey,1,2014,6,11,16.51,16.5,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,82,Ocellated Turkey,1,2014,6,11,17.27,17,,Bushnell,,,,
Yalbac404C,404,C,304607,1927908,89,Ocellated Turkey,6,2014,6,12,15.23,15,5 chicks 1 adult,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,106,Ocellated Turkey,1,2014,6,12,8.04,8,,Moultrie,,,,
Yalbac406C,406,C,283359,1934195,78,Ocellated Turkey,1,2014,6,12,14.25,12,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,86,Ocellated Turkey,1,2014,6,12,14.45,14.5,male,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,96,Ocellated Turkey,1,2014,6,12,17.35,17.5,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,67,Ocellated Turkey,1,2014,6,12,15.51,15.5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,166,Ocellated Turkey,1,2014,6,12,5.53,5.5,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,125,Ocellated Turkey,1,2014,6,13,12.4,12.5,male,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,127,Ocellated Turkey,1,2014,6,13,15.17,15,,Moultrie,,,,
Yalbac406C,406,C,283359,1934195,99,Ocellated Turkey,1,2014,6,13,10.22,10,male,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,88,Ocellated Turkey,1,2014,6,13,14.37,14.5,,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,131,Ocellated Turkey,1,2014,6,14,5.46,5.5,,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,159,Ocellated Turkey,1,2014,6,14,11.22,11,,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,73,Ocellated Turkey,1,2014,6,14,5.48,5.5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,76,Ocellated Turkey,1,2014,6,14,13.58,13.5,male,Moultrie,,,,
Yalbac411C,411,C,283393,1933215,78,Ocellated Turkey,1,2014,6,14,12.32,12.5,,HCO ScoutGuard,,,,
Yalbac407C,407,C,287745,1932109,100,Ocellated Turkey,1,2014,6,15,17.56,17.5,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,85,Ocellated Turkey,1,2014,6,15,5.55,5.5,male,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,91,Ocellated Turkey,1,2014,6,15,16.42,16.5,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,106,Ocellated Turkey,1,2014,6,16,8.17,8,,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,110,Ocellated Turkey,1,2014,6,16,18.29,18,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,94,Ocellated Turkey,1,2014,6,16,7.56,7.5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,106,Ocellated Turkey,1,2014,6,16,12.46,12.5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,109,Ocellated Turkey,1,2014,6,16,16.06,16,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,140,Ocellated Turkey,1,2014,6,17,18.03,18,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,112,Ocellated Turkey,1,2014,6,17,11.18,11,,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,177,Ocellated Turkey,2,2014,6,17,17.17,17,,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,118,Ocellated Turkey,1,2014,6,17,11.42,11.5,,Moultrie,,,,
Yalbac411C,411,C,283393,1933215,87,Ocellated Turkey,1,2014,6,17,16.54,16.5,,HCO ScoutGuard,,,,
Yalbac407C,407,C,287745,1932109,124,Ocellated Turkey,1,2014,6,18,17.15,17,,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,151,Ocellated Turkey,1,2014,6,19,10.3,10.5,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,131,Ocellated Turkey,1,2014,6,19,11.34,11.5,,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,180,Ocellated Turkey,2,2014,6,19,11.19,11,,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,184,Ocellated Turkey,1,2014,6,19,14.58,14.5,,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,123,Ocellated Turkey,1,2014,6,19,11.52,11.5,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,166,Ocellated Turkey,1,2014,6,20,15.38,15.5,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,170,Ocellated Turkey,1,2014,6,20,17.14,17,,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,194,Ocellated Turkey,2,2014,6,20,13.51,13.5,,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,184,Ocellated Turkey,1,2014,6,20,5.37,5.5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,187,Ocellated Turkey,1,2014,6,20,10.59,10.5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,190,Ocellated Turkey,2,2014,6,20,12.09,12,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,178,Ocellated Turkey,1,2014,6,21,13.15,13,,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,212,Ocellated Turkey,1,2014,6,21,12.47,12.5,male,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,119,Ocellated Turkey,1,2014,6,21,12.22,12,,HCO ScoutGuard,,,,
Yalbac407C,407,C,287745,1932109,143,Ocellated Turkey,1,2014,6,22,14.33,14.5,,Bushnell,,,,
