Location,Camera,Easting,Northing,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,,Location,Logging,,
,809D,290096,1941263,809,d,258,Common Opossum,1,,6,12,0.20,,bushnell,809D,Laguna Seca,yes,,
,813E,290559,1941411,813,e,10,Common Opossum,1,,6,28,22.47,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,58,Common Opossum,1,,7,5,0.40,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,61,Common Opossum,1,,7,5,1.57,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,79,Common Opossum,1,,7,8,3.36,,bushnell,813E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,124,Common Opossum,1,,7,31,0.24,,bushnell,805E,Yalbac,yes,,
,814E,291291,1941517,814,e,728,Common Opossum,1,,9,1,21.40,,bushnell,814E,Laguna Seca,yes,,
,807G,288218,1957304,807,g,5,Common Opossum,1,,11,19,21.16,,bushnell,807G,Yalbac,yes,,
,807G,288218,1957304,807,g,37,Common Opossum,1,,11,27,19.51,,bushnell,807G,Yalbac,yes,,
,803G,287359,1957524,803,g,403,Common Opossum,1,,12,22,23.23,,bushnell,803G,Yalbac,yes,,
,804G,285989,1954514,804,g,406,Common Opossum,1,,12,25,20.52,,bushnell,804G,Yalbac,yes,,
,811A,292245,1941778,811,a,70,Crested guan,1,,1,16,13.10,,bushnell,811A,Laguna Seca,yes,,
,809B,290308,1941220,809,b,13,Crested guan,2,,3,7,9.06,,bushnell,809B,Laguna Seca,yes,,
,807C,293761,1956731,807,c,5,Crested guan,3,,4,26,6.59,"2 adults, 1 chick",bushnell,807C,Yalbac,yes,,
,807C,293761,1956731,807,c,174,Crested guan,2,,5,17,6.29,,bushnell,807C,Yalbac,yes,,
,807C,293761,1956731,807,c,185,Crested guan,1,,5,20,7.24,,bushnell,807C,Yalbac,yes,,
,809C,290470,1941089,809,c,382,Crested guan,2,,5,19,17.43,,bushnell,809C,Laguna Seca,yes,,
,809D,290096,1941263,809,d,271,Crested guan,2,,6,13,7.46,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,769,Crested guan,1,,6,25,7.53,,bushnell,809D,Laguna Seca,yes,,
,809E,290102,1941262,809,e,241,Crested guan,1,,6,30,16.49,,bushnell,809E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,250,Crested guan,1,,8,13,13.55,,bushnell,805E,Yalbac,yes,,
,805E,286387,1955474,805,e,289,Crested guan,1,,8,19,17.05,,bushnell,805E,Yalbac,yes,,
,803F,287367,1957733,803,f,241,Crested guan,3,,10,8,14.31,,bushnell,803F,Yalbac,yes,,
,803G,287359,1957524,803,g,235,Crested guan,1,,12,7,12.46,,bushnell,803G,Yalbac,yes,,
,809A,290302,1941208,809,a,4,Gray fox,1,,1,3,5.16,,bushnell,809A,Laguna Seca,yes,,
,809A,290302,1941208,809,a,16,Gray fox,1,,1,5,9.15,,bushnell,809A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,43,Gray fox,1,,1,11,5.47,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,58,Gray fox,1,,1,15,5.07,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,73,Gray fox,1,,1,19,5.25,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,124,Gray fox,1,,1,21,19.18,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,320,Gray fox,1,,2,4,12.31,,bushnell,811A,Laguna Seca,yes,,
,801A,292707,1955722,801,a,5112,Gray fox,1,2018,3,4,13.06,,Moultrie,801A,Yalbac,yes,,
,809B,290308,1941220,809,b,19,Gray fox,1,,3,9,4.50,,bushnell,809B,Laguna Seca,yes,,
,809B,290308,1941220,809,b,67,Gray fox,1,,3,23,23.59,,bushnell,809B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,1447,Gray fox,1,,4,19,22.01,,bushnell,811B,Laguna Seca,yes,,
,803C,293726,1956084,803,c,19,Gray fox,1,,4,22,4.53,,bushnell,803C,Yalbac,yes,,
,813C,293930,1941444,813,c,19,Gray fox,1,,4,21,7.31,,bushnell,813C,Laguna Seca,yes,,
,803C,293726,1956084,803,c,28,Gray fox,1,,4,22,16.30,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,34,Gray fox,1,,4,23,5.23,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,40,Gray fox,1,,4,23,19.44,,bushnell,803C,Yalbac,yes,,
,807C,293761,1956731,807,c,49,Gray fox,1,,5,4,0.28,,bushnell,807C,Yalbac,yes,,
,803C,293726,1956084,803,c,50,Gray fox,1,,4,26,1.54,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,53,Gray fox,1,,4,26,2.44,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,56,Gray fox,1,,4,27,10.45,,bushnell,803C,Yalbac,yes,,
,813C,293930,1941444,813,c,64,Gray fox,1,,5,10,14.19,,bushnell,813C,Laguna Seca,yes,,
,803C,293726,1956084,803,c,92,Gray fox,1,,5,14,10.44,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,110,Gray fox,1,,5,14,15.21,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,113,Gray fox,1,,5,14,16.22,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,122,Gray fox,1,,5,14,18.49,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,131,Gray fox,1,,5,15,10.12,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,171,Gray fox,1,,5,16,13.10,dustbath,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,173,Gray fox,1,,5,16,13.48,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,227,Gray fox,1,,5,20,14.41,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,236,Gray fox,1,,5,21,20.29,,bushnell,803C,Yalbac,yes,,
,809C,290470,1941089,809,c,286,Gray fox,1,,5,11,1.17,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,412,Gray fox,2,,5,22,10.32,,bushnell,809C,Laguna Seca,yes,,
,813D,290557,1941423,813,d,31,Gray fox,1,,5,27,19.43,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,34,Gray fox,1,,5,27,21.08,,bushnell,813D,Laguna Seca,yes,,
,805D,286384,1955478,805,d,61,Gray fox,1,,6,12,5.58,,bushnell,805D,Yalbac,yes,,
,805D,286384,1955478,805,d,67,Gray fox,1,,6,16,6.38,,bushnell,805D,Yalbac,yes,,
,813D,290557,1941423,813,d,67,Gray fox,1,,5,29,9.23,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,73,Gray fox,1,,5,30,3.55,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,76,Gray fox,1,,5,31,2.20,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,82,Gray fox,1,,5,31,3.08,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,100,Gray fox,1,,6,1,22.49,,bushnell,813D,Laguna Seca,yes,,
,805D,286384,1955478,805,d,115,Gray fox,1,,6,24,14.28,poepie doen,bushnell,805D,Yalbac,yes,,
,813D,290557,1941423,813,d,148,Gray fox,1,,6,9,1.43,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,157,Gray fox,1,,6,10,0.20,,bushnell,813D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,163,Gray fox,2,,6,7,3.20,,bushnell,809D,Laguna Seca,yes,,
,804D,286002,1954720,804,d,173,Gray fox,1,,6,24,4.32,,bushnell,804D,Yalbac,yes,,
,813D,290557,1941423,813,d,223,Gray fox,1,,6,19,3.33,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,238,Gray fox,1,,6,23,22.47,,bushnell,813D,Laguna Seca,yes,,
,813E,290559,1941411,813,e,13,Gray fox,1,,6,30,4.17,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,22,Gray fox,1,,7,1,3.37,,bushnell,813E,Laguna Seca,yes,,
,803E,293978,1956571,803,e,25,Gray fox,1,,7,13,10.58,,bushnell,803E,Yalbac,yes,,
,813E,290559,1941411,813,e,31,Gray fox,1,,7,2,22.38,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,34,Gray fox,1,,7,3,1.54,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,40,Gray fox,1,,7,3,20.04,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,52,Gray fox,1,,7,4,4.30,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,73,Gray fox,1,,7,7,3.54,,bushnell,813E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,91,Gray fox,1,,7,18,9.09,,bushnell,805E,Yalbac,yes,,
,813E,290559,1941411,813,e,109,Gray fox,1,,7,10,3.51,,bushnell,813E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,121,Gray fox,1,,7,9,10.07,,bushnell,814E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,154,Gray fox,1,,7,18,0.30,,bushnell,813E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,241,Gray fox,2,,8,13,9.02,,bushnell,805E,Yalbac,yes,,
,814E,291291,1941517,814,e,269,Gray fox,1,,7,20,20.27,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,316,Gray fox,1,,7,25,2.00,,bushnell,814E,Laguna Seca,yes,,
,809E,290102,1941262,809,e,378,Gray fox,1,,7,3,19.58,,bushnell,809E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,392,Gray fox,1,,7,31,3.34,,bushnell,814E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,729,Gray fox,2,,7,15,10.09,,bushnell,804E,Yalbac,yes,,
,803F,287367,1957733,803,f,52,Gray fox,1,,9,14,9.41,,bushnell,803F,Yalbac,yes,,
,804F,286001,1954723,804,f,89,Gray fox,1,,9,16,15.10,,bushnell,804F,Yalbac,yes,,
,804F,286001,1954723,804,f,113,Gray fox,1,,9,17,20.25,,bushnell,804F,Yalbac,yes,,
,804F,286001,1954723,804,f,117,Gray fox,1,,9,17,20.47,,bushnell,804F,Yalbac,yes,,
,804F,286001,1954723,804,f,125,Gray fox,1,,9,18,4.45,,bushnell,804F,Yalbac,yes,,
,803F,287367,1957733,803,f,238,Gray fox,1,,10,8,12.25,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,545,Gray fox,1,,11,5,8.54,,bushnell,803F,Yalbac,yes,,
,802F,288642,1957201,802,f,11010217,Gray fox,1,2018,11,1,11.22,,bushnell,802F,Yalbac,yes,,
,807G,288218,1957304,807,g,49,Gray fox,1,,12,5,13.38,,bushnell,807G,Yalbac,yes,,
,807G,288218,1957304,807,g,73,Gray fox,1,,12,14,12.16,,bushnell,807G,Yalbac,yes,,
,804G,285989,1954514,804,g,93,Gray fox,1,,11,26,9.44,,bushnell,804G,Yalbac,yes,,
,807G,288218,1957304,807,g,101,Gray fox,1,,12,25,5.04,,bushnell,807G,Yalbac,yes,,
,804G,285989,1954514,804,g,105,Gray fox,1,,11,26,17.52,,bushnell,804G,Yalbac,yes,,
,807G,288218,1957304,807,g,113,Gray fox,2,,12,26,10.24,,bushnell,807G,Yalbac,yes,,
,803G,287359,1957524,803,g,145,Gray fox,2,,11,30,9.50,,bushnell,803G,Yalbac,yes,,
,804G,285989,1954514,804,g,157,Gray fox,1,,12,3,5.32,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,165,Gray fox,1,,12,4,8.38,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,173,Gray fox,1,,12,5,11.28,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,209,Gray fox,1,,12,9,10.04,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,237,Gray fox,1,,12,12,8.56,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,245,Gray fox,1,,12,12,14.09,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,261,Gray fox,1,,12,15,5.48,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,269,Gray fox,1,,12,16,18.13,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,281,Gray fox,1,,12,19,5.11,,bushnell,804G,Yalbac,yes,,
,803G,287359,1957524,803,g,283,Gray fox,1,,12,13,12.23,,bushnell,803G,Yalbac,yes,,
,804G,285989,1954514,804,g,285,Gray fox,1,,12,19,13.45,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,293,Gray fox,1,,12,19,18.02,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,297,Gray fox,1,,12,19,23.24,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,301,Gray fox,1,,12,19,23.58,,bushnell,804G,Yalbac,yes,,
,803G,287359,1957524,803,g,304,Gray fox,1,,12,16,6.20,,bushnell,803G,Yalbac,yes,,
,804G,285989,1954514,804,g,309,Gray fox,1,,12,20,9.37,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,329,Gray fox,1,,12,22,4.18,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,337,Gray fox,1,,12,22,7.09,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,341,Gray fox,1,,12,22,11.05,,bushnell,804G,Yalbac,yes,,
,803G,287359,1957524,803,g,346,Gray fox,1,,12,19,0.30,,bushnell,803G,Yalbac,yes,,
,804G,285989,1954514,804,g,349,Gray fox,1,,12,23,5.44,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,361,Gray fox,1,,12,23,11.04,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,365,Gray fox,1,,12,24,1.59,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,377,Gray fox,1,,12,24,11.42,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,381,Gray fox,1,,12,24,17.32,,bushnell,804G,Yalbac,yes,,
,803G,287359,1957524,803,g,382,Gray fox,1,,12,22,6.00,,bushnell,803G,Yalbac,yes,,
,804G,285989,1954514,804,g,385,Gray fox,1,,12,24,23.42,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,389,Gray fox,1,,12,25,1.44,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,397,Gray fox,1,,12,25,15.36,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,401,Gray fox,1,,12,25,18.12,,bushnell,804G,Yalbac,yes,,
,805G,286387,1955277,805,g,403,Gray fox,1,,12,17,14.09,,bushnell,805G,Yalbac,yes,,
,804G,285989,1954514,804,g,417,Gray fox,1,,12,26,8.04,,bushnell,804G,Yalbac,yes,,
,804G,285989,1954514,804,g,421,Gray fox,1,,12,27,5.28,,bushnell,804G,Yalbac,yes,,
,814B,289938,1941186,814,b,33,Gray-headed Dove,1,,3,6,8.39,,bushnell,814B,Laguna Seca,yes,,
,813D,290557,1941423,813,d,103,Gray-headed Dove,1,,6,2,7.50,,bushnell,813D,Laguna Seca,yes,,
,803E,293978,1956571,803,e,13,Gray-headed Dove,1,,7,13,6.04,,bushnell,803E,Yalbac,yes,,
,803E,293978,1956571,803,e,36,Gray-headed Dove,1,,7,16,5.45,,bushnell,803E,Yalbac,yes,,
,803E,293978,1956571,803,e,43,Gray-headed Dove,1,,7,22,6.04,,bushnell,803E,Yalbac,yes,,
,803E,293978,1956571,803,e,52,Gray-headed Dove,1,,8,1,6.47,,bushnell,803E,Yalbac,yes,,
,814E,291291,1941517,814,e,560,Gray-headed Dove,1,,8,13,6.06,,bushnell,814E,Laguna Seca,yes,,
,807G,288218,1957304,807,g,21,Gray-headed Dove,2,,11,25,8.13,,bushnell,807G,Yalbac,yes,,
,807G,288218,1957304,807,g,109,Gray-headed Dove,1,,12,25,15.35,,bushnell,807G,Yalbac,yes,,
,809A,290302,1941208,809,a,13,Great Curassow,1,,1,4,6.23,,bushnell,809A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,20,Great Curassow,1,,1,7,10.48,,bushnell,811A,Laguna Seca,yes,,
,809A,290302,1941208,809,a,25,Great Curassow,1,,1,5,17.22,,bushnell,809A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,25,Great Curassow,1,,1,8,13.53,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,28,Great Curassow,1,,1,9,6.22,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,31,Great Curassow,1,,1,9,7.20,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,34,Great Curassow,1,,1,9,11.14,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,46,Great Curassow,1,,1,11,8.57,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,49,Great Curassow,2,,1,14,6.32,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,64,Great Curassow,1,,1,16,7.57,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,76,Great Curassow,1,,1,19,10.48,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,88,Great Curassow,1,,1,20,7.48,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,97,Great Curassow,1,,1,20,8.28,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,100,Great Curassow,1,,1,20,10.08,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,103,Great Curassow,1,,1,21,7.29,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,352,Great Curassow,2,,2,6,6.43,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,385,Great Curassow,1,,2,7,7.33,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,406,Great Curassow,1,,2,8,7.31,,bushnell,811A,Laguna Seca,yes,,
,811A,292245,1941778,811,a,430,Great Curassow,1,,2,10,10.47,,bushnell,811A,Laguna Seca,yes,,
,801A,292707,1955722,801,a,4995,Great Curassow,1,2018,1,24,6.11,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,5014,Great Curassow,1,2018,1,24,6.51,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,5019,Great Curassow,2,2018,1,24,7.03,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,5043,Great Curassow,3,2018,2,8,6.08,,Moultrie,801A,Yalbac,yes,,
,809B,290308,1941220,809,b,46,Great Curassow,1,,3,16,7.45,,bushnell,809B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,70,Great Curassow,1,,3,8,9.50,,bushnell,811B,Laguna Seca,yes,,
,814B,289938,1941186,814,b,221,Great Curassow,1,,3,25,7.56,,bushnell,814B,Laguna Seca,yes,,
,814B,289938,1941186,814,b,329,Great Curassow,1,,4,8,8.35,,bushnell,814B,Laguna Seca,yes,,
,814B,289938,1941186,814,b,345,Great Curassow,1,,4,12,12.37,,bushnell,814B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,863,Great Curassow,1,,3,29,15.45,,bushnell,811B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,886,Great Curassow,1,,3,31,7.18,,bushnell,811B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,1030,Great Curassow,1,,4,8,8.53,,bushnell,811B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,1033,Great Curassow,1,,4,9,7.59,,bushnell,811B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,1256,Great Curassow,1,,4,15,11.08,,bushnell,811B,Laguna Seca,yes,,
,805C,293772,1956551,805,c,13,Great Curassow,1,,4,27,5.39,,bushnell,805C,Yalbac,yes,,
,807C,293761,1956731,807,c,21,Great Curassow,1,,4,26,12.57,,bushnell,807C,Yalbac,yes,,
,803C,293726,1956084,803,c,31,Great Curassow,1,,4,22,16.50,,bushnell,803C,Yalbac,yes,,
,803C,293726,1956084,803,c,37,Great Curassow,1,,4,23,7.56,,bushnell,803C,Yalbac,yes,,
,805C,293772,1956551,805,c,37,Great Curassow,1,,5,5,9.03,,bushnell,805C,Yalbac,yes,,
,807C,293761,1956731,807,c,57,Great Curassow,2,,5,7,7.16,,bushnell,807C,Yalbac,yes,,
,807C,293761,1956731,807,c,93,Great Curassow,1,,5,8,5.42,,bushnell,807C,Yalbac,yes,,
,809C,290470,1941089,809,c,94,Great Curassow,1,,4,25,8.41,,bushnell,809C,Laguna Seca,yes,,
,807C,293761,1956731,807,c,105,Great Curassow,3,,5,8,9.02,,bushnell,807C,Yalbac,yes,,
,809C,290470,1941089,809,c,109,Great Curassow,1,,4,25,18.22,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,112,Great Curassow,1,,4,26,5.29,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,127,Great Curassow,1,,4,27,16.35,,bushnell,809C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,132,Great Curassow,2,,4,29,7.33,,bushnell,814C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,133,Great Curassow,1,,4,28,5.27,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,142,Great Curassow,1,,4,29,8.03,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,151,Great Curassow,1,,5,1,6.57,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,157,Great Curassow,1,,5,1,9.00,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,166,Great Curassow,1,,5,2,7.16,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,175,Great Curassow,1,,5,3,18.23,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,187,Great Curassow,1,,5,3,17.37,,bushnell,809C,Laguna Seca,yes,,
,807C,293761,1956731,807,c,189,Great Curassow,1,,5,21,8.25,,bushnell,807C,Yalbac,yes,,
,807C,293761,1956731,807,c,193,Great Curassow,1,,5,22,20.45,,bushnell,807C,Yalbac,yes,,
,809C,290470,1941089,809,c,217,Great Curassow,2,,5,6,6.45,,bushnell,809C,Laguna Seca,yes,,
,803C,293726,1956084,803,c,239,Great Curassow,1,,5,22,8.47,,bushnell,803C,Yalbac,yes,,
,809C,290470,1941089,809,c,256,Great Curassow,1,,5,8,7.20,,bushnell,809C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,308,Great Curassow,2,,5,13,7.55,,bushnell,814C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,340,Great Curassow,1,,5,15,6.20,,bushnell,814C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,380,Great Curassow,1,,5,17,9.23,,bushnell,814C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,394,Great Curassow,1,,5,20,18.14,,bushnell,809C,Laguna Seca,yes,,
,802C,288646,1957213,802,c,5040077,Great Curassow,1,2018,5,4,5.26,,bushnell,802C,Yalbac,yes,,
,809D,290096,1941263,809,d,32,Great Curassow,3,,5,26,6.46,,bushnell,809D,Laguna Seca,yes,,
,814D,291294,1941520,814,d,73,Great Curassow,1,,5,28,7.02,,bushnell,814D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,112,Great Curassow,2,,5,29,17.18,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,127,Great Curassow,1,,6,4,7.21,,bushnell,809D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,247,Great Curassow,1,,6,26,8.16,hen (barred color form) + chick,bushnell,813D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,328,Great Curassow,3,,6,14,14.08,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,382,Great Curassow,1,,6,14,14.55,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,391,Great Curassow,4,,6,15,8.48,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,430,Great Curassow,3,,6,15,14.50,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,454,Great Curassow,4,,6,17,6.17,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,493,Great Curassow,3,,6,17,11.53,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,567,Great Curassow,1,,6,18,6.41,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,571,Great Curassow,1,,6,18,7.24,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,595,Great Curassow,3,,6,19,7.51,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,640,Great Curassow,3,,6,19,15.54,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,676,Great Curassow,3,,6,20,5.11,,bushnell,809D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,730,Great Curassow,2,,6,24,6.49,,bushnell,809D,Laguna Seca,yes,,
,809E,290102,1941262,809,e,10,Great Curassow,3,,6,27,15.12,,bushnell,809E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,13,Great Curassow,1,,6,28,13.21,Two chicks,bushnell,814E,Laguna Seca,yes,,
,803E,293978,1956571,803,e,19,Great Curassow,1,,7,13,8.50,,bushnell,803E,Yalbac,yes,,
,803E,293978,1956571,803,e,22,Great Curassow,1,,7,13,10.49,,bushnell,803E,Yalbac,yes,,
,803E,293978,1956571,803,e,37,Great Curassow,1,,7,16,9.45,,bushnell,803E,Yalbac,yes,,
,809E,290102,1941262,809,e,43,Great Curassow,6,,6,27,15.58,,bushnell,809E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,45,Great Curassow,1,,7,3,7.28,,bushnell,804E,Yalbac,yes,,
,804E,286000,1954721,804,e,49,Great Curassow,2,,7,3,7.29,,bushnell,804E,Yalbac,yes,,
,813E,290559,1941411,813,e,64,Great Curassow,1,,7,5,16.36,,bushnell,813E,Laguna Seca,yes,,
,809E,290102,1941262,809,e,115,Great Curassow,7,,6,28,6.02,,bushnell,809E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,190,Great Curassow,1,,8,8,18.22,,bushnell,805E,Yalbac,yes,,
,805E,286387,1955474,805,e,220,Great Curassow,1,,8,11,5.29,,bushnell,805E,Yalbac,yes,,
,809E,290102,1941262,809,e,229,Great Curassow,1,,6,30,7.46,,bushnell,809E,Laguna Seca,yes,,
,809E,290102,1941262,809,e,268,Great Curassow,1,,7,2,6.47,,bushnell,809E,Laguna Seca,yes,,
,809E,290102,1941262,809,e,324,Great Curassow,1,,7,2,16.54,,bushnell,809E,Laguna Seca,yes,,
,809E,290102,1941262,809,e,342,Great Curassow,3,,7,3,6.36,,bushnell,809E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,349,Great Curassow,1,,11,12,9.28,,bushnell,814E,Laguna Seca,yes,,
,803E,293978,1956571,803,e,356,Great Curassow,1,,8,23,14.01,,bushnell,803E,Yalbac,yes,,
,814E,291291,1941517,814,e,357,Great Curassow,1,,11,12,10.48,,bushnell,814E,Laguna Seca,yes,,
,803E,293978,1956571,803,e,359,Great Curassow,1,,8,23,17.51,,bushnell,803E,Yalbac,yes,,
,803E,293978,1956571,803,e,362,Great Curassow,1,,8,24,5.51,,bushnell,803E,Yalbac,yes,,
,814E,291291,1941517,814,e,381,Great Curassow,1,,11,14,11.48,,bushnell,814E,Laguna Seca,yes,,
