Name,mean_ARVI,sd_ARVI,mean_NDVI,sd_NDVI,mean_PRI,sd_PRI,mean_RGRI,sd_RGRI,mean_SIPI,sd_SIPI,mean_SR,sd_SR,mean_ARVI100,sd_ARVI100,mean_NDVI100,sd_NDVI100,mean_PRI100,sd_PRI100,mean_RGRI100,sd_RGRI100,mean_SIPI100,sd_SIPI100,mean_SR100,sd_SR100
412C,0.914325144,0.011183043,0.921140461,0.004109854,0.02549631,0.022477795,0.922351182,0.032430068,1.003901018,0.005287682,24.43315257,1.380113443,0.91517581854,0.01194996022,0.92165270062,0.00507728918,0.02642826630,0.02248849140,0.92771672843,0.03277009197,1.00371014880,0.00509187671,24.63691081200,1.69895125260
412D,0.917746573,0.010186749,0.924848595,0.004130836,0.025822613,0.017206056,0.906196871,0.036558138,1.004033619,0.004499157,25.6958038,1.512452915,0.91739902321,0.01157385149,0.92440117400,0.00456610494,0.02361689066,0.02154403377,0.91629354685,0.03354686374,1.00398934458,0.00505539920,25.55603656710,1.67425025911
412E,0.919496088,0.011869133,0.925537903,0.004442517,0.025767596,0.018675916,0.906536302,0.030816294,1.003442035,0.005230177,25.96025071,1.698578622,0.91874193649,0.01166505327,0.92513898671,0.00460886475,0.02594033301,0.02126193737,0.91466475841,0.03464993274,1.00364320181,0.00506327090,25.82202218780,1.73220169641
413C,0.921444669,0.0076879,0.917373164,0.002224556,0.010123967,0.009582194,0.907754137,0.014118131,0.997707825,0.003735033,23.22270926,0.650346672,0.89292554286,0.11231995466,0.89539490427,0.09092001153,0.00041523105,0.02661884725,0.94582768834,0.15374361350,1.00998897344,0.06041454724,22.13528464880,5.32752475649
413C2,0.923503918,0.009082789,0.919964877,0.003371276,0.01487351,0.014847915,0.903204566,0.020256357,0.998021909,0.004544123,24.0333058,1.053652299,0.92384771764,0.00846504946,0.91986573761,0.00367735687,0.01208216177,0.01340340430,0.90082349512,0.01775692094,0.99776763675,0.00410263218,24.00983063410,1.13021221985
413D,0.923503918,0.009082789,0.919964877,0.003371276,0.01487351,0.014847915,0.903204566,0.020256357,0.998021909,0.004544123,24.0333058,1.053652299,0.92384771764,0.00846504946,0.91986573761,0.00367735687,0.01208216177,0.01340340430,0.90082349512,0.01775692094,0.99776763675,0.00410263218,24.00983063410,1.13021221985
413E,0.923752035,0.008450898,0.919831531,0.003914205,0.012774157,0.012067458,0.909022369,0.017843333,0.99780108,0.004151804,24.00642686,1.209908986,0.92556711692,0.00896846110,0.92053072316,0.00362408769,0.01041512737,0.01217203023,0.90637848372,0.01796315544,0.99717982553,0.00425122350,24.21919109280,1.14770968404
413F,0.923752035,0.008450898,0.919831531,0.003914205,0.012774157,0.012067458,0.909022369,0.017843333,0.99780108,0.004151804,24.00642686,1.209908986,0.92556711692,0.00896846110,0.92053072316,0.00362408769,0.01041512737,0.01217203023,0.90637848372,0.01796315544,0.99717982553,0.00425122350,24.21919109280,1.14770968404
501C,0.942228991,0.020982124,0.930073935,0.007607019,0.028195917,0.037641962,0.910465932,0.055302057,0.99279739,0.009967753,27.9453825,3.185522855,0.92939134960,0.04542273282,0.92372197089,0.02809608096,0.02231784156,0.04048601761,0.92575924832,0.06548517443,0.99732480993,0.01489467147,26.54769402350,4.55875780650
502C,0.937928291,0.020377826,0.930587173,0.009483291,0.043811001,0.034296797,0.926691732,0.062780505,0.996039237,0.007933198,28.36283081,4.089029669,0.93580653939,0.02524437603,0.93045467191,0.01264856423,0.02901149567,0.04093497717,0.91835176968,0.05822746384,0.99706797334,0.00920275839,28.45813866320,4.17686565098
