"Name","Logging.x","Property.x","Easting.x","Northing.x","Lat.x","Long.x","Cam.nr","series","picture","species.name","Species","Type","Nr","Year","Month","Day","Hour.Exact","Comment","Mammal","Logging.y","Property.y","Brand","Date.Placement","Date.Removed","Last.record","Days","Easting.y","Northing.y","Lat.y","Long.y","obsdate","visit","date_time_obs"
"03E","Yes","Yalbac",284206,1939118,17.527981,-89.032738,3,"E",157,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,8,5,14.33,"","Yes","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284206,1939118,17.527981,-89.032738,2020-08-05,19,"2020-08-05 14.33"
"03E","Yes","Yalbac",284206,1939118,17.527981,-89.032738,3,"E",163,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,8,6,12.14,"","Yes","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284206,1939118,17.527981,-89.032738,2020-08-06,20,"2020-08-06 12.14"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",28,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,9,22,18.37,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-22,4,"2020-09-22 18.37"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",124,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,9,27,18.25,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-27,9,"2020-09-27 18.25"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",130,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,9,29,5.38,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-29,11,"2020-09-29 5.38"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",142,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,9,30,5.09,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-30,12,"2020-09-30 5.09"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",205,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,4,18.06,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-04,16,"2020-10-04 18.06"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",220,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,6,4.2,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-06,18,"2020-10-06 4.20"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",232,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,10,5.29,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-10,22,"2020-10-10 5.29"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",235,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,10,19.54,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-10,22,"2020-10-10 19.54"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",238,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,11,4.46,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-11,23,"2020-10-11 4.46"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",250,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,13,5.52,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-13,25,"2020-10-13 5.52"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",262,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,14,5.18,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-14,26,"2020-10-14 5.18"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",268,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,18,19,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-18,30,"2020-10-18 19.00"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",25,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,22,13.52,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-22,4,"2020-09-22 13.52"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",31,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,24,9.58,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-24,6,"2020-09-24 9.58"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",58,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,25,14.51,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-25,7,"2020-09-25 14.51"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",133,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,29,9.39,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-29,11,"2020-09-29 9.39"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",139,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,29,18.25,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-29,11,"2020-09-29 18.25"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",148,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,30,8.25,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-30,12,"2020-09-30 8.25"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",202,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,4,10.38,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-04,16,"2020-10-04 10.38"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",226,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,8,11.28,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-08,20,"2020-10-08 11.28"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",229,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,8,12.44,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-08,20,"2020-10-08 12.44"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",241,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,11,5.17,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-11,23,"2020-10-11 5.17"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",265,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,15,11.25,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-15,27,"2020-10-15 11.25"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",274,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,23,6.48,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-23,35,"2020-10-23 6.48"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",277,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,23,7.08,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-23,35,"2020-10-23 7.08"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",223,"Jaguar","Panthera onca","Mammal",1,2020,10,7,15.17,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-07,19,"2020-10-07 15.17"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",247,"Ocelot","Leopardus pardalis","Mammal",1,2020,10,12,23.32,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-12,24,"2020-10-12 23.32"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",271,"Puma","Puma concolor","Mammal",1,2020,10,22,8.55,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-22,34,"2020-10-22 8.55"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",28,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,10,30,20.2,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-10-30,7,"2020-10-30 20.20"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",58,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,11,8,1.13,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-08,16,"2020-11-08 1.13"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",115,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,11,19,0.5,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-19,27,"2020-11-19 0.50"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",118,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,11,19,2.28,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-19,27,"2020-11-19 2.28"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",134,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,11,25,21.03,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-25,33,"2020-11-25 21.03"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",136,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,11,25,21.21,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-25,33,"2020-11-25 21.21"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",4,"Collared Peccary","Pecari tajacu","Mammal",1,2020,10,26,13.17,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-10-26,3,"2020-10-26 13.17"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",7,"Collared Peccary","Pecari tajacu","Mammal",1,2020,10,27,6.44,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-10-27,4,"2020-10-27 6.44"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",19,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,28,5.15,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-10-28,5,"2020-10-28 5.15"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",25,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,30,10.29,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-10-30,7,"2020-10-30 10.29"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",31,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,31,22.38,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-10-31,8,"2020-10-31 22.38"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",43,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,7,9.24,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-07,15,"2020-11-07 9.24"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",88,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,8,17.19,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-08,16,"2020-11-08 17.19"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",91,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,8,18.56,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-08,16,"2020-11-08 18.56"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",94,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,8,20.01,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-08,16,"2020-11-08 20.01"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",100,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,9,18.16,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-09,17,"2020-11-09 18.16"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",109,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,14,10.36,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-14,22,"2020-11-14 10.36"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",130,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,24,10.19,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-24,32,"2020-11-24 10.19"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",34,"Ocelot","Leopardus pardalis","Mammal",1,2020,11,1,5.51,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-01,9,"2020-11-01 5.51"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",106,"Striped Hog-nosed Skunk","Conepatus semistriatus","Mammal",1,2020,11,12,3.41,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-12,20,"2020-11-12 3.41"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",37,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,11,6,9.37,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-06,14,"2020-11-06 9.37"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",52,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,11,7,17.13,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-07,15,"2020-11-07 17.13"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",62,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,11,8,10.1,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-08,16,"2020-11-08 10.10"
"03H","Yes","Yalbac",284100,1939133,17.528113,-89.033738,3,"H",112,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,11,18,14.16,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-25,32,284100,1939133,17.528113,-89.033738,2020-11-18,26,"2020-11-18 14.16"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",55,"Agouti","Dasyprocta punctata","Mammal",1,2020,5,10,7.58,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-05-10,2,"2020-05-10 7.58"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",634,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,6,6,0.37,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-06-06,29,"2020-06-06 0.37"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",577,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,5,30,19.14,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-05-30,22,"2020-05-30 19.14"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",649,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,6,10,1.23,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-06-10,33,"2020-06-10 1.23"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",661,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,6,10,19.51,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-06-10,33,"2020-06-10 19.51"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",367,"Margay","Leopardus wiedii","Mammal",1,2020,5,18,3.06,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-05-18,10,"2020-05-18 3.06"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",61,"Ocelot","Leopardus pardalis","Mammal",1,2020,5,10,23.37,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-05-10,2,"2020-05-10 23.37"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",573,"Ocelot","Leopardus pardalis","Mammal",1,2020,5,30,2.28,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-05-30,22,"2020-05-30 2.28"
"06E","Yes","Yalbac",285420,1935916,17.499174,-89.020995,6,"E",22,"Rodent","Rodent","Mammal",1,2020,7,23,4.28,"","Yes","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,0,285420,1935916,17.499174,-89.020995,2020-07-23,6,"2020-07-23 4.28"
"06E","Yes","Yalbac",285420,1935916,17.499174,-89.020995,6,"E",49,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,8,3,15.41,"","Yes","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,0,285420,1935916,17.499174,-89.020995,2020-08-03,17,"2020-08-03 15.41"
"06G","Yes","Yalbac",285950,1936022,17.500181,-89.016015,6,"G",25,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,20,5.58,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,285950,1936022,17.500181,-89.016015,2020-09-20,2,"2020-09-20 5.58"
"06G","Yes","Yalbac",285950,1936022,17.500181,-89.016015,6,"G",31,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,20,10.22,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,285950,1936022,17.500181,-89.016015,2020-09-20,2,"2020-09-20 10.22"
"06G","Yes","Yalbac",285950,1936022,17.500181,-89.016015,6,"G",112,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,5,4.53,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,285950,1936022,17.500181,-89.016015,2020-10-05,17,"2020-10-05 4.53"
"06G","Yes","Yalbac",285950,1936022,17.500181,-89.016015,6,"G",154,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,19,17.39,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,285950,1936022,17.500181,-89.016015,2020-10-19,31,"2020-10-19 17.39"
"06G","Yes","Yalbac",285950,1936022,17.500181,-89.016015,6,"G",172,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,23,18.46,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,285950,1936022,17.500181,-89.016015,2020-10-23,35,"2020-10-23 18.46"
"06G","Yes","Yalbac",285950,1936022,17.500181,-89.016015,6,"G",130,"Ocelot","Leopardus pardalis","Mammal",1,2020,10,11,2.58,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,285950,1936022,17.500181,-89.016015,2020-10-11,23,"2020-10-11 2.58"
"06G","Yes","Yalbac",285950,1936022,17.500181,-89.016015,6,"G",145,"Ocelot","Leopardus pardalis","Mammal",1,2020,10,13,20.37,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,285950,1936022,17.500181,-89.016015,2020-10-13,25,"2020-10-13 20.37"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",736,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,27,9.09,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-10-27,4,"2020-10-27 9.09"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",838,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,28,13,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-10-28,5,"2020-10-28 13.00"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",841,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,30,12.26,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-10-30,7,"2020-10-30 12.26"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",850,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,1,10.23,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-01,9,"2020-11-01 10.23"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",862,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,8,9.34,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-08,16,"2020-11-08 9.34"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",877,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,13,9.36,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-13,21,"2020-11-13 9.36"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",883,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,14,13.29,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-14,22,"2020-11-14 13.29"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",913,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,24,12.51,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-24,32,"2020-11-24 12.51"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",922,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,24,22.5,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-24,32,"2020-11-24 22.50"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",925,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,25,6.13,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-25,33,"2020-11-25 6.13"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",934,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,11,28,4.45,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-28,36,"2020-11-28 4.45"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",859,"Margay","Leopardus wiedii","Mammal",1,2020,11,8,6.16,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-08,16,"2020-11-08 6.16"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",871,"Margay","Leopardus wiedii","Mammal",1,2020,11,9,23.53,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-09,17,"2020-11-09 23.53"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",910,"Margay","Leopardus wiedii","Mammal",1,2020,11,23,18.1,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-23,31,"2020-11-23 18.10"
