"Name","Logging.x","Property.x","Easting.x","Northing.x","Lat.x","Long.x","Cam.nr","series","picture","species.name","Species","Type","Nr","Year","Month","Day","Hour.Exact","Comment","Mammal","Logging.y","Property.y","Brand","Date.Placement","Date.Removed","Last.record","Days","Easting.y","Northing.y","Lat.y","Long.y","obsdate","visit","date_time_obs"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",269,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,19,4.1,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-19,19,"2020-02-19 4.10"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",302,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,21,1.59,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-21,21,"2020-02-21 1.59"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",308,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,21,3.49,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-21,21,"2020-02-21 3.49"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",323,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,21,23.26,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-21,21,"2020-02-21 23.26"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",350,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,23,19.31,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-23,23,"2020-02-23 19.31"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",353,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,24,1.36,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-24,24,"2020-02-24 1.36"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",356,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,24,3.05,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-24,24,"2020-02-24 3.05"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",365,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,24,21.44,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-24,24,"2020-02-24 21.44"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",368,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,24,22.07,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-24,24,"2020-02-24 22.07"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",371,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,25,0.28,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-25,25,"2020-02-25 0.28"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",377,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,25,5.2,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-25,25,"2020-02-25 5.20"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",383,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,25,23.06,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-25,25,"2020-02-25 23.06"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",386,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,26,0.36,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-26,26,"2020-02-26 0.36"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",395,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,27,3.29,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-27,27,"2020-02-27 3.29"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",410,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,28,3.29,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-28,28,"2020-02-28 3.29"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",422,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,29,1.18,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-29,29,"2020-02-29 1.18"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",425,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,29,2.06,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-29,29,"2020-02-29 2.06"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",428,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,29,18.24,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-29,29,"2020-02-29 18.24"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",432,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,29,19.2,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-29,29,"2020-02-29 19.20"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",455,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,1,11.43,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-01,30,"2020-03-01 11.43"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",464,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,2,3.5,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-02,31,"2020-03-02 3.50"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",467,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,2,3.5,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-02,31,"2020-03-02 3.50"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",479,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,2,8.31,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-02,31,"2020-03-02 8.31"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",488,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,2,11.44,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-02,31,"2020-03-02 11.44"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",491,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,2,13.21,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-02,31,"2020-03-02 13.21"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",500,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,2,19.4,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-02,31,"2020-03-02 19.40"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",506,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,3,3.46,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 3.46"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",509,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,3,5.44,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 5.44"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",527,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,3,9.36,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 9.36"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",536,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,3,10.4,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 10.40"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",542,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,3,11.56,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 11.56"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",551,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,3,15.3,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 15.30"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",557,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,3,18.24,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 18.24"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",569,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,4,8.19,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-04,33,"2020-03-04 8.19"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",572,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,4,10.25,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-04,33,"2020-03-04 10.25"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",575,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,4,11.53,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-04,33,"2020-03-04 11.53"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",578,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,4,16.15,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-04,33,"2020-03-04 16.15"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",593,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,4,20.29,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-04,33,"2020-03-04 20.29"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",599,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,5,0.52,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-05,34,"2020-03-05 0.52"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",605,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,5,10.54,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-05,34,"2020-03-05 10.54"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",611,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,5,13.51,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-05,34,"2020-03-05 13.51"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",617,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,6,1.13,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-06,35,"2020-03-06 1.13"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",626,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,6,19.32,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-06,35,"2020-03-06 19.32"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",635,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,7,9.06,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-07,36,"2020-03-07 9.06"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",638,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,7,23.2,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-07,36,"2020-03-07 23.20"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",641,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,8,4,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-08,37,"2020-03-08 4.00"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",656,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,10,1.18,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-10,39,"2020-03-10 1.18"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",662,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,10,8.34,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-10,39,"2020-03-10 8.34"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",665,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,10,22.04,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-10,39,"2020-03-10 22.04"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",668,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,11,0.01,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-11,40,"2020-03-11 0.01"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",671,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,11,3.5,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-11,40,"2020-03-11 3.50"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",680,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,11,5.36,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-11,40,"2020-03-11 5.36"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",701,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,11,10.19,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-11,40,"2020-03-11 10.19"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",710,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,11,22.25,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-11,40,"2020-03-11 22.25"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",713,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,12,4.22,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-12,41,"2020-03-12 4.22"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",746,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,13,7,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-13,42,"2020-03-13 7.00"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",752,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,14,1.44,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-14,43,"2020-03-14 1.44"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",755,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,14,4.25,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-14,43,"2020-03-14 4.25"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",122,"Jaguar","Panthera onca","Mammal",1,2020,2,10,0.46,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-10,10,"2020-02-10 0.46"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",436,"Mammal","Mammal","Mammal",1,2020,3,1,1.05,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-01,30,"2020-03-01 1.05"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",110,"Ocelot","Leopardus pardalis","Mammal",1,2020,2,9,4.43,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-09,9,"2020-02-09 4.43"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",149,"Ocelot","Leopardus pardalis","Mammal",1,2020,2,11,20.08,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-11,11,"2020-02-11 20.08"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",458,"Ocelot","Leopardus pardalis","Mammal",1,2020,3,2,2.14,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-02,31,"2020-03-02 2.14"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",503,"Ocelot","Leopardus pardalis","Mammal",1,2020,3,3,2.14,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-03-03,32,"2020-03-03 2.14"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",29,"Puma","Puma concolor","Mammal",1,2020,2,3,14.18,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-03,3,"2020-02-03 14.18"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",362,"Puma","Puma concolor","Mammal",1,2020,2,24,19.06,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-24,24,"2020-02-24 19.06"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",41,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,2,4,13.3,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-04,4,"2020-02-04 13.30"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",368,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,23,23.54,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-23,10,"2020-03-23 23.54"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",415,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,25,23.11,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-25,12,"2020-03-25 23.11"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",377,"Mammal","Mammal","Mammal",1,2020,3,24,6.2,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-24,11,"2020-03-24 6.20"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",480,"Mammal","Mammal","Mammal",1,2020,5,19,0.45,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-05-19,67,"2020-05-19 0.45"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",424,"Margay","Leopardus wiedii","Mammal",1,2020,5,14,0.5,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-05-14,62,"2020-05-14 0.50"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",853,"Ocelot","Leopardus pardalis","Mammal",1,2020,4,15,20.18,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-04-15,33,"2020-04-15 20.18"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",925,"Paca","Cuniculus paca","Mammal",1,2020,4,19,22.37,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-04-19,37,"2020-04-19 22.37"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",421,"Puma","Puma concolor","Mammal",1,2020,3,26,6.27,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-26,13,"2020-03-26 6.27"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",940,"Puma","Puma concolor","Mammal",1,2020,4,22,9.52,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-04-22,40,"2020-04-22 9.52"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",202,"Puma","Puma concolor","Mammal",1,2020,4,29,6.36,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-04-29,47,"2020-04-29 6.36"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",229,"Puma","Puma concolor","Mammal",1,2020,5,3,5.07,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-05-03,51,"2020-05-03 5.07"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",928,"Red Brocket Deer","Mazama temama","Mammal",1,2020,4,21,7.11,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-04-21,39,"2020-04-21 7.11"
