"site","Camera","picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","camera.brand","Location.1","Logging","Mammal","Easting.y","Northing.y","Site","Active_Log","obsdate","First_Obs","Last.Record_clean","Days","date_time_obs"
"803D","803D",640,"Ocellated Turkey",1,2018,6,5,16.38,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-05,2018-05-22,2018-06-27,36,"2018-06-05 16.38"
"803D","803D",649,"Ocellated Turkey",1,2018,6,6,6.36,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-06,2018-05-22,2018-06-27,36,"2018-06-06 6.36"
"803D","803D",652,"Ocellated Turkey",1,2018,6,7,7.25,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-07,2018-05-22,2018-06-27,36,"2018-06-07 7.25"
"807D","807D",653,"Ocellated Turkey",1,2018,6,4,6.47,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-06-04,2018-05-22,2018-06-25,34,"2018-06-04 6.47"
"803D","803D",655,"Ocellated Turkey",1,2018,6,7,9.34,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-07,2018-05-22,2018-06-27,36,"2018-06-07 9.34"
"803D","803D",664,"Ocellated Turkey",1,2018,6,8,7.38,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-08,2018-05-22,2018-06-27,36,"2018-06-08 7.38"
"807D","807D",665,"Ocellated Turkey",1,2018,6,4,17.09,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-06-04,2018-05-22,2018-06-25,34,"2018-06-04 17.09"
"803D","803D",670,"Ocellated Turkey",1,2018,6,8,13.24,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-08,2018-05-22,2018-06-27,36,"2018-06-08 13.24"
"807D","807D",677,"Ocellated Turkey",1,2018,6,5,5.36,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-06-05,2018-05-22,2018-06-25,34,"2018-06-05 5.36"
"803D","803D",679,"Ocellated Turkey",1,2018,6,9,6.22,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-09,2018-05-22,2018-06-27,36,"2018-06-09 6.22"
"803D","803D",721,"Ocellated Turkey",1,2018,6,9,7.47,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-09,2018-05-22,2018-06-27,36,"2018-06-09 7.47"
"803D","803D",728,"Ocellated Turkey",1,2018,6,9,10.12,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-09,2018-05-22,2018-06-27,36,"2018-06-09 10.12"
"803D","803D",742,"Ocellated Turkey",1,2018,6,10,6.01,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-10,2018-05-22,2018-06-27,36,"2018-06-10 6.01"
"803D","803D",751,"Ocellated Turkey",1,2018,6,10,9.23,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-10,2018-05-22,2018-06-27,36,"2018-06-10 9.23"
"803D","803D",754,"Ocellated Turkey",1,2018,6,10,12.44,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-10,2018-05-22,2018-06-27,36,"2018-06-10 12.44"
"803D","803D",757,"Ocellated Turkey",1,2018,6,11,5.39,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-11,2018-05-22,2018-06-27,36,"2018-06-11 5.39"
"803D","803D",769,"Ocellated Turkey",1,2018,6,12,7.47,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-12,2018-05-22,2018-06-27,36,"2018-06-12 7.47"
"803D","803D",772,"Ocellated Turkey",1,2018,6,12,13.43,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-12,2018-05-22,2018-06-27,36,"2018-06-12 13.43"
"803D","803D",778,"Ocellated Turkey",1,2018,6,13,9.47,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-13,2018-05-22,2018-06-27,36,"2018-06-13 9.47"
"803D","803D",781,"Ocellated Turkey",1,2018,6,13,11.02,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-13,2018-05-22,2018-06-27,36,"2018-06-13 11.02"
"803D","803D",816,"Ocellated Turkey",1,2018,6,15,8.2,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-15,2018-05-22,2018-06-27,36,"2018-06-15 8.20"
"807D","807D",853,"Ocellated Turkey",1,2018,6,7,5.38,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-06-07,2018-05-22,2018-06-25,34,"2018-06-07 5.38"
"803D","803D",875,"Ocellated Turkey",1,2018,6,15,12.08,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-15,2018-05-22,2018-06-27,36,"2018-06-15 12.08"
"803D","803D",879,"Ocellated Turkey",1,2018,6,15,13.07,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-15,2018-05-22,2018-06-27,36,"2018-06-15 13.07"
"807D","807D",893,"Ocellated Turkey",1,2018,6,7,16.57,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-06-07,2018-05-22,2018-06-25,34,"2018-06-07 16.57"
"803D","803D",904,"Ocellated Turkey",1,2018,6,16,7.05,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-16,2018-05-22,2018-06-27,36,"2018-06-16 7.05"
"803D","803D",922,"Ocellated Turkey",1,2018,6,18,8.07,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 8.07"
"803D","803D",928,"Ocellated Turkey",1,2018,6,18,10.19,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 10.19"
"807D","807D",933,"Ocellated Turkey",1,2018,6,8,13.04,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-06-08,2018-05-22,2018-06-25,34,"2018-06-08 13.04"
"803D","803D",963,"Ocellated Turkey",2,2018,6,21,16.57,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-21,2018-05-22,2018-06-27,36,"2018-06-21 16.57"
"803D","803D",967,"Ocellated Turkey",2,2018,6,21,17.34,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-21,2018-05-22,2018-06-27,36,"2018-06-21 17.34"
"803D","803D",982,"Ocellated Turkey",1,2018,6,23,16.11,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-23,2018-05-22,2018-06-27,36,"2018-06-23 16.11"
"803D","803D",985,"Ocellated Turkey",1,2018,6,23,17.21,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-23,2018-05-22,2018-06-27,36,"2018-06-23 17.21"
"803D","803D",1021,"Ocellated Turkey",1,2018,6,26,15.35,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-26,2018-05-22,2018-06-27,36,"2018-06-26 15.35"
"812E","812E",31,"Ocellated Turkey",1,2018,9,15,12.18,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-09-15,2018-06-27,2018-11-17,140,"2018-09-15 12.18"
"812E","812E",40,"Ocellated Turkey",1,2018,9,16,6.59,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-09-16,2018-06-27,2018-11-17,140,"2018-09-16 6.59"
"807E","807E",41,"Ocellated Turkey",1,2018,7,1,16.07,"","bushnell","Yalbac","no","No",289279,1956285,"Yalbac","no",2018-07-01,2018-06-27,2018-07-01,4,"2018-07-01 16.07"
"812E","812E",46,"Ocellated Turkey",1,2018,9,16,8.06,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-09-16,2018-06-27,2018-11-17,140,"2018-09-16 8.06"
"812E","812E",187,"Ocellated Turkey",1,2018,7,16,6.3,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-16,2018-06-27,2018-11-17,140,"2018-07-16 6.30"
"810E","810E",194,"Ocellated Turkey",4,2018,7,19,10.59,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-07-19,2018-06-27,2018-09-10,75,"2018-07-19 10.59"
"812E","812E",217,"Ocellated Turkey",1,2018,7,18,6.05,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-18,2018-06-27,2018-11-17,140,"2018-07-18 6.05"
"810E","810E",220,"Ocellated Turkey",1,2018,7,23,18.05,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-07-23,2018-06-27,2018-09-10,75,"2018-07-23 18.05"
"812E","812E",241,"Ocellated Turkey",1,2018,7,18,13.39,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-18,2018-06-27,2018-11-17,140,"2018-07-18 13.39"
"812E","812E",268,"Ocellated Turkey",1,2018,7,19,5.59,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-19,2018-06-27,2018-11-17,140,"2018-07-19 5.59"
"812E","812E",373,"Ocellated Turkey",1,2018,7,26,14.31,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-26,2018-06-27,2018-11-17,140,"2018-07-26 14.31"
"810E","810E",472,"Ocellated Turkey",1,2018,8,29,8.58,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-29,2018-06-27,2018-09-10,75,"2018-08-29 8.58"
"810E","810E",523,"Ocellated Turkey",1,2018,9,8,12.26,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-09-08,2018-06-27,2018-09-10,75,"2018-09-08 12.26"
"812E","812E",763,"Ocellated Turkey",1,2018,9,10,7.54,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-09-10,2018-06-27,2018-11-17,140,"2018-09-10 7.54"
"801E","801E",5302,"Ocellated Turkey",3,2018,8,29,16.56,"","Moultrie","Yalbac","no","No",292709,1955722,"Yalbac","no",2018-08-29,2018-06-27,2018-09-10,4,"2018-08-29 16.56"
"801E","801E",5326,"Ocellated Turkey",1,2018,9,5,16.56,"","Moultrie","Yalbac","no","No",292709,1955722,"Yalbac","no",2018-09-05,2018-06-27,2018-09-10,4,"2018-09-05 16.56"
"810F","810F",19,"Ocellated Turkey",1,2018,9,10,13.41,"","bushnell","Laguna Seca","no","No",285385,1935920,"Laguna Seca","no",2018-09-10,2018-09-10,2018-11-17,68,"2018-09-10 13.41"
"810F","810F",43,"Ocellated Turkey",1,2018,9,13,13.24,"","bushnell","Laguna Seca","no","No",285385,1935920,"Laguna Seca","no",2018-09-13,2018-09-10,2018-11-17,68,"2018-09-13 13.24"
"810F","810F",67,"Ocellated Turkey",1,2018,9,17,13.2,"","bushnell","Laguna Seca","no","No",285385,1935920,"Laguna Seca","no",2018-09-17,2018-09-10,2018-11-17,68,"2018-09-17 13.20"
"810F","810F",217,"Ocellated Turkey",1,2018,10,12,14.29,"","bushnell","Laguna Seca","no","No",285385,1935920,"Laguna Seca","no",2018-10-12,2018-09-10,2018-11-17,68,"2018-10-12 14.29"
"810F","810F",238,"Ocellated Turkey",1,2018,10,14,12.13,"","bushnell","Laguna Seca","no","No",285385,1935920,"Laguna Seca","no",2018-10-14,2018-09-10,2018-11-17,68,"2018-10-14 12.13"
"809F","809F",444,"Ocellated Turkey",3,2018,9,20,15.29,"","bushnell","Laguna Seca","no","No",290102,1941262,"Laguna Seca","no",2018-09-20,2018-09-10,2018-10-10,23,"2018-09-20 15.29"
"811G","811G",28,"Ocellated Turkey",2,2018,11,22,17.07,"","bushnell","Laguna Seca","no","No",287914,1943199,"Laguna Seca","no",2018-11-22,2018-11-17,2018-12-10,23,"2018-11-22 17.07"
"810G","810G",76,"Ocellated Turkey",1,2018,11,28,9.32,"","bushnell","Laguna Seca","no","No",285375,1935724,"Laguna Seca","no",2018-11-28,2018-11-17,2018-12-28,34,"2018-11-28 9.32"
"810G","810G",79,"Ocellated Turkey",1,2018,11,28,13.11,"","bushnell","Laguna Seca","no","No",285375,1935724,"Laguna Seca","no",2018-11-28,2018-11-17,2018-12-28,34,"2018-11-28 13.11"
"810G","810G",151,"Ocellated Turkey",1,2018,12,9,10.47,"","bushnell","Laguna Seca","no","No",285375,1935724,"Laguna Seca","no",2018-12-09,2018-11-17,2018-12-28,34,"2018-12-09 10.47"
"810G","810G",208,"Ocellated Turkey",1,2018,12,21,15.06,"","bushnell","Laguna Seca","no","No",285375,1935724,"Laguna Seca","no",2018-12-21,2018-11-17,2018-12-28,34,"2018-12-21 15.06"
"810G","810G",268,"Ocellated Turkey",1,2018,12,27,15.57,"","bushnell","Laguna Seca","no","No",285375,1935724,"Laguna Seca","no",2018-12-27,2018-11-17,2018-12-28,34,"2018-12-27 15.57"
"814A","814A",6,"Ocelot",2,2018,1,24,19.38,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-24,2018-01-02,2018-03-05,63,"2018-01-24 19.38"
"802A","802A",31,"Ocelot",1,2018,1,14,12.35,"","Moultrie","Yalbac","no","Yes",291990,1954863,"Yalbac","no",2018-01-14,2018-01-02,2018-02-14,43,"2018-01-14 12.35"
"804A","804A",55,"Ocelot",1,2018,1,5,0.04,"","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-05,2018-01-02,2018-02-02,31,"2018-01-05 0.04"
"804A","804A",97,"Ocelot",1,2018,1,11,2.05,"","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-11,2018-01-02,2018-02-02,31,"2018-01-11 2.05"
"812A","812A",106,"Ocelot",1,2018,1,14,0.3,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-14,2018-01-02,2018-03-05,63,"2018-01-14 0.30"
"812A","812A",130,"Ocelot",1,2018,1,19,0.27,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-19,2018-01-02,2018-03-05,63,"2018-01-19 0.27"
"803A","803A",188,"Ocelot",1,2018,1,13,5.12,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-13,2018-01-02,2018-03-05,63,"2018-01-13 5.12"
"804A","804A",193,"Ocelot",1,2018,1,20,23.26,"","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-20,2018-01-02,2018-02-02,31,"2018-01-20 23.26"
"804A","804A",197,"Ocelot",1,2018,1,21,0.31,"With Prey","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-21,2018-01-02,2018-02-02,31,"2018-01-21 0.31"
"804A","804A",199,"Ocelot",1,2018,1,21,3.47,"","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-21,2018-01-02,2018-02-02,31,"2018-01-21 3.47"
"803A","803A",203,"Ocelot",1,2018,1,15,1.54,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-15,2018-01-02,2018-03-05,63,"2018-01-15 1.54"
"803A","803A",292,"Ocelot",1,2018,1,19,4.13,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-19,2018-01-02,2018-03-05,63,"2018-01-19 4.13"
"814A","814A",297,"Ocelot",1,2018,1,12,23.26,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-12,2018-01-02,2018-03-05,63,"2018-01-12 23.26"
"812A","812A",325,"Ocelot",1,2018,2,7,4.3,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-02-07,2018-01-02,2018-03-05,63,"2018-02-07 4.30"
"812A","812A",415,"Ocelot",1,2018,2,16,11.34,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-02-16,2018-01-02,2018-03-05,63,"2018-02-16 11.34"
"812A","812A",451,"Ocelot",1,2018,2,19,20.18,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-02-19,2018-01-02,2018-03-05,63,"2018-02-19 20.18"
"812A","812A",460,"Ocelot",1,2018,2,21,9.5,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-02-21,2018-01-02,2018-03-05,63,"2018-02-21 9.50"
"812A","812A",485,"Ocelot",1,2018,2,24,2.52,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-02-24,2018-01-02,2018-03-05,63,"2018-02-24 2.52"
"812A","812A",532,"Ocelot",1,2018,3,3,20.14,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-03-03,2018-01-02,2018-03-05,63,"2018-03-03 20.14"
"803A","803A",599,"Ocelot",1,2018,2,6,3.35,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-02-06,2018-01-02,2018-03-05,63,"2018-02-06 3.35"
"803A","803A",713,"Ocelot",1,2018,2,12,5.34,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-02-12,2018-01-02,2018-03-05,63,"2018-02-12 5.34"
"803A","803A",889,"Ocelot",1,2018,2,21,20.5,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-02-21,2018-01-02,2018-03-05,63,"2018-02-21 20.50"
"803A","803A",900,"Ocelot",1,2018,2,23,0.56,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-02-23,2018-01-02,2018-03-05,63,"2018-02-23 0.56"
"814A","814A",901,"Ocelot",1,2018,1,23,1.35,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-23,2018-01-02,2018-03-05,63,"2018-01-23 1.35"
"803A","803A",1019,"Ocelot",1,2018,3,3,8.28,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-03-03,2018-01-02,2018-03-05,63,"2018-03-03 8.28"
"807B","807B",47,"Ocelot",1,2018,3,8,20.48,"","bushnell","Yalbac","no","Yes",291485,1956145,"Yalbac","no",2018-03-08,2018-03-05,2018-04-20,46,"2018-03-08 20.48"
"807B","807B",57,"Ocelot",1,2018,3,9,21.02,"","bushnell","Yalbac","no","Yes",291485,1956145,"Yalbac","no",2018-03-09,2018-03-05,2018-04-20,46,"2018-03-09 21.02"
"803B","803B",59,"Ocelot",1,2018,3,10,0.48,"","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-03-10,2018-03-05,2018-04-20,46,"2018-03-10 0.48"
"805B","805B",79,"Ocelot",1,2018,3,30,4.1,"","bushnell","Yalbac","no","Yes",290411,1956668,"Yalbac","no",2018-03-30,2018-03-05,2018-04-20,46,"2018-03-30 4.10"
"807B","807B",109,"Ocelot",1,2018,3,13,6.05,"","bushnell","Yalbac","no","Yes",291485,1956145,"Yalbac","no",2018-03-13,2018-03-05,2018-04-20,46,"2018-03-13 6.05"
"812B","812B",110,"Ocelot",1,2018,3,17,3.41,"","bushnell","Laguna Seca","no","Yes",286540,1935398,"Laguna Seca","no",2018-03-17,2018-03-05,2018-04-20,46,"2018-03-17 3.41"
"805B","805B",136,"Ocelot",1,2018,4,17,22.02,"","bushnell","Yalbac","no","Yes",290411,1956668,"Yalbac","no",2018-04-17,2018-03-05,2018-04-20,46,"2018-04-17 22.02"
"807B","807B",225,"Ocelot",1,2018,3,15,5.3,"","bushnell","Yalbac","no","Yes",291485,1956145,"Yalbac","no",2018-03-15,2018-03-05,2018-04-20,46,"2018-03-15 5.30"
"807B","807B",329,"Ocelot",1,2018,3,18,5.35,"","bushnell","Yalbac","no","Yes",291485,1956145,"Yalbac","no",2018-03-18,2018-03-05,2018-04-20,46,"2018-03-18 5.35"
"812B","812B",344,"Ocelot",1,2018,4,5,20.16,"","bushnell","Laguna Seca","no","Yes",286540,1935398,"Laguna Seca","no",2018-04-05,2018-03-05,2018-04-20,46,"2018-04-05 20.16"
"803B","803B",371,"Ocelot",1,2018,4,5,3.15,"","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-04-05,2018-03-05,2018-04-20,46,"2018-04-05 3.15"
"803B","803B",377,"Ocelot",1,2018,4,5,4.49,"","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-04-05,2018-03-05,2018-04-20,46,"2018-04-05 4.49"
"812B","812B",389,"Ocelot",1,2018,4,13,0.19,"","bushnell","Laguna Seca","no","Yes",286540,1935398,"Laguna Seca","no",2018-04-13,2018-03-05,2018-04-20,46,"2018-04-13 0.19"
"807B","807B",397,"Ocelot",1,2018,3,23,4.01,"","bushnell","Yalbac","no","Yes",291485,1956145,"Yalbac","no",2018-03-23,2018-03-05,2018-04-20,46,"2018-03-23 4.01"
"803B","803B",494,"Ocelot",1,2018,4,10,23.09,"returning 25 minutes later with prey","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-04-10,2018-03-05,2018-04-20,46,"2018-04-10 23.09"
"803B","803B",530,"Ocelot",1,2018,4,13,1.28,"","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-04-13,2018-03-05,2018-04-20,46,"2018-04-13 1.28"
"807B","807B",741,"Ocelot",1,2018,4,15,2.48,"","bushnell","Yalbac","no","Yes",291485,1956145,"Yalbac","no",2018-04-15,2018-03-05,2018-04-20,46,"2018-04-15 2.48"
"804C","804C",81,"Ocelot",1,2018,5,8,18.47,"","bushnell","Yalbac","no","Yes",288918,1956756,"Yalbac","no",2018-05-08,2018-04-20,2018-05-22,33,"2018-05-08 18.47"
"810C","810C",319,"Ocelot",1,2018,5,11,2.32,"","bushnell","Laguna Seca","no","Yes",286074,1935990,"Laguna Seca","no",2018-05-11,2018-04-20,2018-05-22,33,"2018-05-11 2.32"
"812D","812D",103,"Ocelot",1,2018,6,7,23.25,"","bushnell","Laguna Seca","no","Yes",286087,1935581,"Laguna Seca","no",2018-06-07,2018-05-22,2018-06-27,36,"2018-06-07 23.25"
"803D","803D",145,"Ocelot",1,2018,5,26,3.22,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-05-26,2018-05-22,2018-06-27,36,"2018-05-26 3.22"
"807D","807D",182,"Ocelot",1,2018,6,10,21.55,"","bushnell","Yalbac","no","Yes",289277,1956284,"Yalbac","no",2018-06-10,2018-05-22,2018-06-25,34,"2018-06-10 21.55"
"812D","812D",262,"Ocelot",1,2018,6,25,19.38,"","bushnell","Laguna Seca","no","Yes",286087,1935581,"Laguna Seca","no",2018-06-25,2018-05-22,2018-06-27,36,"2018-06-25 19.38"
"812D","812D",265,"Ocelot",1,2018,6,25,4.27,"","bushnell","Laguna Seca","no","Yes",286087,1935581,"Laguna Seca","no",2018-06-25,2018-05-22,2018-06-27,36,"2018-06-25 4.27"
"807D","807D",313,"Ocelot",1,2018,6,15,5.16,"","bushnell","Yalbac","no","Yes",289277,1956284,"Yalbac","no",2018-06-15,2018-05-22,2018-06-25,34,"2018-06-15 5.16"
"807D","807D",325,"Ocelot",1,2018,6,15,22.25,"","bushnell","Yalbac","no","Yes",289277,1956284,"Yalbac","no",2018-06-15,2018-05-22,2018-06-25,34,"2018-06-15 22.25"
"803D","803D",406,"Ocelot",1,2018,5,28,21.46,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-05-28,2018-05-22,2018-06-27,36,"2018-05-28 21.46"
"803D","803D",484,"Ocelot",1,2018,5,31,20.06,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-05-31,2018-05-22,2018-06-27,36,"2018-05-31 20.06"
"803D","803D",487,"Ocelot",1,2018,5,31,22.56,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-05-31,2018-05-22,2018-06-27,36,"2018-05-31 22.56"
"807D","807D",598,"Ocelot",1,2018,6,23,19.41,"","bushnell","Yalbac","no","Yes",289277,1956284,"Yalbac","no",2018-06-23,2018-05-22,2018-06-25,34,"2018-06-23 19.41"
"803D","803D",676,"Ocelot",1,2018,6,8,22.37,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-06-08,2018-05-22,2018-06-27,36,"2018-06-08 22.37"
"803D","803D",766,"Ocelot",1,2018,6,12,4.53,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-06-12,2018-05-22,2018-06-27,36,"2018-06-12 4.53"
"803D","803D",910,"Ocelot",1,2018,6,16,22.59,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-06-16,2018-05-22,2018-06-27,36,"2018-06-16 22.59"
"803D","803D",919,"Ocelot",1,2018,6,18,2.52,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 2.52"
"803D","803D",934,"Ocelot",1,2018,6,18,14.08,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 14.08"
"812E","812E",64,"Ocelot",1,2018,9,17,1.11,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-09-17,2018-06-27,2018-11-17,140,"2018-09-17 1.11"
"812E","812E",130,"Ocelot",1,2018,9,30,22.15,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-09-30,2018-06-27,2018-11-17,140,"2018-09-30 22.15"
"812E","812E",170,"Ocelot",1,2018,10,9,23.53,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-10-09,2018-06-27,2018-11-17,140,"2018-10-09 23.53"
"812E","812E",172,"Ocelot",1,2018,10,10,20.59,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-10-10,2018-06-27,2018-11-17,140,"2018-10-10 20.59"
"812E","812E",226,"Ocelot",1,2018,10,19,3.47,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-10-19,2018-06-27,2018-11-17,140,"2018-10-19 3.47"
