"","site","picture","Species","Number_recorded","Year","Month","Day","Hour","obsdate","Mammal","Easting","Northing","date_time_obs"
"2232","410C2",166,"White-tailed Deer",1,2014,9,18,16.56,"2014-09-18","Yes",286612,1934360,"2014-09-18 16.56"
"2233","410C2",169,"White-tailed Deer",1,2014,9,19,6.44,"2014-09-19","Yes",286612,1934360,"2014-09-19 6.44"
"2234","407A",28,"White-tailed Deer",1,2014,3,24,12.18,"2014-03-24","Yes",282835,1934017,"2014-03-24 12.18"
"2235","403A",994,"White-tailed Deer",1,2014,4,17,10.2,"2014-04-17","Yes",291031,1926154,"2014-04-17 10.20"
"2236","403A",1045,"White-tailed Deer",1,2014,4,17,11.09,"2014-04-17","Yes",291031,1926154,"2014-04-17 11.09"
"2237","406B",39,"White-tailed Deer",1,2014,4,24,13.37,"2014-04-24","Yes",283558,1934171,"2014-04-24 13.37"
"2238","412B",104,"White-tailed Deer",1,2014,4,30,8.29,"2014-04-30","Yes",283420,1931719,"2014-04-30 8.29"
"2239","406B",388,"White-tailed Deer",1,2014,5,11,12.43,"2014-05-11","Yes",283558,1934171,"2014-05-11 12.43"
"2240","406B",493,"White-tailed Deer",1,2014,5,16,11.18,"2014-05-16","Yes",283558,1934171,"2014-05-16 11.18"
"2241","406B",496,"White-tailed Deer",1,2014,5,16,12.29,"2014-05-16","Yes",283558,1934171,"2014-05-16 12.29"
"2242","406B",691,"White-tailed Deer",1,2014,5,21,14.3,"2014-05-21","Yes",283558,1934171,"2014-05-21 14.30"
"2243","411B",1258,"White-tailed Deer",1,2014,5,27,11.55,"2014-05-27","Yes",283544,1931474,"2014-05-27 11.55"
"2244","404D",41,"White-tailed Deer",1,2014,9,19,11.05,"2014-09-19","Yes",304744,1927456,"2014-09-19 11.05"
"2245","404D",47,"White-tailed Deer",1,2014,9,19,14.33,"2014-09-19","Yes",304744,1927456,"2014-09-19 14.33"
"2246","404D",58,"White-tailed Deer",1,2014,9,19,14.46,"2014-09-19","Yes",304744,1927456,"2014-09-19 14.46"
"2247","406D",25,"White-tailed Deer",1,2014,9,19,13.33,"2014-09-19","Yes",292120,1930183,"2014-09-19 13.33"
"2248","408D",16,"White-tailed Deer",1,2014,9,19,11.18,"2014-09-19","Yes",291805,1929881,"2014-09-19 11.18"
"2249","408D",29,"White-tailed Deer",1,2014,9,21,7.12,"2014-09-21","Yes",291805,1929881,"2014-09-21 7.12"
"2250","410D",31,"White-tailed Deer",1,2014,9,30,13.52,"2014-09-30","Yes",291398,1929086,"2014-09-30 13.52"
"2251","404D",74,"White-tailed Deer",1,2014,10,1,6.42,"2014-10-01","Yes",304744,1927456,"2014-10-01 6.42"
"2252","406D",79,"White-tailed Deer",1,2014,10,4,11.36,"2014-10-04","Yes",292120,1930183,"2014-10-04 11.36"
"2253","404D",81,"White-tailed Deer",1,2014,10,7,8.34,"2014-10-07","Yes",304744,1927456,"2014-10-07 8.34"
"2254","406D",118,"White-tailed Deer",1,2014,10,10,10.45,"2014-10-10","Yes",292120,1930183,"2014-10-10 10.45"
"2255","404D",162,"White-tailed Deer",1,2014,10,11,6.31,"2014-10-11","Yes",304744,1927456,"2014-10-11 6.31"
"2256","406D",133,"White-tailed Deer",1,2014,10,12,10.44,"2014-10-12","Yes",292120,1930183,"2014-10-12 10.44"
"2257","406D",136,"White-tailed Deer",1,2014,10,13,8.29,"2014-10-13","Yes",292120,1930183,"2014-10-13 8.29"
"2258","406D",139,"White-tailed Deer",1,2014,10,13,14.33,"2014-10-13","Yes",292120,1930183,"2014-10-13 14.33"
"2259","406D",148,"White-tailed Deer",1,2014,10,16,8.57,"2014-10-16","Yes",292120,1930183,"2014-10-16 8.57"
"2260","406D",157,"White-tailed Deer",1,2014,10,17,11.11,"2014-10-17","Yes",292120,1930183,"2014-10-17 11.11"
"2261","406D",160,"White-tailed Deer",1,2014,10,17,17.19,"2014-10-17","Yes",292120,1930183,"2014-10-17 17.19"
"2262","404D",183,"White-tailed Deer",1,2014,10,18,16.34,"2014-10-18","Yes",304744,1927456,"2014-10-18 16.34"
"2263","404D",216,"White-tailed Deer",1,2014,10,19,7.01,"2014-10-19","Yes",304744,1927456,"2014-10-19 7.01"
"2264","406D",169,"White-tailed Deer",1,2014,10,19,8.39,"2014-10-19","Yes",292120,1930183,"2014-10-19 8.39"
"2265","410D",47,"White-tailed Deer",1,2014,10,19,15.07,"2014-10-19","Yes",291398,1929086,"2014-10-19 15.07"
"2266","410D",55,"White-tailed Deer",1,2014,10,19,16.29,"2014-10-19","Yes",291398,1929086,"2014-10-19 16.29"
"2267","410D",76,"White-tailed Deer",1,2014,10,19,18.16,"2014-10-19","Yes",291398,1929086,"2014-10-19 18.16"
"2268","406D",172,"White-tailed Deer",1,2014,10,20,7.48,"2014-10-20","Yes",292120,1930183,"2014-10-20 7.48"
"2269","410D",82,"White-tailed Deer",1,2014,10,20,6.29,"2014-10-20","Yes",291398,1929086,"2014-10-20 6.29"
"2270","406D",175,"White-tailed Deer",1,2014,10,22,6.49,"2014-10-22","Yes",292120,1930183,"2014-10-22 6.49"
"2271","406D",178,"White-tailed Deer",1,2014,10,22,11.14,"2014-10-22","Yes",292120,1930183,"2014-10-22 11.14"
"2272","406D",181,"White-tailed Deer",1,2014,10,23,5.38,"2014-10-23","Yes",292120,1930183,"2014-10-23 5.38"
"2273","406D",187,"White-tailed Deer",1,2014,10,23,6.05,"2014-10-23","Yes",292120,1930183,"2014-10-23 6.05"
"2274","406D",193,"White-tailed Deer",1,2014,10,23,8.18,"2014-10-23","Yes",292120,1930183,"2014-10-23 8.18"
"2275","406D",196,"White-tailed Deer",1,2014,10,23,8.5,"2014-10-23","Yes",292120,1930183,"2014-10-23 8.50"
"2276","406D",202,"White-tailed Deer",1,2014,10,23,10.04,"2014-10-23","Yes",292120,1930183,"2014-10-23 10.04"
"2277","406D",205,"White-tailed Deer",1,2014,10,23,17.19,"2014-10-23","Yes",292120,1930183,"2014-10-23 17.19"
"2278","406D",208,"White-tailed Deer",1,2014,10,23,18.04,"2014-10-23","Yes",292120,1930183,"2014-10-23 18.04"
"2279","410D",94,"White-tailed Deer",1,2014,10,24,16.51,"2014-10-24","Yes",291398,1929086,"2014-10-24 16.51"
"2280","406D",214,"White-tailed Deer",1,2014,10,25,5.49,"2014-10-25","Yes",292120,1930183,"2014-10-25 5.49"
"2281","406D",217,"White-tailed Deer",1,2014,10,25,9.2,"2014-10-25","Yes",292120,1930183,"2014-10-25 9.20"
"2282","410D",97,"White-tailed Deer",1,2014,10,25,15.5,"2014-10-25","Yes",291398,1929086,"2014-10-25 15.50"
"2283","413D",181,"White-tailed Deer",1,2014,10,26,8.17,"2014-10-26","Yes",302850,1927087,"2014-10-26 8.17"
"2284","406D",224,"White-tailed Deer",1,2014,10,27,9.27,"2014-10-27","Yes",292120,1930183,"2014-10-27 9.27"
"2285","406D",226,"White-tailed Deer",1,2014,10,28,8.17,"2014-10-28","Yes",292120,1930183,"2014-10-28 8.17"
"2286","406D",238,"White-tailed Deer",1,2014,10,29,14.3,"2014-10-29","Yes",292120,1930183,"2014-10-29 14.30"
"2287","404D",240,"White-tailed Deer",2,2014,10,30,12.46,"2014-10-30","Yes",304744,1927456,"2014-10-30 12.46"
"2288","404D",300,"White-tailed Deer",2,2014,10,30,14.01,"2014-10-30","Yes",304744,1927456,"2014-10-30 14.01"
"2289","406D",241,"White-tailed Deer",1,2014,10,30,6.08,"2014-10-30","Yes",292120,1930183,"2014-10-30 6.08"
"2290","406D",247,"White-tailed Deer",1,2014,10,30,8.39,"2014-10-30","Yes",292120,1930183,"2014-10-30 8.39"
"2291","404D",354,"White-tailed Deer",1,2014,10,31,7.29,"2014-10-31","Yes",304744,1927456,"2014-10-31 7.29"
"2292","404D",363,"White-tailed Deer",1,2014,10,31,9.56,"2014-10-31","Yes",304744,1927456,"2014-10-31 9.56"
"2293","410D",130,"White-tailed Deer",1,2014,11,2,15.44,"2014-11-02","Yes",291398,1929086,"2014-11-02 15.44"
"2294","410D",133,"White-tailed Deer",1,2014,11,3,9.18,"2014-11-03","Yes",291398,1929086,"2014-11-03 9.18"
"2295","413E",659,"White-tailed Deer",1,2014,11,25,8.57,"2014-11-25","Yes",305716,1928611,"2014-11-25 8.57"
"2296","402E",94,"White-tailed Deer",1,2014,11,28,13.23,"2014-11-28","Yes",303760,1927582,"2014-11-28 13.23"
"2297","404E",21,"White-tailed Deer",1,2014,11,28,6.5,"2014-11-28","Yes",304653,1927840,"2014-11-28 6.50"
"2298","404E",27,"White-tailed Deer",1,2014,11,30,15,"2014-11-30","Yes",304653,1927840,"2014-11-30 15.00"
"2299","413E",709,"White-tailed Deer",1,2014,11,30,9.17,"2014-11-30","Yes",305716,1928611,"2014-11-30 9.17"
"2300","404E",30,"White-tailed Deer",1,2014,12,1,7.16,"2014-12-01","Yes",304653,1927840,"2014-12-01 7.16"
"2301","404E",179,"White-tailed Deer",1,2014,12,6,14.58,"2014-12-06","Yes",304653,1927840,"2014-12-06 14.58"
"2302","407E",352,"White-tailed Deer",1,2014,12,7,8.31,"2014-12-07","Yes",284554,1935262,"2014-12-07 8.31"
"2303","413E",774,"White-tailed Deer",1,2014,12,7,9.29,"2014-12-07","Yes",305716,1928611,"2014-12-07 9.29"
"2304","404E",422,"White-tailed Deer",1,2014,12,12,5.08,"2014-12-12","Yes",304653,1927840,"2014-12-12 5.08"
"2305","404E",428,"White-tailed Deer",1,2014,12,12,7.2,"2014-12-12","Yes",304653,1927840,"2014-12-12 7.20"
"2306","403E",169,"White-tailed Deer",1,2014,12,20,21.14,"2014-12-20","Yes",287303,1935282,"2014-12-20 21.14"
"2307","404F",841,"White-tailed Deer",1,2014,12,31,12.21,"2014-12-31","Yes",304653,1927840,"2014-12-31 12.21"
"2308","404F",844,"White-tailed Deer",1,2014,12,31,13.48,"2014-12-31","Yes",304653,1927840,"2014-12-31 13.48"
"2309","402F",51,"White-tailed Deer",1,2015,1,3,15.04,"2015-01-03","Yes",303762,1927588,"2015-01-03 15.04"
"2310","404F",862,"White-tailed Deer",1,2015,1,4,11.45,"2015-01-04","Yes",304653,1927840,"2015-01-04 11.45"
"2311","404F",879,"White-tailed Deer",1,2015,1,16,16.43,"2015-01-16","Yes",304653,1927840,"2015-01-16 16.43"
"2312","404F",885,"White-tailed Deer",1,2015,1,17,8.34,"2015-01-17","Yes",304653,1927840,"2015-01-17 8.34"
"2313","404F",905,"White-tailed Deer",1,2015,1,18,9.4,"2015-01-18","Yes",304653,1927840,"2015-01-18 9.40"
"2314","405F",112,"White-tailed Deer",1,2015,1,21,10.38,"2015-01-21","Yes",285409,1935699,"2015-01-21 10.38"
"2315","413F",943,"White-tailed Deer",1,2015,1,22,11.53,"2015-01-22","Yes",305716,1928611,"2015-01-22 11.53"
"2316","403F",691,"White-tailed Deer",1,2015,1,27,7.25,"2015-01-27","Yes",291689,1929549,"2015-01-27 7.25"
"2317","404F",939,"White-tailed Deer",1,2015,1,30,0.27,"2015-01-30","Yes",304653,1927840,"2015-01-30 0.27"
"2318","403F",892,"White-tailed Deer",1,2015,1,31,7.4,"2015-01-31","Yes",291689,1929549,"2015-01-31 7.40"
"2319","402F",127,"White-tailed Deer",1,2015,2,2,7.28,"2015-02-02","Yes",303762,1927588,"2015-02-02 7.28"
"2320","404F",968,"White-tailed Deer",1,2015,2,4,16.44,"2015-02-04","Yes",304653,1927840,"2015-02-04 16.44"
"2321","404F",1048,"White-tailed Deer",1,2015,2,7,6.37,"2015-02-07","Yes",304653,1927840,"2015-02-07 6.37"
"2322","404F",1068,"White-tailed Deer",1,2015,2,10,14.55,"2015-02-10","Yes",304653,1927840,"2015-02-10 14.55"
"2323","404F",1163,"White-tailed Deer",1,2015,2,13,14.13,"2015-02-13","Yes",304653,1927840,"2015-02-13 14.13"
"2324","404F",1196,"White-tailed Deer",1,2015,2,14,7.56,"2015-02-14","Yes",304653,1927840,"2015-02-14 7.56"
"2325","403F",1162,"White-tailed Deer",1,2015,2,15,17.12,"2015-02-15","Yes",291689,1929549,"2015-02-15 17.12"
"2326","413F",1548,"White-tailed Deer",1,2015,2,17,8.28,"2015-02-17","Yes",305716,1928611,"2015-02-17 8.28"
"2327","412D",19,"White-tipped Dove",1,2014,9,22,8.06,"2014-09-22","No",283343,1933216,"2014-09-22 8.06"
"2328","413D",145,"White-tipped Dove",1,2014,10,10,13.06,"2014-10-10","No",302850,1927087,"2014-10-10 13.06"
"2329","402F",29,"Wood Thrush",1,2014,12,26,14.09,"2014-12-26","No",303762,1927588,"2014-12-26 14.09"
"2330","402F",109,"Wood Thrush",1,2015,1,31,8.54,"2015-01-31","No",303762,1927588,"2015-01-31 8.54"
"2331","506G",460,"Agouti",1,2016,1,2,17.24,"2016-01-02","Yes",292534,1956194,"2016-01-02 17.24"
"2332","506G",589,"Agouti",1,2016,1,4,17.09,"2016-01-04","Yes",292534,1956194,"2016-01-04 17.09"
"2333","510H",370,"Agouti",1,2016,1,6,16.12,"2016-01-06","Yes",282719,1935522.766,"2016-01-06 16.12"
"2334","507H",664,"Agouti",1,2016,1,29,7.05,"2016-01-29","Yes",283483,1934993.94,"2016-01-29 7.05"
"2335","507H",751,"Agouti",1,2016,2,7,6.47,"2016-02-07","Yes",283483,1934993.94,"2016-02-07 6.47"
"2336","507H",813,"Agouti",1,2016,2,11,6.02,"2016-02-11","Yes",283483,1934993.94,"2016-02-11 6.02"
"2337","509H",2326,"Agouti",1,2016,2,11,17.23,"2016-02-11","Yes",283730,1935382.07,"2016-02-11 17.23"
"2338","507H",838,"Agouti",1,2016,2,12,7.59,"2016-02-12","Yes",283483,1934993.94,"2016-02-12 7.59"
"2339","507H",850,"Agouti",1,2016,2,13,11.28,"2016-02-13","Yes",283483,1934993.94,"2016-02-13 11.28"
"2340","507H",895,"Agouti",1,2016,2,16,5.58,"2016-02-16","Yes",283483,1934993.94,"2016-02-16 5.58"
"2341","504C",52,"Agouti",1,2015,4,17,9.46,"2015-04-17","Yes",292789,1954318,"2015-04-17 9.46"
"2342","504C",58,"Agouti",2,2015,4,21,10.04,"2015-04-21","Yes",292789,1954318,"2015-04-21 10.04"
"2343","509C",67,"Agouti",1,2015,5,1,6.36,"2015-05-01","Yes",280114,1935198,"2015-05-01 6.36"
"2344","504C",156,"Agouti",1,2015,5,2,9.54,"2015-05-02","Yes",292789,1954318,"2015-05-02 9.54"
"2345","504C",166,"Agouti",1,2015,5,5,10.24,"2015-05-05","Yes",292789,1954318,"2015-05-05 10.24"
"2346","504C",190,"Agouti",1,2015,5,7,8.55,"2015-05-07","Yes",292789,1954318,"2015-05-07 8.55"
"2347","501C",272,"Agouti",1,2015,5,10,5.52,"2015-05-10","Yes",292447,1954693,"2015-05-10 5.52"
"2348","507C",301,"Agouti",1,2015,5,12,8.12,"2015-05-12","Yes",283656,1935412,"2015-05-12 8.12"
"2349","504C",784,"Agouti",1,2015,5,17,8.16,"2015-05-17","Yes",292789,1954318,"2015-05-17 8.16"
"2350","507C",346,"Agouti",1,2015,5,22,8.22,"2015-05-22","Yes",283656,1935412,"2015-05-22 8.22"
"2351","504C",949,"Agouti",1,2015,5,23,15.34,"2015-05-23","Yes",292789,1954318,"2015-05-23 15.34"
"2352","504C",952,"Agouti",1,2015,5,23,15.59,"2015-05-23","Yes",292789,1954318,"2015-05-23 15.59"
"2353","507C",361,"Agouti",2,2015,5,29,7.13,"2015-05-29","Yes",283656,1935412,"2015-05-29 7.13"
"2354","504D",7,"Agouti",1,2015,6,1,9.04,"2015-06-01","Yes",291590,1956114,"2015-06-01 9.04"
"2355","503D",145,"Agouti",1,2015,6,8,5.21,"2015-06-08","Yes",292559,1958254,"2015-06-08 5.21"
"2356","501D",52,"Agouti",2,2015,6,9,6.44,"2015-06-09","Yes",292588,1957992,"2015-06-09 6.44"
"2357","501D",73,"Agouti",2,2015,6,10,6.58,"2015-06-10","Yes",292588,1957992,"2015-06-10 6.58"
"2358","501D",79,"Agouti",1,2015,6,11,8.14,"2015-06-11","Yes",292588,1957992,"2015-06-11 8.14"
"2359","503D",259,"Agouti",1,2015,6,12,9.31,"2015-06-12","Yes",292559,1958254,"2015-06-12 9.31"
"2360","502D",3314,"Agouti",1,2015,6,15,7.04,"2015-06-15","Yes",291686,1955608,"2015-06-15 7.04"
"2361","501D",91,"Agouti",1,2015,6,18,12.43,"2015-06-18","Yes",292588,1957992,"2015-06-18 12.43"
"2362","501D",94,"Agouti",1,2015,6,20,6.07,"2015-06-20","Yes",292588,1957992,"2015-06-20 6.07"
"2363","502D",3329,"Agouti",1,2015,6,20,5.55,"2015-06-20","Yes",291686,1955608,"2015-06-20 5.55"
"2364","501D",97,"Agouti",1,2015,6,21,7.23,"2015-06-21","Yes",292588,1957992,"2015-06-21 7.23"
"2365","502D",3332,"Agouti",1,2015,6,22,6.07,"2015-06-22","Yes",291686,1955608,"2015-06-22 6.07"
"2366","505D",67,"Agouti",1,2015,6,23,7,"2015-06-23","Yes",290391,1956661,"2015-06-23 7.00"
"2367","504D",67,"Agouti",1,2015,6,25,8.1,"2015-06-25","Yes",291590,1956114,"2015-06-25 8.10"
"2368","503D",454,"Agouti",1,2015,6,26,9.18,"2015-06-26","Yes",292559,1958254,"2015-06-26 9.18"
"2369","502D",3353,"Agouti",1,2015,6,28,6.26,"2015-06-28","Yes",291686,1955608,"2015-06-28 6.26"
"2370","504D",70,"Agouti",1,2015,6,28,6.3,"2015-06-28","Yes",291590,1956114,"2015-06-28 6.30"
"2371","502D",3375,"Agouti",1,2015,7,5,15.17,"2015-07-05","Yes",291686,1955608,"2015-07-05 15.17"
"2372","503D",613,"Agouti",1,2015,7,13,9.3,"2015-07-13","Yes",292559,1958254,"2015-07-13 9.30"
"2373","501D",136,"Agouti",1,2015,7,14,7.14,"2015-07-14","Yes",292588,1957992,"2015-07-14 7.14"
"2374","501D",145,"Agouti",1,2015,7,17,18.3,"2015-07-17","Yes",292588,1957992,"2015-07-17 18.30"
"2375","507E",40,"Agouti",2,2015,8,1,7.56,"2015-08-01","Yes",283482,1934992,"2015-08-01 7.56"
"2376","510E",38,"Agouti",1,2015,8,4,7.59,"2015-08-04","Yes",281670,1934730,"2015-08-04 7.59"
"2377","504E",198,"Agouti",1,2015,8,5,17.27,"2015-08-05","Yes",290567,1955971,"2015-08-05 17.27"
"2378","506E",60,"Agouti",1,2015,8,5,6.29,"2015-08-05","Yes",292491,1955895,"2015-08-05 6.29"
"2379","504E",210,"Agouti",1,2015,8,6,9.14,"2015-08-06","Yes",290567,1955971,"2015-08-06 9.14"
"2380","504E",242,"Agouti",1,2015,8,9,6.21,"2015-08-09","Yes",290567,1955971,"2015-08-09 6.21"
"2381","504E",280,"Agouti",1,2015,8,10,7.43,"2015-08-10","Yes",290567,1955971,"2015-08-10 7.43"
"2382","506E",79,"Agouti",1,2015,8,11,9.12,"2015-08-11","Yes",292491,1955895,"2015-08-11 9.12"
"2383","504E",313,"Agouti",1,2015,8,13,6.2,"2015-08-13","Yes",290567,1955971,"2015-08-13 6.20"
"2384","504E",321,"Agouti",1,2015,8,13,7.57,"2015-08-13","Yes",290567,1955971,"2015-08-13 7.57"
"2385","502E",3466,"Agouti",1,2015,8,15,17.26,"2015-08-15","Yes",290847,1955799,"2015-08-15 17.26"
"2386","506E",110,"Agouti",1,2015,8,15,18.31,"2015-08-15","Yes",292491,1955895,"2015-08-15 18.31"
"2387","506E",136,"Agouti",1,2015,8,19,6.49,"2015-08-19","Yes",292491,1955895,"2015-08-19 6.49"
"2388","507E",338,"Agouti",1,2015,8,24,7.56,"2015-08-24","Yes",283482,1934992,"2015-08-24 7.56"
"2389","506E",238,"Agouti",1,2015,8,30,7.26,"2015-08-30","Yes",292491,1955895,"2015-08-30 7.26"
"2390","504E",805,"Agouti",1,2015,9,12,7.12,"2015-09-12","Yes",290567,1955971,"2015-09-12 7.12"
"2391","506E",346,"Agouti",1,2015,9,15,10.02,"2015-09-15","Yes",292491,1955895,"2015-09-15 10.02"
"2392","512F",8,"Agouti",1,2015,9,16,15.44,"2015-09-16","Yes",281718,1935445,"2015-09-16 15.44"
"2393","512F",10,"Agouti",1,2015,9,16,18,"2015-09-16","Yes",281718,1935445,"2015-09-16 18.00"
"2394","512F",14,"Agouti",1,2015,9,17,9.34,"2015-09-17","Yes",281718,1935445,"2015-09-17 9.34"
"2395","504F",24,"Agouti",1,2015,9,18,7.06,"2015-09-18","Yes",289314,1956370,"2015-09-18 7.06"
"2396","512F",48,"Agouti",1,2015,9,21,14.43,"2015-09-21","Yes",281718,1935445,"2015-09-21 14.43"
"2397","504F",335,"Agouti",1,2015,9,24,7.36,"2015-09-24","Yes",289314,1956370,"2015-09-24 7.36"
"2398","512F",120,"Agouti",1,2015,10,13,17.49,"2015-10-13","Yes",281718,1935445,"2015-10-13 17.49"
"2399","505F",68,"Agouti",1,2015,10,16,11.25,"2015-10-16","Yes",290310,1956304,"2015-10-16 11.25"
"2400","505F",70,"Agouti",1,2015,10,17,6.3,"2015-10-17","Yes",290310,1956304,"2015-10-17 6.30"
"2401","505F",76,"Agouti",1,2015,10,17,16.14,"2015-10-17","Yes",290310,1956304,"2015-10-17 16.14"
"2402","512F",121,"Agouti",1,2015,10,19,7.51,"2015-10-19","Yes",281718,1935445,"2015-10-19 7.51"
"2403","501F",178,"Agouti",1,2015,11,1,7.31,"2015-11-01","Yes",292314,1958107,"2015-11-01 7.31"
"2404","501F",182,"Agouti",1,2015,11,1,8.28,"2015-11-01","Yes",292314,1958107,"2015-11-01 8.28"
"2405","506G",16,"Agouti",1,2015,11,10,6.55,"2015-11-10","Yes",292534,1956194,"2015-11-10 6.55"
"2406","506G",121,"Agouti",1,2015,11,12,7.34,"2015-11-12","Yes",292534,1956194,"2015-11-12 7.34"
"2407","505G",19,"Agouti",1,2015,11,14,7.22,"2015-11-14","Yes",291021,1956145,"2015-11-14 7.22"
"2408","506G",175,"Agouti",1,2015,11,17,7.38,"2015-11-17","Yes",292534,1956194,"2015-11-17 7.38"
"2409","506G",187,"Agouti",1,2015,11,19,7.57,"2015-11-19","Yes",292534,1956194,"2015-11-19 7.57"
"2410","505G",37,"Agouti",1,2015,11,23,6.26,"2015-11-23","Yes",291021,1956145,"2015-11-23 6.26"
"2411","505G",55,"Agouti",1,2015,11,27,6.23,"2015-11-27","Yes",291021,1956145,"2015-11-27 6.23"
"2412","506G",250,"Agouti",1,2015,11,28,8.57,"2015-11-28","Yes",292534,1956194,"2015-11-28 8.57"
"2413","507H",19,"Agouti",1,2015,12,1,4.22,"2015-12-01","Yes",283483,1934993.94,"2015-12-01 4.22"
"2414","506G",280,"Agouti",1,2015,12,2,12.38,"2015-12-02","Yes",292534,1956194,"2015-12-02 12.38"
"2415","507H",34,"Agouti",1,2015,12,2,4.21,"2015-12-02","Yes",283483,1934993.94,"2015-12-02 4.21"
"2416","506G",295,"Agouti",1,2015,12,5,6.44,"2015-12-05","Yes",292534,1956194,"2015-12-05 6.44"
"2417","506G",304,"Agouti",1,2015,12,5,9.07,"2015-12-05","Yes",292534,1956194,"2015-12-05 9.07"
"2418","506G",310,"Agouti",1,2015,12,6,17.19,"2015-12-06","Yes",292534,1956194,"2015-12-06 17.19"
"2419","506G",331,"Agouti",1,2015,12,8,7.12,"2015-12-08","Yes",292534,1956194,"2015-12-08 7.12"
"2420","506G",340,"Agouti",1,2015,12,8,16.27,"2015-12-08","Yes",292534,1956194,"2015-12-08 16.27"
"2421","505G",97,"Agouti",1,2015,12,9,7.05,"2015-12-09","Yes",291021,1956145,"2015-12-09 7.05"
"2422","506G",343,"Agouti",1,2015,12,9,7.18,"2015-12-09","Yes",292534,1956194,"2015-12-09 7.18"
"2423","506G",364,"Agouti",1,2015,12,12,15.28,"2015-12-12","Yes",292534,1956194,"2015-12-12 15.28"
"2424","506G",370,"Agouti",1,2015,12,13,9.35,"2015-12-13","Yes",292534,1956194,"2015-12-13 9.35"
"2425","507H",223,"Agouti",1,2016,12,14,6.29,"2015-12-14","Yes",283483,1934993.94,"2015-12-14 6.29"
"2426","505G",175,"Agouti",1,2015,12,23,8.18,"2015-12-23","Yes",291021,1956145,"2015-12-23 8.18"
"2427","506G",430,"Agouti",1,2015,12,23,9.16,"2015-12-23","Yes",292534,1956194,"2015-12-23 9.16"
"2428","505G",187,"Agouti",1,2015,12,24,6.46,"2015-12-24","Yes",291021,1956145,"2015-12-24 6.46"
"2429","505G",208,"Agouti",1,2015,12,31,8.08,"2015-12-31","Yes",291021,1956145,"2015-12-31 8.08"
"2430","503G",33,"Bare-throated Tiger Heron",1,2015,12,17,15.1,"2015-12-17","No",291304,1957372,"2015-12-17 15.10"
"2431","503E",751,"Birds",2,2015,9,11,17.45,"2015-09-11","No",291322,1957347,"2015-09-11 17.45"
"2432","505G",226,"Black-faced Ant Thrush",1,2016,1,1,8.09,"2016-01-01","No",291021,1956145,"2016-01-01 8.09"
"2433","503D",241,"Black-faced Ant Thrush",1,2015,6,11,14.55,"2015-06-11","No",292559,1958254,"2015-06-11 14.55"
"2434","503D",826,"Black-faced Ant Thrush",1,2015,7,21,14.38,"2015-07-21","No",292559,1958254,"2015-07-21 14.38"
"2435","503D",836,"Black-faced Ant Thrush",2,2015,7,21,18.35,"2015-07-21","No",292559,1958254,"2015-07-21 18.35"
"2436","503D",841,"Black-faced Ant Thrush",1,2015,7,22,5.4,"2015-07-22","No",292559,1958254,"2015-07-22 5.40"
"2437","503D",892,"Black-faced Ant Thrush",1,2015,7,22,18.15,"2015-07-22","No",292559,1958254,"2015-07-22 18.15"
"2438","503D",901,"Black-faced Ant Thrush",1,2015,7,23,5.31,"2015-07-23","No",292559,1958254,"2015-07-23 5.31"
"2439","503D",920,"Black-faced Ant Thrush",2,2015,7,23,18.07,"2015-07-23","No",292559,1958254,"2015-07-23 18.07"
"2440","503D",967,"Black-faced Ant Thrush",1,2015,7,25,5.35,"2015-07-25","No",292559,1958254,"2015-07-25 5.35"
"2441","503D",16,"Black-faced Ant Thrush",1,2015,7,26,18.16,"2015-07-26","No",292559,1958254,"2015-07-26 18.16"
"2442","503D",982,"Black-faced Ant Thrush",1,2015,7,26,5.44,"2015-07-26","No",292559,1958254,"2015-07-26 5.44"
"2443","503D",85,"Black-faced Ant Thrush",1,2015,7,28,17.3,"2015-07-28","No",292559,1958254,"2015-07-28 17.30"
"2444","501F",164,"Blue Ground Dove",1,2015,10,25,12.42,"2015-10-25","No",292314,1958107,"2015-10-25 12.42"
"2445","503D",784,"Blue Ground Dove",1,2015,7,19,14.19,"2015-07-19","No",292559,1958254,"2015-07-19 14.19"
"2446","503D",910,"Blue Ground Dove",1,2015,7,23,15.39,"2015-07-23","No",292559,1958254,"2015-07-23 15.39"
"2447","507H",1009,"Clay coloured Thrush",1,2016,2,24,9.3,"2016-02-24","No",283483,1934993.94,"2016-02-24 9.30"
"2448","507H",1073,"Clay coloured Thrush",1,2016,3,1,5.54,"2016-03-01","No",283483,1934993.94,"2016-03-01 5.54"
"2449","512E",815,"Collared Peccary",1,2015,8,8,8.06,"2015-08-08","Yes",282178,1935684,"2015-08-08 8.06"
"2450","510D",112,"Collared Peccary",2,2015,6,30,9.34,"2015-06-30","Yes",282702,1935595,"2015-06-30 9.34"
"2451","510D",130,"Collared Peccary",1,2015,7,8,8,"2015-07-08","Yes",282702,1935595,"2015-07-08 8.00"
"2452","504F",781,"Collared Peccary",11,2015,10,3,7.18,"2015-10-03","Yes",289314,1956370,"2015-10-03 7.18"
"2453","507H",667,"Crested Guan",1,2016,1,29,7.5,"2016-01-29","No",283483,1934993.94,"2016-01-29 7.50"
"2454","507H",712,"Crested Guan",2,2016,2,3,6.5,"2016-02-03","No",283483,1934993.94,"2016-02-03 6.50"
