site,Location,Cam.nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour,Hour_BERDS,Comment,Camera.Brand,Brand,obsdate,Last_Record_clean,Date.Placement,Date.Removed,Functioning.,visit,Mammal,Days,date_time_obs
409B,Yalbac409B,409,B,283090,1934101,42,Great Curassow,1,2014,5,2,12.04,12,female,Moultrie,Moultry,5/2/2014,5/29/2014,4/23/2014,5/28/2014,,10,No,35,2014-05-02 12.04
410B,Yalbac410B,410,B,282304,1934085,53,Great Curassow,1,2014,5,2,14.49,14.5,female,Moultrie,Moultry,5/2/2014,5/29/2014,4/23/2014,5/28/2014,,10,No,35,2014-05-02 14.49
412B,Yalbac412B,412,B,283420,1931719,134,Great Curassow,1,2014,5,2,16.35,16.5,female,HCO ScoutGuard,Scoutguard,5/2/2014,5/29/2014,4/23/2014,5/28/2014,,10,No,35,2014-05-02 16.35
405B,Yalbac405B,405,B,283454,1932033,181,Great Curassow,1,2014,5,3,6.44,6.5,female,Moultrie,Moultry,5/3/2014,5/29/2014,4/23/2014,5/28/2014,,11,No,35,2014-05-03 6.44
405B,Yalbac405B,405,B,283454,1932033,202,Great Curassow,2,2014,5,3,9.32,9.5,male and female,Moultrie,Moultry,5/3/2014,5/29/2014,4/23/2014,5/28/2014,,11,No,35,2014-05-03 9.32
409B,Yalbac409B,409,B,283090,1934101,47,Great Curassow,1,2014,5,4,9.38,9.5,male,Moultrie,Moultry,5/4/2014,5/29/2014,4/23/2014,5/28/2014,,12,No,35,2014-05-04 9.38
405B,Yalbac405B,405,B,283454,1932033,225,Great Curassow,1,2014,5,5,5.31,5.5,male,Moultrie,Moultry,5/5/2014,5/29/2014,4/23/2014,5/28/2014,,13,No,35,2014-05-05 5.31
405B,Yalbac405B,405,B,283454,1932033,230,Great Curassow,1,2014,5,5,5.34,5.5,female,Moultrie,Moultry,5/5/2014,5/29/2014,4/23/2014,5/28/2014,,13,No,35,2014-05-05 5.34
405B,Yalbac405B,405,B,283454,1932033,236,Great Curassow,1,2014,5,5,11.38,11.5,male,Moultrie,Moultry,5/5/2014,5/29/2014,4/23/2014,5/28/2014,,13,No,35,2014-05-05 11.38
405B,Yalbac405B,405,B,283454,1932033,240,Great Curassow,1,2014,5,5,11.4,11.5,female,Moultrie,Moultry,5/5/2014,5/29/2014,4/23/2014,5/28/2014,,13,No,35,2014-05-05 11.40
403B,Yalbac403B,403,B,291227,1926257,48,Great Curassow,1,2014,5,6,9.58,9.5,female,Bushnell,Bushnell,5/6/2014,5/28/2014,4/23/2014,5/28/2014,,14,No,28,2014-05-06 9.58
405B,Yalbac405B,405,B,283454,1932033,249,Great Curassow,1,2014,5,6,7.54,7.5,male,Moultrie,Moultry,5/6/2014,5/29/2014,4/23/2014,5/28/2014,,14,No,35,2014-05-06 7.54
405B,Yalbac405B,405,B,283454,1932033,250,Great Curassow,1,2014,5,6,7.56,7.5,female,Moultrie,Moultry,5/6/2014,5/29/2014,4/23/2014,5/28/2014,,14,No,35,2014-05-06 7.56
405B,Yalbac405B,405,B,283454,1932033,256,Great Curassow,1,2014,5,6,8.23,8,,Moultrie,Moultry,5/6/2014,5/29/2014,4/23/2014,5/28/2014,,14,No,35,2014-05-06 8.23
412B,Yalbac412B,412,B,283420,1931719,156,Great Curassow,1,2014,5,6,6.04,6,female,HCO ScoutGuard,Scoutguard,5/6/2014,5/29/2014,4/23/2014,5/28/2014,,14,No,35,2014-05-06 6.04
405B,Yalbac405B,405,B,283454,1932033,268,Great Curassow,1,2014,5,7,17.22,17,female,Moultrie,Moultry,5/7/2014,5/29/2014,4/23/2014,5/28/2014,,15,No,35,2014-05-07 17.22
412B,Yalbac412B,412,B,283420,1931719,201,Great Curassow,1,2014,5,7,14.41,14.5,male,HCO ScoutGuard,Scoutguard,5/7/2014,5/29/2014,4/23/2014,5/28/2014,,15,No,35,2014-05-07 14.41
412B,Yalbac412B,412,B,283420,1931719,204,Great Curassow,1,2014,5,7,14.42,14.5,female,HCO ScoutGuard,Scoutguard,5/7/2014,5/29/2014,4/23/2014,5/28/2014,,15,No,35,2014-05-07 14.42
405B,Yalbac405B,405,B,283454,1932033,274,Great Curassow,1,2014,5,8,6.35,6.5,female,Moultrie,Moultry,5/8/2014,5/29/2014,4/23/2014,5/28/2014,,16,No,35,2014-05-08 6.35
405B,Yalbac405B,405,B,283454,1932033,277,Great Curassow,1,2014,5,8,6.45,6.5,male,Moultrie,Moultry,5/8/2014,5/29/2014,4/23/2014,5/28/2014,,16,No,35,2014-05-08 6.45
405B,Yalbac405B,405,B,283454,1932033,280,Great Curassow,1,2014,5,9,9.21,9,male,Moultrie,Moultry,5/9/2014,5/29/2014,4/23/2014,5/28/2014,,17,No,35,2014-05-09 9.21
405B,Yalbac405B,405,B,283454,1932033,284,Great Curassow,2,2014,5,9,12.1,12,male and female,Moultrie,Moultry,5/9/2014,5/29/2014,4/23/2014,5/28/2014,,17,No,35,2014-05-09 12.10
405B,Yalbac405B,405,B,283454,1932033,286,Great Curassow,1,2014,5,10,6.33,6.5,female,Moultrie,Moultry,5/10/2014,5/29/2014,4/23/2014,5/28/2014,,18,No,35,2014-05-10 6.33
405B,Yalbac405B,405,B,283454,1932033,289,Great Curassow,1,2014,5,10,6.34,6.5,male,Moultrie,Moultry,5/10/2014,5/29/2014,4/23/2014,5/28/2014,,18,No,35,2014-05-10 6.34
403B,Yalbac403B,403,B,291227,1926257,71,Great Curassow,1,2014,5,11,14.46,14.5,female,Bushnell,Bushnell,5/11/2014,5/28/2014,4/23/2014,5/28/2014,,19,No,28,2014-05-11 14.46
405B,Yalbac405B,405,B,283454,1932033,294,Great Curassow,2,2014,5,11,11.54,11.5,male and female,Moultrie,Moultry,5/11/2014,5/29/2014,4/23/2014,5/28/2014,,19,No,35,2014-05-11 11.54
412B,Yalbac412B,412,B,283420,1931719,218,Great Curassow,1,2014,5,11,9.26,9,female,HCO ScoutGuard,Scoutguard,5/11/2014,5/29/2014,4/23/2014,5/28/2014,,19,No,35,2014-05-11 9.26
403B,Yalbac403B,403,B,291227,1926257,81,Great Curassow,1,2014,5,13,17.1,17,female,Bushnell,Bushnell,5/13/2014,5/28/2014,4/23/2014,5/28/2014,,21,No,28,2014-05-13 17.10
403B,Yalbac403B,403,B,291227,1926257,93,Great Curassow,1,2014,5,15,7.2,7,male,Bushnell,Bushnell,5/15/2014,5/28/2014,4/23/2014,5/28/2014,,23,No,28,2014-05-15 7.20
403B,Yalbac403B,403,B,291227,1926257,114,Great Curassow,1,2014,5,16,10.19,10,female,Bushnell,Bushnell,5/16/2014,5/28/2014,4/23/2014,5/28/2014,,24,No,28,2014-05-16 10.19
403B,Yalbac403B,403,B,291227,1926257,118,Great Curassow,1,2014,5,20,8.11,8,female,Bushnell,Bushnell,5/20/2014,5/28/2014,4/23/2014,5/28/2014,,28,No,28,2014-05-20 8.11
403B,Yalbac403B,403,B,291227,1926257,127,Great Curassow,1,2014,5,20,14.51,14.5,female,Bushnell,Bushnell,5/20/2014,5/28/2014,4/23/2014,5/28/2014,,28,No,28,2014-05-20 14.51
403B,Yalbac403B,403,B,291227,1926257,144,Great Curassow,1,2014,5,21,16.46,16.5,female,Bushnell,Bushnell,5/21/2014,5/28/2014,4/23/2014,5/28/2014,,29,No,28,2014-05-21 16.46
405B,Yalbac405B,405,B,283454,1932033,333,Great Curassow,1,2014,5,24,16.45,16.5,female,Moultrie,Moultry,5/24/2014,5/29/2014,4/23/2014,5/28/2014,,32,No,35,2014-05-24 16.45
409B,Yalbac409B,409,B,283090,1934101,124,Great Curassow,1,2014,5,25,7.16,7,male,Moultrie,Moultry,5/25/2014,5/29/2014,4/23/2014,5/28/2014,,33,No,35,2014-05-25 7.16
403B,Yalbac403B,403,B,291227,1926257,166,Great Curassow,1,2014,5,26,14.49,14.5,female,Bushnell,Bushnell,5/26/2014,5/28/2014,4/23/2014,5/28/2014,,34,No,28,2014-05-26 14.49
405B,Yalbac405B,405,B,283454,1932033,346,Great Curassow,2,2014,5,28,7,7,male and female,Moultrie,Moultry,5/28/2014,5/29/2014,4/23/2014,5/28/2014,,36,No,35,2014-05-28 7.00
405B,Yalbac405B,405,B,283454,1932033,350,Great Curassow,1,2014,5,28,7.1,7,female,Moultrie,Moultry,5/28/2014,5/29/2014,4/23/2014,5/28/2014,,36,No,35,2014-05-28 7.10
411C,Yalbac411C,411,C,283393,1933215,27,Great Curassow,1,2014,5,28,17.01,17,male,HCO ScoutGuard,Scoutguard,5/28/2014,7/16/2014,5/28/2014,7/18/2014,,1,No,48,2014-05-28 17.01
408C,Yalbac408C,408,C,283344,1933425,13,Great Curassow,1,2014,5,29,7.54,7.5,female,HCO ScoutGuard,Scoutguard,5/29/2014,7/18/2014,5/28/2014,7/18/2014,,2,No,48,2014-05-29 7.54
411C,Yalbac411C,411,C,283393,1933215,30,Great Curassow,1,2014,5,29,5.44,5.5,male,HCO ScoutGuard,Scoutguard,5/29/2014,7/16/2014,5/28/2014,7/18/2014,,2,No,48,2014-05-29 5.44
411C,Yalbac411C,411,C,283393,1933215,34,Great Curassow,1,2014,5,29,7.19,7,male,HCO ScoutGuard,Scoutguard,5/29/2014,7/16/2014,5/28/2014,7/18/2014,,2,No,48,2014-05-29 7.19
405C,Yalbac405C,405,C,283406,1933798,16,Great Curassow,1,2014,5,30,14.12,14,female,Moultrie,Moultry,5/30/2014,7/16/2014,5/28/2014,7/18/2014,,3,No,48,2014-05-30 14.12
410C,Yalbac410C,410,C,286612,1934360,1,Great Curassow,1,2014,5,30,8.19,8,female,Moultrie,Moultry,5/30/2014,7/18/2014,5/28/2014,7/18/2014,,3,No,50,2014-05-30 8.19
410C,Yalbac410C,410,C,286612,1934360,5,Great Curassow,2,2014,5,30,11.29,11,male and female,Moultrie,Moultry,5/30/2014,7/18/2014,5/28/2014,7/18/2014,,3,No,50,2014-05-30 11.29
412C,Yalbac412C,412,C,282701,1934210,17,Great Curassow,1,2014,5,30,14.38,14.5,male,HCO ScoutGuard,Scoutguard,5/30/2014,7/17/2014,5/28/2014,7/18/2014,,3,No,48,2014-05-30 14.38
405C,Yalbac405C,405,C,283406,1933798,28,Great Curassow,1,2014,5,31,8.47,8.5,male,Moultrie,Moultry,5/31/2014,7/16/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 8.47
408C,Yalbac408C,408,C,283344,1933425,33,Great Curassow,1,2014,5,31,7.32,7.5,female,HCO ScoutGuard,Scoutguard,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 7.32
408C,Yalbac408C,408,C,283344,1933425,36,Great Curassow,1,2014,5,31,8.14,8,male,HCO ScoutGuard,Scoutguard,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 8.14
408C,Yalbac408C,408,C,283344,1933425,42,Great Curassow,1,2014,5,31,11.07,11,male,HCO ScoutGuard,Scoutguard,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 11.07
408C,Yalbac408C,408,C,283344,1933425,49,Great Curassow,2,2014,5,31,13.06,13,1 chick 1 female,HCO ScoutGuard,Scoutguard,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 13.06
410C,Yalbac410C,410,C,286612,1934360,25,Great Curassow,1,2014,5,31,7.42,7.5,male,Moultrie,Moultry,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,No,50,2014-05-31 7.42
411C,Yalbac411C,411,C,283393,1933215,39,Great Curassow,1,2014,5,31,7.5,7.5,female,HCO ScoutGuard,Scoutguard,5/31/2014,7/16/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 7.50
411C,Yalbac411C,411,C,283393,1933215,45,Great Curassow,1,2014,5,31,15.06,15,female,HCO ScoutGuard,Scoutguard,5/31/2014,7/16/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 15.06
412C,Yalbac412C,412,C,282701,1934210,21,Great Curassow,1,2014,5,31,13.26,13,male,HCO ScoutGuard,Scoutguard,5/31/2014,7/17/2014,5/28/2014,7/18/2014,,4,No,48,2014-05-31 13.26
406C,Yalbac406C,406,C,283359,1934195,35,Great Curassow,1,2014,6,1,12.23,12,,Bushnell,Bushnell,6/1/2014,7/14/2014,5/28/2014,7/18/2014,,5,No,45,2014-06-01 12.23
408C,Yalbac408C,408,C,283344,1933425,58,Great Curassow,1,2014,6,1,8.4,8.5,,HCO ScoutGuard,Scoutguard,6/1/2014,7/18/2014,5/28/2014,7/18/2014,,5,No,48,2014-06-01 8.40
408C,Yalbac408C,408,C,283344,1933425,60,Great Curassow,1,2014,6,1,11.54,11.5,female,HCO ScoutGuard,Scoutguard,6/1/2014,7/18/2014,5/28/2014,7/18/2014,,5,No,48,2014-06-01 11.54
412C,Yalbac412C,412,C,282701,1934210,22,Great Curassow,1,2014,6,1,11.44,11.5,male,HCO ScoutGuard,Scoutguard,6/1/2014,7/17/2014,5/28/2014,7/18/2014,,5,No,48,2014-06-01 11.44
405C,Yalbac405C,405,C,283406,1933798,47,Great Curassow,1,2014,6,2,14.09,14,male,Moultrie,Moultry,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 14.09
408C,Yalbac408C,408,C,283344,1933425,67,Great Curassow,1,2014,6,2,13.5,13.5,female,HCO ScoutGuard,Scoutguard,6/2/2014,7/18/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 13.50
408C,Yalbac408C,408,C,283344,1933425,68,Great Curassow,1,2014,6,2,15.51,15.51,female,HCO ScoutGuard,Scoutguard,6/2/2014,7/18/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 15.51
411C,Yalbac411C,411,C,283393,1933215,50,Great Curassow,1,2014,6,2,14,14,female,HCO ScoutGuard,Scoutguard,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 14.00
411C,Yalbac411C,411,C,283393,1933215,51,Great Curassow,1,2014,6,2,15.44,15.5,female,HCO ScoutGuard,Scoutguard,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 15.44
412C,Yalbac412C,412,C,282701,1934210,26,Great Curassow,1,2014,6,2,9.45,9.5,male,HCO ScoutGuard,Scoutguard,6/2/2014,7/17/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 9.45
403C,Yalbac403C,403,C,290976,1926510,14,Great Curassow,1,2014,6,3,17.47,17.5,female,Bushnell,Bushnell,6/3/2014,7/28/2014,5/28/2014,7/18/2014,,7,No,60,2014-06-03 17.47
408C,Yalbac408C,408,C,283344,1933425,73,Great Curassow,1,2014,6,3,9.09,9,female,HCO ScoutGuard,Scoutguard,6/3/2014,7/18/2014,5/28/2014,7/18/2014,,7,No,48,2014-06-03 9.09
410C,Yalbac410C,410,C,286612,1934360,47,Great Curassow,1,2014,6,3,6.47,6.5,female,Moultrie,Moultry,6/3/2014,7/18/2014,5/28/2014,7/18/2014,,7,No,50,2014-06-03 6.47
410C,Yalbac410C,410,C,286612,1934360,67,Great Curassow,2,2014,6,3,7.12,7,male and female,Moultrie,Moultry,6/3/2014,7/18/2014,5/28/2014,7/18/2014,,7,No,50,2014-06-03 7.12
412C,Yalbac412C,412,C,282701,1934210,29,Great Curassow,1,2014,6,3,9.27,9,male,HCO ScoutGuard,Scoutguard,6/3/2014,7/17/2014,5/28/2014,7/18/2014,,7,No,48,2014-06-03 9.27
403C,Yalbac403C,403,C,290976,1926510,39,Great Curassow,2,2014,6,5,18.18,18,1 chick and a female,Bushnell,Bushnell,6/5/2014,7/28/2014,5/28/2014,7/18/2014,,9,No,60,2014-06-05 18.18
405C,Yalbac405C,405,C,283406,1933798,63,Great Curassow,1,2014,6,5,11.18,11,male,Moultrie,Moultry,6/5/2014,7/16/2014,5/28/2014,7/18/2014,,9,No,48,2014-06-05 11.18
408C,Yalbac408C,408,C,283344,1933425,96,Great Curassow,1,2014,6,5,15.5,15.5,,HCO ScoutGuard,Scoutguard,6/5/2014,7/18/2014,5/28/2014,7/18/2014,,9,No,48,2014-06-05 15.50
411C,Yalbac411C,411,C,283393,1933215,53,Great Curassow,1,2014,6,5,17.17,17,female,HCO ScoutGuard,Scoutguard,6/5/2014,7/16/2014,5/28/2014,7/18/2014,,9,No,48,2014-06-05 17.17
403C,Yalbac403C,403,C,290976,1926510,40,Great Curassow,2,2014,6,6,6.19,6,1 chick and a female,Bushnell,Bushnell,6/6/2014,7/28/2014,5/28/2014,7/18/2014,,10,No,60,2014-06-06 6.19
408C,Yalbac408C,408,C,283344,1933425,100,Great Curassow,1,2014,6,6,9.2,9,female,HCO ScoutGuard,Scoutguard,6/6/2014,7/18/2014,5/28/2014,7/18/2014,,10,No,48,2014-06-06 9.20
403C,Yalbac403C,403,C,290976,1926510,67,Great Curassow,2,2014,6,7,6.48,6.5,1 chick and a female,Bushnell,Bushnell,6/7/2014,7/28/2014,5/28/2014,7/18/2014,,11,No,60,2014-06-07 6.48
408C,Yalbac408C,408,C,283344,1933425,120,Great Curassow,1,2014,6,7,12.22,12,male,HCO ScoutGuard,Scoutguard,6/7/2014,7/18/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 12.22
408C,Yalbac408C,408,C,283344,1933425,122,Great Curassow,1,2014,6,7,13.27,13,female,HCO ScoutGuard,Scoutguard,6/7/2014,7/18/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 13.27
408C,Yalbac408C,408,C,283344,1933425,125,Great Curassow,1,2014,6,7,15.53,15.5,female,HCO ScoutGuard,Scoutguard,6/7/2014,7/18/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 15.53
408C,Yalbac408C,408,C,283344,1933425,128,Great Curassow,1,2014,6,7,16.3,16.3,male,HCO ScoutGuard,Scoutguard,6/7/2014,7/18/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 16.30
408C,Yalbac408C,408,C,283344,1933425,130,Great Curassow,1,2014,6,7,7.01,7,female,HCO ScoutGuard,Scoutguard,6/7/2014,7/18/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 7.01
411C,Yalbac411C,411,C,283393,1933215,56,Great Curassow,1,2014,6,7,13.51,13.5,female,HCO ScoutGuard,Scoutguard,6/7/2014,7/16/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 13.51
412C,Yalbac412C,412,C,282701,1934210,36,Great Curassow,1,2014,6,7,13.21,13,male,HCO ScoutGuard,Scoutguard,6/7/2014,7/17/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 13.21
403C,Yalbac403C,403,C,290976,1926510,75,Great Curassow,2,2014,6,8,6.25,6,2 chich and a female,Bushnell,Bushnell,6/8/2014,7/28/2014,5/28/2014,7/18/2014,,12,No,60,2014-06-08 6.25
403C,Yalbac403C,403,C,290976,1926510,87,Great Curassow,1,2014,6,8,17.44,17.5,female,Bushnell,Bushnell,6/8/2014,7/28/2014,5/28/2014,7/18/2014,,12,No,60,2014-06-08 17.44
408C,Yalbac408C,408,C,283344,1933425,139,Great Curassow,1,2014,6,8,15.31,15.5,male,HCO ScoutGuard,Scoutguard,6/8/2014,7/18/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 15.31
408C,Yalbac408C,408,C,283344,1933425,140,Great Curassow,1,2014,6,8,17.24,17,female,HCO ScoutGuard,Scoutguard,6/8/2014,7/18/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 17.24
411C,Yalbac411C,411,C,283393,1933215,62,Great Curassow,1,2014,6,8,6.02,6,female,HCO ScoutGuard,Scoutguard,6/8/2014,7/16/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 6.02
411C,Yalbac411C,411,C,283393,1933215,66,Great Curassow,1,2014,6,8,15.04,15,male,HCO ScoutGuard,Scoutguard,6/8/2014,7/16/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 15.04
412C,Yalbac412C,412,C,282701,1934210,39,Great Curassow,1,2014,6,8,12.2,12,male,HCO ScoutGuard,Scoutguard,6/8/2014,7/17/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 12.20
403C,Yalbac403C,403,C,290976,1926510,93,Great Curassow,2,2014,6,9,17.5,17.5,1 chick and a female,Bushnell,Bushnell,6/9/2014,7/28/2014,5/28/2014,7/18/2014,,13,No,60,2014-06-09 17.50
406C,Yalbac406C,406,C,283359,1934195,56,Great Curassow,1,2014,6,9,8.01,8,female,Bushnell,Bushnell,6/9/2014,7/14/2014,5/28/2014,7/18/2014,,13,No,45,2014-06-09 8.01
408C,Yalbac408C,408,C,283344,1933425,144,Great Curassow,1,2014,6,9,14.09,14,female,HCO ScoutGuard,Scoutguard,6/9/2014,7/18/2014,5/28/2014,7/18/2014,,13,No,48,2014-06-09 14.09
410C,Yalbac410C,410,C,286612,1934360,129,Great Curassow,1,2014,6,9,7.21,7,male,Moultrie,Moultry,6/9/2014,7/18/2014,5/28/2014,7/18/2014,,13,No,50,2014-06-09 7.21
410C,Yalbac410C,410,C,286612,1934360,131,Great Curassow,1,2014,6,9,7.21,7,female,Moultrie,Moultry,6/9/2014,7/18/2014,5/28/2014,7/18/2014,,13,No,50,2014-06-09 7.21
412C,Yalbac412C,412,C,282701,1934210,43,Great Curassow,1,2014,6,9,6.01,6,male,HCO ScoutGuard,Scoutguard,6/9/2014,7/17/2014,5/28/2014,7/18/2014,,13,No,48,2014-06-09 6.01
412C,Yalbac412C,412,C,282701,1934210,45,Great Curassow,1,2014,6,9,9.45,9.5,male,HCO ScoutGuard,Scoutguard,6/9/2014,7/17/2014,5/28/2014,7/18/2014,,13,No,48,2014-06-09 9.45
403C,Yalbac403C,403,C,290976,1926510,100,Great Curassow,2,2014,6,10,17.47,17.5,1 chick and a female,Bushnell,Bushnell,6/10/2014,7/28/2014,5/28/2014,7/18/2014,,14,No,60,2014-06-10 17.47
408C,Yalbac408C,408,C,283344,1933425,148,Great Curassow,1,2014,6,11,10.14,10,female,HCO ScoutGuard,Scoutguard,6/11/2014,7/18/2014,5/28/2014,7/18/2014,,15,No,48,2014-06-11 10.14
408C,Yalbac408C,408,C,283344,1933425,150,Great Curassow,1,2014,6,11,12.02,12,female,HCO ScoutGuard,Scoutguard,6/11/2014,7/18/2014,5/28/2014,7/18/2014,,15,No,48,2014-06-11 12.02
410C,Yalbac410C,410,C,286612,1934360,162,Great Curassow,1,2014,6,11,17.37,17.5,male,Moultrie,Moultry,6/11/2014,7/18/2014,5/28/2014,7/18/2014,,15,No,50,2014-06-11 17.37
410C,Yalbac410C,410,C,286612,1934360,163,Great Curassow,1,2014,6,11,17.38,17.5,female,Moultrie,Moultry,6/11/2014,7/18/2014,5/28/2014,7/18/2014,,15,No,50,2014-06-11 17.38
403C,Yalbac403C,403,C,290976,1926510,108,Great Curassow,2,2014,6,12,5.48,5.5,1 chick and a female,Bushnell,Bushnell,6/12/2014,7/28/2014,5/28/2014,7/18/2014,,16,No,60,2014-06-12 5.48
405C,Yalbac405C,405,C,283406,1933798,116,Great Curassow,1,2014,6,12,8.59,8.5,female,Moultrie,Moultry,6/12/2014,7/16/2014,5/28/2014,7/18/2014,,16,No,48,2014-06-12 8.59
410C,Yalbac410C,410,C,286612,1934360,166,Great Curassow,1,2014,6,12,5.53,5.5,female,Moultrie,Moultry,6/12/2014,7/18/2014,5/28/2014,7/18/2014,,16,No,50,2014-06-12 5.53
410C,Yalbac410C,410,C,286612,1934360,172,Great Curassow,1,2014,6,12,6.02,6,male,Moultrie,Moultry,6/12/2014,7/18/2014,5/28/2014,7/18/2014,,16,No,50,2014-06-12 6.02
412C,Yalbac412C,412,C,282701,1934210,49,Great Curassow,1,2014,6,12,10.4,10.5,male,HCO ScoutGuard,Scoutguard,6/12/2014,7/17/2014,5/28/2014,7/18/2014,,16,No,48,2014-06-12 10.40
408C,Yalbac408C,408,C,283344,1933425,155,Great Curassow,1,2014,6,13,7.55,7.5,male,HCO ScoutGuard,Scoutguard,6/13/2014,7/18/2014,5/28/2014,7/18/2014,,17,No,48,2014-06-13 7.55
403C,Yalbac403C,403,C,290976,1926510,126,Great Curassow,2,2014,6,14,5.31,5.5,1 chick and a female,Bushnell,Bushnell,6/14/2014,7/28/2014,5/28/2014,7/18/2014,,18,No,60,2014-06-14 5.31
403C,Yalbac403C,403,C,290976,1926510,135,Great Curassow,1,2014,6,14,17.43,17.5,female,Bushnell,Bushnell,6/14/2014,7/28/2014,5/28/2014,7/18/2014,,18,No,60,2014-06-14 17.43
405C,Yalbac405C,405,C,283406,1933798,137,Great Curassow,1,2014,6,15,9.33,9.5,male,Moultrie,Moultry,6/15/2014,7/16/2014,5/28/2014,7/18/2014,,19,No,48,2014-06-15 9.33
408C,Yalbac408C,408,C,283344,1933425,165,Great Curassow,1,2014,6,16,8.59,8.5,male,HCO ScoutGuard,Scoutguard,6/16/2014,7/18/2014,5/28/2014,7/18/2014,,20,No,48,2014-06-16 8.59
412C,Yalbac412C,412,C,282701,1934210,57,Great Curassow,1,2014,6,16,17.17,17,,HCO ScoutGuard,Scoutguard,6/16/2014,7/17/2014,5/28/2014,7/18/2014,,20,No,48,2014-06-16 17.17
412C,Yalbac412C,412,C,282701,1934210,60,Great Curassow,1,2014,6,17,6.5,6.5,male,HCO ScoutGuard,Scoutguard,6/17/2014,7/17/2014,5/28/2014,7/18/2014,,21,No,48,2014-06-17 6.50
405C,Yalbac405C,405,C,283406,1933798,145,Great Curassow,1,2014,6,18,16.56,16.5,male,Moultrie,Moultry,6/18/2014,7/16/2014,5/28/2014,7/18/2014,,22,No,48,2014-06-18 16.56
410C,Yalbac410C,410,C,286612,1934360,178,Great Curassow,1,2014,6,18,11.12,11,male,Moultrie,Moultry,6/18/2014,7/18/2014,5/28/2014,7/18/2014,,22,No,50,2014-06-18 11.12
412C,Yalbac412C,412,C,282701,1934210,79,Great Curassow,2,2014,6,18,18.16,18,1 chick 1  female,HCO ScoutGuard,Scoutguard,6/18/2014,7/17/2014,5/28/2014,7/18/2014,,22,No,48,2014-06-18 18.16
405C,Yalbac405C,405,C,283406,1933798,163,Great Curassow,1,2014,6,20,6.49,6.5,male,Moultrie,Moultry,6/20/2014,7/16/2014,5/28/2014,7/18/2014,,24,No,48,2014-06-20 6.49
408C,Yalbac408C,408,C,283344,1933425,201,Great Curassow,1,2014,6,20,15.44,15.5,male,HCO ScoutGuard,Scoutguard,6/20/2014,7/18/2014,5/28/2014,7/18/2014,,24,No,48,2014-06-20 15.44
405C,Yalbac405C,405,C,283406,1933798,188,Great Curassow,1,2014,6,22,9.57,9.5,male,Moultrie,Moultry,6/22/2014,7/16/2014,5/28/2014,7/18/2014,,26,No,48,2014-06-22 9.57
405C,Yalbac405C,405,C,283406,1933798,205,Great Curassow,1,2014,6,23,9.36,9.5,male,Moultrie,Moultry,6/23/2014,7/16/2014,5/28/2014,7/18/2014,,27,No,48,2014-06-23 9.36
411C,Yalbac411C,411,C,283393,1933215,133,Great Curassow,1,2014,6,23,6.29,6,female,HCO ScoutGuard,Scoutguard,6/23/2014,7/16/2014,5/28/2014,7/18/2014,,27,No,48,2014-06-23 6.29
412C,Yalbac412C,412,C,282701,1934210,94,Great Curassow,1,2014,6,23,13.36,13.5,male,HCO ScoutGuard,Scoutguard,6/23/2014,7/17/2014,5/28/2014,7/18/2014,,27,No,48,2014-06-23 13.36
412C,Yalbac412C,412,C,282701,1934210,97,Great Curassow,1,2014,6,24,12.25,12,male,HCO ScoutGuard,Scoutguard,6/24/2014,7/17/2014,5/28/2014,7/18/2014,,28,No,48,2014-06-24 12.25
411C,Yalbac411C,411,C,283393,1933215,177,Great Curassow,1,2014,6,27,9.51,9.5,female,HCO ScoutGuard,Scoutguard,6/27/2014,7/16/2014,5/28/2014,7/18/2014,,31,No,48,2014-06-27 9.51
