site,Location,Cam.nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour,Hour_BERDS,Comment,Camera.Brand,Brand,obsdate,Last_Record_clean,Date.Placement,Date.Removed,Functioning.,visit,Mammal,Days,date_time_obs
413E,Yalbac413E,413,E,305716,1928611,847,Gray-headed Dove,1,2014,12,14,14.3,NA,,ScoutGuard,Scoutguard,12/14/2014,12/14/2014,11/3/2014,12/22/2014,,42,No,35,2014-12-14 14.30
402E,Yalbac402E,402,E,303760,1927582,145,Gray-headed Dove,1,2014,12,16,13.41,NA,,Bushnell,Bushnell,12/16/2014,12/18/2014,11/3/2014,12/22/2014,,44,No,44,2014-12-16 13.41
402E,Yalbac402E,402,E,303760,1927582,160,Gray-headed Dove,1,2014,12,18,13.02,NA,,Bushnell,Bushnell,12/18/2014,12/18/2014,11/3/2014,12/22/2014,,46,No,44,2014-12-18 13.02
402F,Yalbac402F,402,F,303762,1927588,16,Gray-headed Dove,1,2014,12,24,7.59,NA,,Bushnell,Bushnell,12/24/2014,2/17/2015,12/22/2014,2/18/2015,,3,No,47,2014-12-24 7.59
402F,Yalbac402F,402,F,303762,1927588,20,Gray-headed Dove,1,2014,12,24,14.36,NA,,Bushnell,Bushnell,12/24/2014,2/17/2015,12/22/2014,2/18/2015,,3,No,47,2014-12-24 14.36
402F,Yalbac402F,402,F,303762,1927588,31,Gray-headed Dove,1,2014,12,27,10.33,NA,,Bushnell,Bushnell,12/27/2014,2/17/2015,12/22/2014,2/18/2015,,6,No,47,2014-12-27 10.33
402F,Yalbac402F,402,F,303762,1927588,45,Gray-headed Dove,1,2014,12,31,14.51,NA,,Bushnell,Bushnell,12/31/2014,2/17/2015,12/22/2014,2/18/2015,,10,No,47,2014-12-31 14.51
402F,Yalbac402F,402,F,303762,1927588,55,Gray-headed Dove,1,2015,1,7,14.55,NA,,Bushnell,Bushnell,1/7/2015,2/17/2015,12/22/2014,2/18/2015,,17,No,47,2015-01-07 14.55
404F,Yalbac404F,404,F,304653,1927840,876,Gray-headed Dove,1,2015,1,16,13.05,NA,,ScoutGuard,Scoutguard,1/16/2015,2/17/2015,12/22/2014,2/18/2015,,26,No,47,2015-01-16 13.05
402F,Yalbac402F,402,F,303762,1927588,70,Gray-headed Dove,1,2015,1,17,13.37,NA,,Bushnell,Bushnell,1/17/2015,2/17/2015,12/22/2014,2/18/2015,,27,No,47,2015-01-17 13.37
402F,Yalbac402F,402,F,303762,1927588,76,Gray-headed Dove,1,2015,1,18,14.31,NA,,Bushnell,Bushnell,1/18/2015,2/17/2015,12/22/2014,2/18/2015,,28,No,47,2015-01-18 14.31
402F,Yalbac402F,402,F,303762,1927588,85,Gray-headed Dove,2,2015,1,19,14.07,NA,,Bushnell,Bushnell,1/19/2015,2/17/2015,12/22/2014,2/18/2015,,29,No,47,2015-01-19 14.07
402F,Yalbac402F,402,F,303762,1927588,139,Gray-headed Dove,1,2015,2,7,8.53,NA,,Bushnell,Bushnell,2/7/2015,2/17/2015,12/22/2014,2/18/2015,,48,No,47,2015-02-07 8.53
402F,Yalbac402F,402,F,303762,1927588,147,Gray-headed Dove,1,2015,2,12,10.12,NA,,Bushnell,Bushnell,2/12/2015,2/17/2015,12/22/2014,2/18/2015,,53,No,47,2015-02-12 10.12
402F,Yalbac402F,402,F,303762,1927588,160,Gray-headed Dove,1,2015,2,17,11.1,NA,,Bushnell,Bushnell,2/17/2015,2/17/2015,12/22/2014,2/18/2015,,58,No,47,2015-02-17 11.10
403C,Yalbac403C,403,C,290976,1926510,185,Gray-headed Dove,1,2014,7,5,10.02,10,,Bushnell,Bushnell,7/5/2014,7/28/2014,5/28/2014,7/18/2014,,39,No,60,2014-07-05 10.02
401C2,Yalbac401,401,C2,306148,1928079,40,Gray-necked Woodrail,1,2014,7,25,17.25,17,,Moultricam,Moultry,7/25/2014,9/17/2014,7/18/2014,9/18/2014,,8,No,60,2014-07-25 17.25
401C2,Yalbac401,401,C2,306148,1928079,50,Gray-necked Woodrail,1,2014,8,2,6.19,6,,Moultricam,Moultry,8/2/2014,9/17/2014,7/18/2014,9/18/2014,,16,No,60,2014-08-02 6.19
402C2,Yalbac402,402,C2,303764,1927657,62,Gray-necked Woodrail,1,2014,8,15,15.56,15.5,,Bushnell,Bushnell,8/15/2014,9/17/2014,7/18/2014,9/18/2014,,29,No,60,2014-08-15 15.56
402C2,Yalbac402,402,C2,303764,1927657,65,Gray-necked Woodrail,1,2014,8,16,17.3,17.3,,Bushnell,Bushnell,8/16/2014,9/17/2014,7/18/2014,9/18/2014,,30,No,60,2014-08-16 17.30
401C2,Yalbac401,401,C2,306148,1928079,139,Gray-necked Woodrail,1,2014,8,24,15.48,15.5,,Moultricam,Moultry,8/24/2014,9/17/2014,7/18/2014,9/18/2014,,38,No,60,2014-08-24 15.48
402C2,Yalbac402,402,C2,303764,1927657,109,Gray-necked Woodrail,1,2014,8,27,8.11,8,,Bushnell,Bushnell,8/27/2014,9/17/2014,7/18/2014,9/18/2014,,41,No,60,2014-08-27 8.11
402C2,Yalbac402,402,C2,303764,1927657,139,Gray-necked Woodrail,1,2014,8,29,6.07,6,,Bushnell,Bushnell,8/29/2014,9/17/2014,7/18/2014,9/18/2014,,43,No,60,2014-08-29 6.07
402C2,Yalbac402,402,C2,303764,1927657,233,Gray-necked Woodrail,1,2014,9,14,5.56,5.5,,Bushnell,Bushnell,9/14/2014,9/17/2014,7/18/2014,9/18/2014,,59,No,60,2014-09-14 5.56
402D,Yalbac402D,402,D,303878,1927199,40,Gray-necked Woodrail,1,2014,9,23,13.56,NA,,Bushnell,Bushnell,9/23/2014,11/2/2014,9/18/2014,11/3/2014,,6,No,40,2014-09-23 13.56
406B,Yalbac406B,406,B,283558,1934171,718,Gray-necked Woodrail,1,2014,5,23,11.19,11,,Bushnell,Bushnell,5/23/2014,5/29/2014,4/23/2014,5/28/2014,,31,No,35,2014-05-23 11.19
406B,Yalbac406B,406,B,283558,1934171,733,Gray-necked Woodrail,1,2014,5,23,15.07,15,,Bushnell,Bushnell,5/23/2014,5/29/2014,4/23/2014,5/28/2014,,31,No,35,2014-05-23 15.07
406B,Yalbac406B,406,B,283558,1934171,754,Gray-necked Woodrail,1,2014,5,24,17.53,17.5,,Bushnell,Bushnell,5/24/2014,5/29/2014,4/23/2014,5/28/2014,,32,No,35,2014-05-24 17.53
403C,Yalbac403C,403,C,290976,1926510,29,Gray-necked Woodrail,1,2014,6,4,16.25,16,,Bushnell,Bushnell,6/4/2014,7/28/2014,5/28/2014,7/18/2014,,8,No,60,2014-06-04 16.25
401C2,Yalbac401,401,C2,306148,1928079,80,Great Black Hawk,1,2014,8,7,11.59,11.5,,Moultricam,Moultry,8/7/2014,9/17/2014,7/18/2014,9/18/2014,,21,No,60,2014-08-07 11.59
403C2,Yalbac403,403,C2,290976,1926510,280,Great Black Hawk,1,2014,8,17,15.49,15.5,,Bushnell,Bushnell,8/17/2014,9/18/2014,7/18/2014,9/18/2014,,31,No,48,2014-08-17 15.49
401C2,Yalbac401,401,C2,306148,1928079,136,Great Black Hawk,1,2014,8,24,10.18,10,,Moultricam,Moultry,8/24/2014,9/17/2014,7/18/2014,9/18/2014,,38,No,60,2014-08-24 10.18
403C2,Yalbac403,403,C2,290976,1926510,419,Great Black Hawk,1,2014,9,18,11.58,11.5,,Bushnell,Bushnell,9/18/2014,9/18/2014,7/18/2014,9/18/2014,,63,No,48,2014-09-18 11.58
401A,Yalbac401a,401,A,299505,1927437,45,Great Black Hawk,1,2014,3,28,15.2,15,,Moultrie,Moultry,3/28/2014,4/23/2014,3/18/2014,4/23/2014,,11,No,27,2014-03-28 15.20
408C,Yalbac408C,408,C,283344,1933425,233,Great Black Hawk,1,2014,6,23,6.35,6.5,,HCO ScoutGuard,Scoutguard,6/23/2014,7/18/2014,5/28/2014,7/18/2014,,27,No,48,2014-06-23 6.35
403C,Yalbac403C,403,C,290976,1926510,252,Great Black Hawk,1,2014,7,18,11.16,11,,Bushnell,Bushnell,7/18/2014,7/28/2014,5/28/2014,7/18/2014,,52,No,60,2014-07-18 11.16
413D,Yalbac413D,413,D,302850,1927087,124,Great Black Hawk,1,2014,10,2,14.2,NA,,Bushnell,Bushnell,10/2/2014,11/2/2014,9/18/2014,11/3/2014,,15,No,44,2014-10-02 14.20
403D,Yalbac403D,403,D,290967,1926303,169,Great Black Hawk,1,2014,10,22,15.01,NA,,Bushnell,Bushnell,10/22/2014,11/3/2014,9/18/2014,11/3/2014,,35,No,44,2014-10-22 15.01
413D,Yalbac413D,413,D,302850,1927087,190,Great Black Hawk,1,2014,10,27,8.33,NA,,Bushnell,Bushnell,10/27/2014,11/2/2014,9/18/2014,11/3/2014,,40,No,44,2014-10-27 8.33
403A,Yalbac403A,403,A,291031,1926154,11,Great Curassow,1,2014,3,18,15.21,15,female,Bushnell,Bushnell,3/18/2014,4/23/2014,3/18/2014,4/23/2014,,1,No,35,2014-03-18 15.21
405A,Yalbac405A,405,A,283423,1932759,37,Great Curassow,1,2014,3,18,4.28,4,female,Moultrie,Moultry,3/18/2014,4/23/2014,3/18/2014,4/23/2014,,1,No,35,2014-03-18 4.28
403A,Yalbac403A,403,A,291031,1926154,24,Great Curassow,1,2014,3,20,8.15,8,male,Bushnell,Bushnell,3/20/2014,4/23/2014,3/18/2014,4/23/2014,,3,No,35,2014-03-20 8.15
403A,Yalbac403A,403,A,291031,1926154,41,Great Curassow,1,2014,3,20,14.36,14.5,male,Bushnell,Bushnell,3/20/2014,4/23/2014,3/18/2014,4/23/2014,,3,No,35,2014-03-20 14.36
403A,Yalbac403A,403,A,291031,1926154,50,Great Curassow,2,2014,3,21,7.43,7.5,female,Bushnell,Bushnell,3/21/2014,4/23/2014,3/18/2014,4/23/2014,,4,No,35,2014-03-21 7.43
403A,Yalbac403A,403,A,291031,1926154,105,Great Curassow,1,2014,3,21,14.15,14,male,Bushnell,Bushnell,3/21/2014,4/23/2014,3/18/2014,4/23/2014,,4,No,35,2014-03-21 14.15
403A,Yalbac403A,403,A,291031,1926154,128,Great Curassow,1,2014,3,23,10.38,10.5,male,Bushnell,Bushnell,3/23/2014,4/23/2014,3/18/2014,4/23/2014,,6,No,35,2014-03-23 10.38
403A,Yalbac403A,403,A,291031,1926154,135,Great Curassow,1,2014,3,24,8.22,8,female,Bushnell,Bushnell,3/24/2014,4/23/2014,3/18/2014,4/23/2014,,7,No,35,2014-03-24 8.22
403A,Yalbac403A,403,A,291031,1926154,158,Great Curassow,2,2014,3,24,10.37,10.5,female,Bushnell,Bushnell,3/24/2014,4/23/2014,3/18/2014,4/23/2014,,7,No,35,2014-03-24 10.37
403A,Yalbac403A,403,A,291031,1926154,169,Great Curassow,1,2014,3,24,15.03,15,female,Bushnell,Bushnell,3/24/2014,4/23/2014,3/18/2014,4/23/2014,,7,No,35,2014-03-24 15.03
406A,Yalbac406A,406,A,283348,1933228,84,Great Curassow,1,2014,3,24,12.2,12,male,Bushnell,Bushnell,3/24/2014,4/23/2014,3/18/2014,4/23/2014,,7,No,35,2014-03-24 12.20
410A,Yalbac410A,410,A,282533,1934009,16,Great Curassow,1,2014,3,25,9.31,9.5,male,Moultrie,Moultry,3/25/2014,4/23/2014,3/18/2014,4/23/2014,,8,No,35,2014-03-25 9.31
409A,Yalbac409A,409,A,283362,1934000,86,Great Curassow,1,2014,3,26,17.39,17.5,female,Moultriecam,Moultry,3/26/2014,4/16/2014,3/18/2014,4/23/2014,,9,No,28,2014-03-26 17.39
403A,Yalbac403A,403,A,291031,1926154,176,Great Curassow,1,2014,3,27,6.11,6,female,Bushnell,Bushnell,3/27/2014,4/23/2014,3/18/2014,4/23/2014,,10,No,35,2014-03-27 6.11
403A,Yalbac403A,403,A,291031,1926154,187,Great Curassow,1,2014,3,27,6.17,6,male,Bushnell,Bushnell,3/27/2014,4/23/2014,3/18/2014,4/23/2014,,10,No,35,2014-03-27 6.17
403A,Yalbac403A,403,A,291031,1926154,242,Great Curassow,2,2014,3,27,9.43,9.5,male and female,Bushnell,Bushnell,3/27/2014,4/23/2014,3/18/2014,4/23/2014,,10,No,35,2014-03-27 9.43
403A,Yalbac403A,403,A,291031,1926154,259,Great Curassow,1,2014,3,27,12.02,12,male,Bushnell,Bushnell,3/27/2014,4/23/2014,3/18/2014,4/23/2014,,10,No,35,2014-03-27 12.02
403A,Yalbac403A,403,A,291031,1926154,271,Great Curassow,2,2014,3,27,16.36,16.5,male and female,Bushnell,Bushnell,3/27/2014,4/23/2014,3/18/2014,4/23/2014,,10,No,35,2014-03-27 16.36
403A,Yalbac403A,403,A,291031,1926154,314,Great Curassow,2,2014,3,28,6.13,1,male and female,Bushnell,Bushnell,3/28/2014,4/23/2014,3/18/2014,4/23/2014,,11,No,35,2014-03-28 6.13
406A,Yalbac406A,406,A,283348,1933228,87,Great Curassow,2,2014,3,28,9.21,9,female,Bushnell,Bushnell,3/28/2014,4/23/2014,3/18/2014,4/23/2014,,11,No,35,2014-03-28 9.21
410A,Yalbac410A,410,A,282533,1934009,20,Great Curassow,2,2014,3,28,13.55,13.5,both female,Moultrie,Moultry,3/28/2014,4/23/2014,3/18/2014,4/23/2014,,11,No,35,2014-03-28 13.55
403A,Yalbac403A,403,A,291031,1926154,356,Great Curassow,2,2014,3,29,6.25,6,male and female,Bushnell,Bushnell,3/29/2014,4/23/2014,3/18/2014,4/23/2014,,12,No,35,2014-03-29 6.25
403A,Yalbac403A,403,A,291031,1926154,374,Great Curassow,2,2014,3,29,10.47,10.5,male and female,Bushnell,Bushnell,3/29/2014,4/23/2014,3/18/2014,4/23/2014,,12,No,35,2014-03-29 10.47
403A,Yalbac403A,403,A,291031,1926154,513,Great Curassow,1,2014,3,30,14.42,14.5,female,Bushnell,Bushnell,3/30/2014,4/23/2014,3/18/2014,4/23/2014,,13,No,35,2014-03-30 14.42
403A,Yalbac403A,403,A,291031,1926154,519,Great Curassow,2,2014,3,31,6.38,6.5,male and female,Bushnell,Bushnell,3/31/2014,4/23/2014,3/18/2014,4/23/2014,,14,No,35,2014-03-31 6.38
409A,Yalbac409A,409,A,283362,1934000,107,Great Curassow,1,2014,3,31,15.46,15.5,male,Moultriecam,Moultry,3/31/2014,4/16/2014,3/18/2014,4/23/2014,,14,No,28,2014-03-31 15.46
403A,Yalbac403A,403,A,291031,1926154,591,Great Curassow,3,2014,4,3,7.5,7.5,male and female,Bushnell,Bushnell,4/3/2014,4/23/2014,3/18/2014,4/23/2014,,17,No,35,2014-04-03 7.50
406A,Yalbac406A,406,A,283348,1933228,167,Great Curassow,1,2014,4,4,6.42,6.5,,Bushnell,Bushnell,4/4/2014,4/23/2014,3/18/2014,4/23/2014,,18,No,35,2014-04-04 6.42
409A,Yalbac409A,409,A,283362,1934000,114,Great Curassow,1,2014,4,5,13.38,13.5,male,Moultriecam,Moultry,4/5/2014,4/16/2014,3/18/2014,4/23/2014,,19,No,28,2014-04-05 13.38
409A,Yalbac409A,409,A,283362,1934000,134,Great Curassow,1,2014,4,6,6.46,6.5,female,Moultriecam,Moultry,4/6/2014,4/16/2014,3/18/2014,4/23/2014,,20,No,28,2014-04-06 6.46
409A,Yalbac409A,409,A,283362,1934000,136,Great Curassow,1,2014,4,6,8.04,8,female,Moultriecam,Moultry,4/6/2014,4/16/2014,3/18/2014,4/23/2014,,20,No,28,2014-04-06 8.04
410A,Yalbac410A,410,A,282533,1934009,53,Great Curassow,1,2014,4,6,14.08,14.08,female,Moultrie,Moultry,4/6/2014,4/23/2014,3/18/2014,4/23/2014,,20,No,35,2014-04-06 14.08
406A,Yalbac406A,406,A,283348,1933228,206,Great Curassow,1,2014,4,7,6.55,6.5,male,Bushnell,Bushnell,4/7/2014,4/23/2014,3/18/2014,4/23/2014,,21,No,35,2014-04-07 6.55
406A,Yalbac406A,406,A,283348,1933228,210,Great Curassow,1,2014,4,7,6.56,6.5,female,Bushnell,Bushnell,4/7/2014,4/23/2014,3/18/2014,4/23/2014,,21,No,35,2014-04-07 6.56
410A,Yalbac410A,410,A,282533,1934009,61,Great Curassow,1,2014,4,8,9.02,9,male,Moultrie,Moultry,4/8/2014,4/23/2014,3/18/2014,4/23/2014,,22,No,35,2014-04-08 9.02
410A,Yalbac410A,410,A,282533,1934009,65,Great Curassow,1,2014,4,8,9.04,9,female,Moultrie,Moultry,4/8/2014,4/23/2014,3/18/2014,4/23/2014,,22,No,35,2014-04-08 9.04
403A,Yalbac403A,403,A,291031,1926154,672,Great Curassow,2,2014,4,9,10.29,10,male and female,Bushnell,Bushnell,4/9/2014,4/23/2014,3/18/2014,4/23/2014,,23,No,35,2014-04-09 10.29
409A,Yalbac409A,409,A,283362,1934000,158,Great Curassow,3,2014,4,9,7.4,7.5,male and  2 female,Moultriecam,Moultry,4/9/2014,4/16/2014,3/18/2014,4/23/2014,,23,No,28,2014-04-09 7.40
403A,Yalbac403A,403,A,291031,1926154,689,Great Curassow,1,2014,4,11,8.4,8.5,male,Bushnell,Bushnell,4/11/2014,4/23/2014,3/18/2014,4/23/2014,,25,No,35,2014-04-11 8.40
406A,Yalbac406A,406,A,283348,1933228,249,Great Curassow,2,2014,4,11,15.33,15.5,male and female,Bushnell,Bushnell,4/11/2014,4/23/2014,3/18/2014,4/23/2014,,25,No,35,2014-04-11 15.33
406A,Yalbac406A,406,A,283348,1933228,262,Great Curassow,2,2014,4,12,9.15,9,male and female,Bushnell,Bushnell,4/12/2014,4/23/2014,3/18/2014,4/23/2014,,26,No,35,2014-04-12 9.15
403A,Yalbac403A,403,A,291031,1926154,736,Great Curassow,1,2014,4,13,9.47,9.5,male,Bushnell,Bushnell,4/13/2014,4/23/2014,3/18/2014,4/23/2014,,27,No,35,2014-04-13 9.47
403A,Yalbac403A,403,A,291031,1926154,755,Great Curassow,1,2014,4,13,17.05,17,,Bushnell,Bushnell,4/13/2014,4/23/2014,3/18/2014,4/23/2014,,27,No,35,2014-04-13 17.05
403A,Yalbac403A,403,A,291031,1926154,774,Great Curassow,1,2014,4,14,6.4,6.5,male,Bushnell,Bushnell,4/14/2014,4/23/2014,3/18/2014,4/23/2014,,28,No,35,2014-04-14 6.40
403A,Yalbac403A,403,A,291031,1926154,792,Great Curassow,1,2014,4,14,10.28,10,male,Bushnell,Bushnell,4/14/2014,4/23/2014,3/18/2014,4/23/2014,,28,No,35,2014-04-14 10.28
406A,Yalbac406A,406,A,283348,1933228,299,Great Curassow,2,2014,4,15,16.54,6.5,male,Bushnell,Bushnell,4/15/2014,4/23/2014,3/18/2014,4/23/2014,,29,No,35,2014-04-15 16.54
403A,Yalbac403A,403,A,291031,1926154,793,Great Curassow,1,2014,4,16,7.47,7.5,male,Bushnell,Bushnell,4/16/2014,4/23/2014,3/18/2014,4/23/2014,,30,No,35,2014-04-16 7.47
403A,Yalbac403A,403,A,291031,1926154,849,Great Curassow,1,2014,4,16,14.38,14.5,male,Bushnell,Bushnell,4/16/2014,4/23/2014,3/18/2014,4/23/2014,,30,No,35,2014-04-16 14.38
406A,Yalbac406A,406,A,283348,1933228,305,Great Curassow,2,2014,4,16,7.1,7,male and female,Bushnell,Bushnell,4/16/2014,4/23/2014,3/18/2014,4/23/2014,,30,No,35,2014-04-16 7.10
403A,Yalbac403A,403,A,291031,1926154,954,Great Curassow,2,2014,4,17,7.09,7,male and female,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 7.09
403A,Yalbac403A,403,A,291031,1926154,974,Great Curassow,1,2014,4,17,8.36,8.5,male,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 8.36
403A,Yalbac403A,403,A,291031,1926154,1040,Great Curassow,1,2014,4,17,10.42,10.5,male,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 10.42
406A,Yalbac406A,406,A,283348,1933228,337,Great Curassow,1,2014,4,17,7.06,7,female,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 7.06
406A,Yalbac406A,406,A,283348,1933228,342,Great Curassow,1,2014,4,17,9.49,9.5,male,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 9.49
406A,Yalbac406A,406,A,283348,1933228,343,Great Curassow,1,2014,4,17,9.56,9.5,female,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 9.56
406A,Yalbac406A,406,A,283348,1933228,366,Great Curassow,1,2014,4,17,14.04,14,female,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 14.04
410A,Yalbac410A,410,A,282533,1934009,103,Great Curassow,1,2014,4,17,8.45,8.5,male,Moultrie,Moultry,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,No,35,2014-04-17 8.45
403A,Yalbac403A,403,A,291031,1926154,1052,Great Curassow,1,2014,4,18,6.39,6.5,male,Bushnell,Bushnell,4/18/2014,4/23/2014,3/18/2014,4/23/2014,,32,No,35,2014-04-18 6.39
406A,Yalbac406A,406,A,283348,1933228,420,Great Curassow,1,2014,4,18,7.52,7.5,female,Bushnell,Bushnell,4/18/2014,4/23/2014,3/18/2014,4/23/2014,,32,No,35,2014-04-18 7.52
406A,Yalbac406A,406,A,283348,1933228,425,Great Curassow,1,2014,4,18,10.5,10.5,female,Bushnell,Bushnell,4/18/2014,4/23/2014,3/18/2014,4/23/2014,,32,No,35,2014-04-18 10.50
403A,Yalbac403A,403,A,291031,1926154,1064,Great Curassow,1,2014,4,21,11.08,11,male,Bushnell,Bushnell,4/21/2014,4/23/2014,3/18/2014,4/23/2014,,35,No,35,2014-04-21 11.08
405A,Yalbac405A,405,A,283423,1932759,251,Great Curassow,1,2014,4,21,10.21,10,,Moultrie,Moultry,4/21/2014,4/23/2014,3/18/2014,4/23/2014,,35,No,35,2014-04-21 10.21
405A,Yalbac405A,405,A,283423,1932759,263,Great Curassow,1,2014,4,23,7.54,7.5,male,Moultrie,Moultry,4/23/2014,4/23/2014,3/18/2014,4/23/2014,,37,No,35,2014-04-23 7.54
405A,Yalbac405A,405,A,283423,1932759,283,Great Curassow,1,2014,4,23,9.43,9.43,female,Moultrie,Moultry,4/23/2014,4/23/2014,3/18/2014,4/23/2014,,37,No,35,2014-04-23 9.43
406A,Yalbac406A,406,A,283348,1933228,449,Great Curassow,2,2014,4,23,6.48,6.5,male and female,Bushnell,Bushnell,4/23/2014,4/23/2014,3/18/2014,4/23/2014,,37,No,35,2014-04-23 6.48
406A,Yalbac406A,406,A,283348,1933228,452,Great Curassow,2,2014,4,23,7.25,7,female,Bushnell,Bushnell,4/23/2014,4/23/2014,3/18/2014,4/23/2014,,37,No,35,2014-04-23 7.25
406A,Yalbac406A,406,A,283348,1933228,465,Great Curassow,1,2014,4,23,8.23,8,male,Bushnell,Bushnell,4/23/2014,4/23/2014,3/18/2014,4/23/2014,,37,No,35,2014-04-23 8.23
406A,Yalbac406A,406,A,283348,1933228,468,Great Curassow,1,2014,4,23,9.12,9,male,Bushnell,Bushnell,4/23/2014,4/23/2014,3/18/2014,4/23/2014,,37,No,35,2014-04-23 9.12
406B,Yalbac406B,406,B,283558,1934171,16,Great Curassow,1,2014,4,23,16.29,16,male,Bushnell,Bushnell,4/23/2014,5/29/2014,4/23/2014,5/28/2014,,1,No,35,2014-04-23 16.29
405B,Yalbac405B,405,B,283454,1932033,65,Great Curassow,1,2014,4,25,8.26,8,female,Moultrie,Moultry,4/25/2014,5/29/2014,4/23/2014,5/28/2014,,3,No,35,2014-04-25 8.26
406B,Yalbac406B,406,B,283558,1934171,59,Great Curassow,2,2014,4,25,16.46,16.5,male and female,Bushnell,Bushnell,4/25/2014,5/29/2014,4/23/2014,5/28/2014,,3,No,35,2014-04-25 16.46
406B,Yalbac406B,406,B,283558,1934171,74,Great Curassow,1,2014,4,26,6.05,6,female,Bushnell,Bushnell,4/26/2014,5/29/2014,4/23/2014,5/28/2014,,4,No,35,2014-04-26 6.05
406B,Yalbac406B,406,B,283558,1934171,79,Great Curassow,1,2014,4,26,7.38,7.5,male,Bushnell,Bushnell,4/26/2014,5/29/2014,4/23/2014,5/28/2014,,4,No,35,2014-04-26 7.38
409B,Yalbac409B,409,B,283090,1934101,4,Great Curassow,1,2014,4,26,8.03,8,male,Moultrie,Moultry,4/26/2014,5/29/2014,4/23/2014,5/28/2014,,4,No,35,2014-04-26 8.03
408B,Yalbac408B,408,B,284005,1935106,23,Great Curassow,1,2014,4,27,15.44,15.5,female,HCO ScoutGuard,Scoutguard,4/27/2014,5/23/2014,4/23/2014,5/28/2014,,5,No,25,2014-04-27 15.44
408B,Yalbac408B,408,B,284005,1935106,26,Great Curassow,1,2014,4,27,15.45,15.5,male,HCO ScoutGuard,Scoutguard,4/27/2014,5/23/2014,4/23/2014,5/28/2014,,5,No,25,2014-04-27 15.45
412B,Yalbac412B,412,B,283420,1931719,51,Great Curassow,1,2014,4,27,6.4,6.5,female,HCO ScoutGuard,Scoutguard,4/27/2014,5/29/2014,4/23/2014,5/28/2014,,5,No,35,2014-04-27 6.40
405B,Yalbac405B,405,B,283454,1932033,124,Great Curassow,1,2014,4,29,14.59,14.5,male,Moultrie,Moultry,4/29/2014,5/29/2014,4/23/2014,5/28/2014,,7,No,35,2014-04-29 14.59
412B,Yalbac412B,412,B,283420,1931719,75,Great Curassow,1,2014,4,29,7.29,7,female,HCO ScoutGuard,Scoutguard,4/29/2014,5/29/2014,4/23/2014,5/28/2014,,7,No,35,2014-04-29 7.29
412B,Yalbac412B,412,B,283420,1931719,80,Great Curassow,1,2014,4,29,12.59,12.5,female,HCO ScoutGuard,Scoutguard,4/29/2014,5/29/2014,4/23/2014,5/28/2014,,7,No,35,2014-04-29 12.59
412B,Yalbac412B,412,B,283420,1931719,82,Great Curassow,1,2014,4,29,13.37,13.5,male,HCO ScoutGuard,Scoutguard,4/29/2014,5/29/2014,4/23/2014,5/28/2014,,7,No,35,2014-04-29 13.37
405B,Yalbac405B,405,B,283454,1932033,145,Great Curassow,1,2014,4,30,16.25,16,female,Moultrie,Moultry,4/30/2014,5/29/2014,4/23/2014,5/28/2014,,8,No,35,2014-04-30 16.25
412B,Yalbac412B,412,B,283420,1931719,91,Great Curassow,1,2014,4,30,7.1,7,female,HCO ScoutGuard,Scoutguard,4/30/2014,5/29/2014,4/23/2014,5/28/2014,,8,No,35,2014-04-30 7.10
412B,Yalbac412B,412,B,283420,1931719,96,Great Curassow,1,2014,4,30,8.08,8,male,HCO ScoutGuard,Scoutguard,4/30/2014,5/29/2014,4/23/2014,5/28/2014,,8,No,35,2014-04-30 8.08
403B,Yalbac403B,403,B,291227,1926257,17,Great Curassow,2,2014,5,1,8.37,8.5,male and female,Bushnell,Bushnell,5/1/2014,5/28/2014,4/23/2014,5/28/2014,,9,No,28,2014-05-01 8.37
403B,Yalbac403B,403,B,291227,1926257,22,Great Curassow,3,2014,5,1,8.38,8.8,female,Bushnell,Bushnell,5/1/2014,5/28/2014,4/23/2014,5/28/2014,,9,No,28,2014-05-01 8.38
405B,Yalbac405B,405,B,283454,1932033,151,Great Curassow,1,2014,5,1,6.5,6.5,male,Moultrie,Moultry,5/1/2014,5/29/2014,4/23/2014,5/28/2014,,9,No,35,2014-05-01 6.50
405B,Yalbac405B,405,B,283454,1932033,164,Great Curassow,1,2014,5,2,15.16,15,female,Moultrie,Moultry,5/2/2014,5/29/2014,4/23/2014,5/28/2014,,10,No,35,2014-05-02 15.16
