,site,Brand,Conservation,Logging,Hurricane,Fire,Location,Landscape,Lat,Long,Season,mean_bioma,Forest_Los,FL,mean_NDVI,sd_NDVI,Canopy_Height_m,LatLong,NEAR_DIST_ROAD,NEAR_DIST_STRM,Nat_Dist
268,804F,Bushnell,NA,Yes,NA,NA,NA,NA,17.669123,-89.017409,Dry,166.072,0,No Loss,0.913772965,0.00695774,22.5763,-1572.859549,1.38E-05,0.003961178,No
269,807F,Bushnell,NA,Yes,NA,NA,NA,NA,17.694499,-88.996769,Dry,113.33,0,No Loss,0.916525613,0.006480164,17.8485,-1574.75324,0.000629839,0.002325622,No
270,803F,Bushnell,NA,Yes,NA,NA,NA,NA,17.696446,-89.004832,Dry,101.455,0,No Loss,0.916086859,0.008335754,20.9016,-1575.069203,0.001063499,0.004171254,No
271,801F,Moultrie,NA,Yes,NA,NA,NA,NA,17.658549,-89.017011,Dry,132.03,0,No Loss,0.910681714,0.008084779,20.5132,-1571.911251,9.14E-05,0.011207408,No
272,802F,Bushnell,NA,Yes,NA,NA,NA,NA,17.691763,-88.992769,Dry,130.004,0,No Loss,0.920632675,0.008183547,19.1136,-1574.438978,6.34E-06,0.006188878,No
273,804G,Bushnell,NA,Yes,NA,NA,NA,NA,17.669075,-89.017458,Dry,170.353,0,No Loss,0.909618984,0.010578984,19.6624,-1572.856142,4.11E-05,0.004000971,No
274,805G,Bushnell,NA,Yes,NA,NA,NA,NA,17.676004,-89.013783,Dry,144.291,0,No Loss,0.921490953,0.005634276,16.9659,-1573.407984,0.005517165,0.00048989,No
275,809D,Bushnell,NA,Yes,NA,NA,NA,NA,17.547926,-88.977492,Dry,112.882,0,No Loss,0.922038907,0.007930772,19.1481,-1561.370445,7.13E-06,0.004896004,Yes
276,811B,Bushnell,NA,Yes,NA,NA,NA,NA,17.552778,-88.957274,Dry,86.9876,0,No Loss,0.922908414,0.009207908,14.5733,-1561.447282,1.35E-05,0.003998416,Yes
277,813C,Bushnell,NA,Yes,NA,NA,NA,NA,17.549915,-88.941407,Dry,99.0311,0,No Loss,0.913846891,0.010109055,24.0494,-1560.914133,0.004046689,0.003327844,Yes
278,813D,Bushnell,NA,Yes,NA,NA,NA,NA,17.549408,-88.97317,Dry,90.6047,0,No Loss,0.920836456,0.00714381,19.0119,-1561.426461,0.00058638,0.008167883,Yes
279,813E,Bushnell,NA,Yes,NA,NA,NA,NA,17.549306,-88.97315,Dry,90.6654,0,No Loss,0.922982663,0.007407672,19.0676,-1561.417035,0.000631541,0.008225159,Yes
280,814E,Bushnell,NA,Yes,NA,NA,NA,NA,17.550328,-88.966268,Dry,74.7539,0,No Loss,0.930788889,0.006284545,18.4424,-1561.387184,0.000999789,0.004848006,Yes
281,807G,Bushnell,NA,Yes,NA,NA,NA,NA,17.694486,-88.996735,Dry,124.685,0.8,Loss,0.918662176,0.007619377,17.5788,-1574.751482,0.000630819,0.002359476,No
282,803G,Bushnell,NA,Yes,NA,NA,NA,NA,17.696399,-89.004853,Dry,104.981,0,No Loss,0.917125914,0.006943073,22.9972,-1575.065392,0.001012055,0.004219787,No
283,811A,Bushnell,NA,Yes,NA,NA,NA,NA,17.552777,-88.957309,Dry,86.9653,0,No Loss,0.924089274,0.008555826,14.4226,-1561.447807,6.15E-07,0.003963946,Yes
284,809B,Bushnell,NA,Yes,NA,NA,NA,NA,17.547555,-88.975493,Dry,104.484,0,No Loss,0.916300591,0.007027092,18.3724,-1561.302357,1.29E-05,0.006854008,Yes
285,807C,Bushnell,NA,Yes,NA,NA,NA,NA,17.688001,-88.944475,Dry,223.154,0,No Loss,0.928867976,0.007768142,19.2212,-1573.249963,3.52E-05,0.003619712,No
286,809C,Bushnell,NA,Yes,NA,NA,NA,NA,17.546382,-88.973952,Dry,98.9396,0,No Loss,0.920802468,0.010028287,20.5396,-1561.17095,0.001786559,0.008751443,Yes
287,809E,Bushnell,NA,Yes,NA,NA,NA,NA,17.547912,-88.977442,Dry,112.65,0,No Loss,0.921927926,0.007500039,19.0487,-1561.368322,1.98E-05,0.004946924,Yes
288,809A,Bushnell,NA,Yes,NA,NA,NA,NA,17.547441,-88.975552,Dry,105.069,0,No Loss,0.91739036,0.006921621,18.3467,-1561.293249,4.46E-06,0.006848812,Yes
289,814B,Bushnell,NA,Yes,NA,NA,NA,NA,17.547209,-88.978978,Dry,120.357,0,No Loss,0.926347559,0.00697265,20.7981,-1561.332724,0.000105061,0.003952304,Yes
290,814C,Bushnell,NA,Yes,NA,NA,NA,NA,17.543189,-88.92663,Dry,NA,0,No Loss,0.918222445,0.008229741,19.3732,-1560.056677,0.020246404,0.008031366,Yes
291,814D,Bushnell,NA,Yes,NA,NA,NA,NA,17.550358,-88.966236,Dry,74.8414,0,No Loss,0.931037603,0.006033285,18.4129,-1561.389292,0.000983585,0.004814369,Yes
292,802G,Bushnell,NA,Yes,NA,NA,NA,NA,17.691721,-88.992762,Dry,133.828,0,No Loss,0.90816304,0.012499224,13.7846,-1574.435116,6.15E-06,0.0061759,No
293,801C,Moultrie,NA,Yes,NA,NA,NA,NA,17.678865,-88.954282,Dry,182.593,0,No Loss,0.927772015,0.007703467,18.489,-1572.610743,1.97E-05,0.006470301,No
294,811D,Bushnell,NA,Yes,NA,NA,NA,NA,17.54884,-88.970793,Dry,81.5592,0,No Loss,0.923391451,0.00687284,18.5057,-1561.334211,0.002995984,0.009492308,Yes
295,901B,Bushnell,NA,No Logging,NA,NA,NA,NA,17.636365,-89.037943,Dry,116.869,0,No Loss,0.892304136,0.009161556,17.8814,-1570.305662,0.001469817,0.011339339,No
296,901C,Bushnell,NA,Logging,NA,NA,NA,NA,17.629719,-89.017992,Dry,141.386,0,No Loss,0.908768337,0.007342483,19.7883,-1569.362185,1.62E-05,0.007326566,No
297,901D,Bushnell,NA,Logging,NA,NA,NA,NA,17.529547,-89.03012,Rainy,97.5802,0,No Loss,0.915706341,0.007816769,10.9362,-1560.657673,2.31E-06,0.006251989,Yes
298,901E,Bushnell,NA,Logging,NA,NA,NA,NA,17.532347,-89.028777,Rainy,92.3397,0,No Loss,0.907632762,0.009098204,22.6382,-1560.883411,2.14E-07,0.004949632,Yes
299,901F,Bushnell,NA,Logging,NA,NA,NA,NA,17.532501,-89.028527,Rainy,91.9234,0,No Loss,0.895455006,0.024751042,24.3061,-1560.892739,1.39E-06,0.004741642,Yes
300,901G,Bushnell,NA,Logging,NA,NA,NA,NA,17.529758,-89.030074,Rainy,96.3841,0,No Loss,0.908031776,0.008657356,17.4162,-1560.675652,3.87E-06,0.006190241,Yes
301,902C,Bushnell,NA,Logging,NA,NA,NA,NA,17.6483,-89.012274,Dry,129.934,0,No Loss,0.910900279,0.00621492,18.6315,-1570.915315,0.003205192,0.00283042,No
302,902D,Bushnell,NA,Logging,NA,NA,NA,NA,17.518843,-89.018209,Rainy,52.6626,0,No Loss,0.924407449,0.005365146,16.9955,-1559.496028,0.00048064,0.004224387,Yes
303,902E,Bushnell,NA,Logging,NA,NA,NA,NA,17.519633,-89.029463,Rainy,72.5359,0,No Loss,0.907831216,0.006754695,18.0381,-1559.763518,4.90E-06,0.001671486,Yes
304,902F,Bushnell,NA,Logging,NA,NA,NA,NA,17.534641,-89.022751,Rainy,87.1761,0,No Loss,0.813822811,0.019169006,19.0635,-1560.98198,3.72E-06,0.001040953,Yes
305,903C,Bushnell,NA,Logging,NA,NA,NA,NA,17.650774,-89.01799,Dry,133.94,0,No Loss,0.911709893,0.007091097,19,-1571.236423,1.04E-05,0.004793194,No
306,903D,Bushnell,NA,Logging,NA,NA,NA,NA,17.650773,-89.017954,Rainy,133.92,0,No Loss,0.91103826,0.007443934,19,-1571.235699,1.20E-05,0.004777888,No
307,903E,Bushnell,NA,Logging,NA,NA,NA,NA,17.650611,-89.015988,Rainy,133.975,0,No Loss,0.912127596,0.007359334,18.0833,-1571.186577,0.000547117,0.004224714,No
308,903F,Bushnell,NA,Logging,NA,NA,NA,NA,17.648808,-88.972013,Rainy,102.993,0,No Loss,0.929968792,0.00906922,20.8938,-1570.249975,0.001004448,0.001244428,No
309,903G,Bushnell,NA,Logging,NA,NA,NA,NA,17.651054,-89.016418,Rainy,134.842,0,No Loss,0.903096514,0.006795691,17.9227,-1571.233601,3.77E-05,0.004680884,No
310,904A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.638936,-89.031701,Dry,164.973,0,No Loss,0.903788191,0.00732694,20.7746,-1570.424476,0.000382347,0.013667105,No
311,904B,Bushnell,NA,No Logging,NA,NA,NA,NA,17.638936,-89.031701,Dry,164.973,0,No Loss,0.903788191,0.00732694,20.7746,-1570.424476,0.000382347,0.013667105,No
312,904C,Bushnell,NA,Logging,NA,NA,NA,NA,17.631498,-89.022143,Dry,151.814,0,No Loss,0.907464488,0.009053765,19.8169,-1569.593736,1.60E-05,0.006832403,No
313,904D,Bushnell,NA,Logging,NA,NA,NA,NA,17.631468,-89.022219,Rainy,151.781,0,No Loss,0.907675519,0.008755218,18.8994,-1569.592406,2.30E-06,0.006901286,No
314,904E,Bushnell,NA,Logging,NA,NA,NA,NA,17.630369,-89.015416,Rainy,150.405,0,No Loss,0.912363178,0.007357564,17.3796,-1569.374631,0.000587033,0.007213906,No
315,904F,Bushnell,NA,Logging,NA,NA,NA,NA,17.628595,-89.013927,Rainy,147.686,0,No Loss,0.911826588,0.007157727,19.0732,-1569.190468,0.001531583,0.006501657,No
316,904G,Bushnell,NA,Logging,NA,NA,NA,NA,17.629463,-89.016937,Rainy,146.1,0,No Loss,0.911941453,0.005238311,18.9172,-1569.320797,7.30E-05,0.007374513,No
317,905A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.658643,-89.013755,Dry,125.793,0,No Loss,0.90521348,0.009887018,19,-1571.862122,0.003333724,0.011750985,No
318,905B,Bushnell,NA,No Logging,NA,NA,NA,NA,17.65869,-89.013687,Dry,125.611,0,No Loss,0.906675313,0.008742037,19,-1571.865104,0.003404015,0.01166976,No
319,905C,Bushnell,NA,Logging,NA,NA,NA,NA,17.684532,-89.018499,Dry,100.555,0,No Loss,0.919297235,0.008296447,15.7248,-1574.250494,0.004542167,0.000212805,No
320,905D,Bushnell,NA,Logging,NA,NA,NA,NA,17.684914,-89.020159,Rainy,95.8736,0,No Loss,0.913079577,0.007193461,14.4549,-1574.313856,0.003127621,0.001880621,No
321,905F,Bushnell,NA,Logging,NA,NA,NA,NA,17.687044,-89.02195,Rainy,106.316,0,No Loss,0.915800169,0.006299767,15.1891,-1574.535147,0.000417228,0.003377595,No
322,905E,Bushnell,NA,Logging,NA,NA,NA,NA,17.687021,-89.021906,Rainy,106.031,0,No Loss,0.915648003,0.006593846,14.8667,-1574.532321,0.000445855,0.003370467,No
323,905G,Bushnell,NA,Logging,NA,NA,NA,NA,17.688945,-89.02252,Rainy,109.571,0,No Loss,0.912206596,0.007125203,13.6339,-1574.71446,1.15E-05,0.002696507,No
324,906A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.634818,-89.034618,Dry,143.372,0,No Loss,0.878788258,0.037745545,32.5488,-1570.109284,0.001513268,0.014409411,No
325,906C,Bushnell,NA,Logging,NA,NA,NA,NA,17.655361,-88.96493,Dry,126.31,0,No Loss,0.932397344,0.007961167,19.9073,-1570.707955,2.83E-05,0.001057694,No
326,906G,Bushnell,NA,Logging,NA,NA,NA,NA,17.655458,-88.964963,Rainy,130.262,1.5,Loss,0.933369177,0.007726127,16.5551,-1570.717168,8.88E-06,0.001096556,No
327,907A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.658517,-89.017097,Dry,132.721,0,No Loss,0.906992691,0.008151737,19.6613,-1571.909921,2.23E-06,0.011185331,No
328,907B,Bushnell,NA,No Logging,NA,NA,NA,NA,17.658556,-89.01708,Dry,132.668,0,No Loss,0.908326562,0.007927452,19.4841,-1571.913092,4.48E-05,0.011162627,No
329,907C,Bushnell,NA,Logging,NA,NA,NA,NA,17.688166,-89.012993,Dry,110.843,0,No Loss,0.913321168,0.009090491,14.1788,-1574.476596,0.006899481,0.004522436,No
330,907D,Bushnell,NA,Logging,NA,NA,NA,NA,17.519244,-89.022424,Rainy,56.7672,0,No Loss,0.91954437,0.00415289,21.3406,-1559.605568,6.24E-05,0.000796137,Yes
331,907E,Bushnell,NA,Logging,NA,NA,NA,NA,17.519246,-89.022441,Rainy,51.6405,0,No Loss,0.923286201,0.003418555,19.4636,-1559.606043,6.13E-05,0.000782925,Yes
332,907F,Bushnell,NA,Logging,NA,NA,NA,NA,17.519199,-89.022376,Rainy,51.6511,0,No Loss,0.923020976,0.003400454,19.2086,-1559.600721,2.49E-05,0.00086184,Yes
333,907G,Bushnell,NA,Logging,NA,NA,NA,NA,17.51917,-89.022408,Rainy,51.8988,0,No Loss,0.922835836,0.003369269,19.0884,-1559.5987,9.62E-06,0.000860613,Yes
334,908A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.66854,-89.012849,Dry,167.341,0,No Loss,0.913396427,0.008944713,22.3971,-1572.727083,0.002445126,0.006266935,No
335,908B,Bushnell,NA,No Logging,NA,NA,NA,NA,17.668531,-89.012833,Dry,167.303,0,No Loss,0.913272244,0.008979791,22.3517,-1572.725999,0.00246226,0.006283878,No
336,908D,Bushnell,NA,No Logging,NA,NA,NA,NA,17.668535,-89.012784,Rainy,167.28,0,No Loss,0.912748211,0.009054526,21.8614,-1572.72549,0.002510176,0.006311051,No
337,908F,Bushnell,NA,No Logging,NA,NA,NA,NA,NA,NA,Rainy,163.492,0,No Loss,0.916432933,0.006802647,21.2734,NA,0.002467918,0.00629991,No
338,909A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.635844,-89.034819,Dry,145.46,0,No Loss,0.46763954,0.063357939,101,-1570.204178,0.000813223,0.013469415,No
339,909B,Bushnell,NA,Logging,NA,NA,NA,NA,17.649035,-88.969422,Dry,94.9095,0,No Loss,0.925769056,0.006332637,18.543,-1570.224443,2.35E-05,0.003838157,No
340,909C,Bushnell,NA,Logging,NA,NA,NA,NA,17.648713,-88.971662,Dry,100.06,0,No Loss,0.925388873,0.007248721,19,-1570.235328,0.000648909,0.001594373,No
341,910A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.667591,-89.014128,Dry,163.505,0,No Loss,0.843760712,0.056475283,24.469,-1572.665207,0.001719761,0.00642847,No
342,910B,Bushnell,NA,No Logging,NA,NA,NA,NA,17.6676,-89.01404,Dry,163.468,0,No Loss,0.835863974,0.058111415,22.9516,-1572.664453,0.001773569,0.006456046,No
343,910C,Bushnell,NA,No Logging,NA,NA,NA,NA,17.667611,-89.014031,Dry,163.507,0,No Loss,0.837872675,0.058351401,22.6921,-1572.665273,0.001772074,0.006449754,No
344,910D,Bushnell,NA,No Logging,NA,NA,NA,NA,17.667612,-89.01412,Rainy,163.591,0,No Loss,0.847778846,0.055303035,24.3951,-1572.666935,0.001709676,0.006412456,No
345,910E,Bushnell,NA,No Logging,NA,NA,NA,NA,17.667599,-89.014058,Rainy,167.923,0,No Loss,0.900965569,0.012945793,17.5878,-1572.664682,0.00176173,0.006449549,No
346,910G,Bushnell,NA,No Logging,NA,NA,NA,NA,17.669139,-89.017929,Rainy,166.579,0,No Loss,0.915075834,0.008584871,18.6513,-1572.870161,3.91E-06,0.003882707,No
347,911C,Bushnell,NA,Logging,NA,NA,NA,NA,17.652073,-88.963302,Dry,120.259,0,No Loss,0.932154642,0.007892289,22.9916,-1570.386701,0.001835723,0.000621488,No
348,911F,Bushnell,NA,Logging,NA,NA,NA,NA,17.652206,-88.963173,Rainy,125.424,0,No Loss,0.93303687,0.005429382,17.7653,-1570.396256,0.001895282,0.000633936,No
349,913A,Bushnell,NA,No Logging,NA,NA,NA,NA,17.565484,-88.999635,Dry,179.821,0,No Loss,0.910916814,0.00972385,19.112,-1563.321665,2.33E-05,0.000639295,Yes
350,913B,Bushnell,NA,No Logging,NA,NA,NA,NA,17.565444,-88.999551,Dry,179.821,0,No Loss,0.914683117,0.008284903,19.3071,-1563.316629,1.69E-05,0.000565207,Yes
351,02G,Bushnel,NA,Yes,NA,NA,NA,NA,17.518568,-89.02586,Rainy,65.3492,0,No Loss,0.919408809,0.003544484,17.9135,-1559.605582,1.98E-05,0.000338802,Yes
352,02F,Bushnel,NA,Yes,NA,NA,NA,NA,17.518743,-89.025299,Rainy,62.7923,0,No Loss,0.922642007,0.003750214,17.8725,-1559.611334,2.07E-05,5.81E-05,Yes
353,02E,Bushnel,NA,Yes,NA,NA,NA,NA,17.519475,-89.026982,Rainy,64.5317,0,No Loss,0.921018369,0.004827167,20.6697,-1559.705985,2.93E-07,0.000387459,Yes
354,02H,Bushnel,NA,Yes,NA,NA,NA,NA,17.518558,-89.02582,Rainy,65.2745,0,No Loss,0.919938636,0.003398652,17.7279,-1559.603991,7.25E-06,0.000326784,Yes
355,01B,Bushnel,NA,Yes,NA,NA,NA,NA,17.53528,-89.008442,Dry,87.5671,0,No Loss,0.89970058,0.007603102,17.7952,-1560.787953,2.63E-07,0.000477811,Yes
356,11D,Bushnel,NA,Yes,NA,NA,NA,NA,17.643621,-88.971426,Rainy,115.697,0,No Loss,0.933018535,0.007798278,19.1766,-1569.77812,7.74E-07,0.00518374,No
357,04C,Bushnel,NA,Yes,NA,NA,NA,NA,17.637707,-88.993427,Rainy,170.654,0,No Loss,0.913908103,0.009158225,20.035,-1569.63999,7.25E-06,0.005342755,No
358,03E,Bushnel,NA,Yes,NA,NA,NA,NA,17.527981,-89.032738,Rainy,101.356,0,No Loss,0.916720297,0.006072731,14.4285,-1560.56414,2.95E-06,0.006545436,Yes
359,13D,Bushnel,NA,Yes,NA,NA,NA,NA,17.642139,-88.980649,Rainy,146.263,0,No Loss,0.920295466,0.005671974,19,-1569.808978,2.42E-06,0.003614259,No
360,03G,Bushnel,NA,Yes,NA,NA,NA,NA,17.531539,-89.029275,Rainy,93.5247,0,No Loss,0.908700581,0.006901071,20.797,-1560.820207,5.62E-07,0.005316773,Yes
361,06C,Bushnel,NA,Yes,NA,NA,NA,NA,17.504029,-89.013555,Rainy,76.2611,0,No Loss,0.926007638,0.004713965,18.439,-1558.095848,4.82E-06,0.002259598,Yes
362,06G,Bushnel,NA,Yes,NA,NA,NA,NA,17.500181,-89.016015,Rainy,64.2427,0,No Loss,0.920689585,0.004918449,17.8843,-1557.796374,4.77E-07,0.002631056,Yes
363,04B,Bushnel,NA,Yes,NA,NA,NA,NA,17.621422,-89.001446,Dry,207.078,0,No Loss,0.915930624,0.005953846,17.9006,-1568.332039,5.78E-08,0.003104809,No
364,11C,Bushnel,NA,Yes,NA,NA,NA,NA,17.64361,-88.971406,Rainy,90.4919,0,No Loss,0.927701245,0.005615679,19.0497,-1569.776789,6.25E-06,0.005201107,No
365,13E,Bushnel,NA,Yes,NA,NA,NA,NA,17.638912,-88.986049,Rainy,164.615,0,No Loss,0.917209722,0.006864455,20.0551,-1569.617088,0.000907771,0.002194195,No
366,12E,Bushnel,NA,Yes,NA,NA,NA,NA,17.660116,-89.018925,Rainy,140.11,0,No Loss,0.76326227,0.146601279,8.2527,-1572.084542,0.000513554,0.008857902,No
367,01D,Bushnel,NA,Yes,NA,NA,NA,NA,17.527673,-89.033933,Rainy,103.436,0,No Loss,0.914388304,0.00852076,14.7728,-1560.557664,7.33E-06,0.005332652,Yes
368,01G,Bushnel,NA,Yes,NA,NA,NA,NA,17.529,-89.030236,Rainy,97.2157,0,No Loss,0.913100251,0.010768013,14.7367,-1560.611007,7.60E-07,0.0064223,Yes
369,02C,Bushnel,NA,Yes,NA,NA,NA,NA,17.518979,-89.01961,Rainy,44.9458,0,No Loss,0.923502486,0.00544184,17.0503,-1559.532678,3.25E-07,0.003070289,Yes
370,02D,Bushnel,NA,Yes,NA,NA,NA,NA,17.519479,-89.026966,Rainy,64.5022,0,No Loss,0.920993645,0.004835662,20.7604,-1559.706061,1.21E-06,0.000375065,Yes
371,03B,Bushnel,NA,Yes,NA,NA,NA,NA,17.529006,-89.030226,Dry,97.2081,0,No Loss,0.913227561,0.010543144,14.5721,-1560.611366,4.48E-06,0.006411562,Yes
372,03D,Bushnel,NA,Yes,NA,NA,NA,NA,17.52793,-89.032787,Rainy,101.532,0,No Loss,0.917115866,0.006396943,14.8112,-1560.560458,5.53E-08,0.006492468,Yes
373,11E,Bushnel,NA,Yes,NA,NA,NA,NA,17.648463,-88.970969,Rainy,119.648,0,No Loss,0.931149631,0.007553599,15.3668,-1570.200854,7.82E-05,0.002284856,No
374,01F,Bushnel,NA,Yes,NA,NA,NA,NA,17.532876,-89.027665,Rainy,90.7033,0,No Loss,0.897606473,0.010856004,23.6561,-1560.911011,5.75E-06,0.003994692,Yes
375,04D,Bushnel,NA,Yes,NA,NA,NA,NA,17.612718,-89.002998,Rainy,179.45,0,No Loss,0.909416487,0.009485105,18.9027,-1567.584705,1.45E-06,0.008610857,No
376,04E,Bushnel,NA,Yes,NA,NA,NA,NA,17.612775,-89.002991,Rainy,179.807,0,No Loss,0.908752325,0.009340043,19.51,-1567.589655,2.25E-05,0.008581574,No
377,04G,Bushnel,NA,Yes,NA,NA,NA,NA,17.614674,-89.009328,Rainy,172.814,0,No Loss,0.912804272,0.009468504,22.6676,-1567.870296,0.003184859,0.006056588,No
378,13B,Bushnel,NA,Yes,NA,NA,NA,NA,17.639221,-88.98418,Dry,165.831,0,No Loss,0.922546866,0.006703939,19.4572,-1569.611617,4.47E-06,0.000313318,No
379,13C,Bushnel,NA,Yes,NA,NA,NA,NA,17.642153,-88.980698,Rainy,146.25,0,No Loss,0.920261615,0.005849852,19,-1569.811088,3.44E-05,0.003574793,No
380,01H,Bushnel,NA,Yes,NA,NA,NA,NA,17.52885,-89.030233,Rainy,97.3459,0,No Loss,0.916401031,0.005997741,15.5702,-1560.5976,9.29E-06,0.006442001,Yes
381,02B,Bushnel,NA,Yes,NA,NA,NA,NA,17.518768,-89.025183,Dry,62.3563,0,No Loss,0.923200499,0.003471388,18.6934,-1559.611527,2.96E-06,0.000110807,Yes
382,01C,Bushnel,NA,Yes,NA,NA,NA,NA,17.535266,-89.008462,Rainy,87.5505,0,No Loss,0.89996019,0.007523528,17.619,-1560.787057,6.16E-06,0.000498719,Yes
383,03C,Bushnel,NA,Yes,NA,NA,NA,NA,17.52901,-89.030195,Rainy,97.1699,0,No Loss,0.914275808,0.008354136,13.8276,-1560.611178,1.01E-06,0.006380307,Yes
384,13F,Bushnel,NA,Yes,NA,NA,NA,NA,17.638948,-88.986102,Rainy,164.51,0,No Loss,0.916610274,0.007625731,20.3196,-1569.621226,0.000968761,0.002243331,No
385,03F,Bushnel,NA,Yes,NA,NA,NA,NA,17.531492,-89.029319,Rainy,93.62,0,No Loss,0.909218426,0.00612783,21.8859,-1560.816794,1.77E-05,0.005357531,Yes
386,11B,Bushnel,NA,Yes,NA,NA,NA,NA,17.64853,-88.970907,Dry,150.963,0,No Loss,0.918633044,0.00986838,20,-1570.205721,7.90E-08,0.002347334,No
387,04F,Bushnel,NA,Yes,NA,NA,NA,NA,17.614695,-89.009273,Rainy,173.058,0,No Loss,0.913434349,0.009482254,22.4424,-1567.871196,0.003145764,0.006028944,No
388,03H,Bushnel,NA,Yes,NA,NA,NA,NA,17.528113,-89.033738,Rainy,102.313,0,No Loss,0.915495439,0.005355882,19.588,-1560.59342,6.77E-07,0.005564371,Yes
389,06E,Bushnel,NA,Yes,NA,NA,NA,NA,17.499174,-89.020995,Rainy,148.493,0,No Loss,0.92300229,0.008279742,18.7566,-1557.793881,1.07E-05,0.006491161,Yes
390,06H,Bushnel,NA,Yes,NA,NA,NA,NA,17.499154,-89.021176,Rainy,59.9835,0,No Loss,0.923991525,0.003860117,20.0284,-1557.795268,1.61E-06,0.006653323,Yes
391,05D,Bushnel,NA,No,NA,NA,NA,NA,17.689239,-89.023768,Rainy,116.909,0,No Loss,0.910041396,0.008706208,19.3416,-1574.762709,2.18E-06,0.00277181,No
392,11A,Bushnel,NA,No,NA,NA,NA,NA,17.648577,-88.971001,Dry,150.963,0,No Loss,0.918137491,0.009507019,20,-1570.211562,1.38E-06,0.002253852,No
393,13A,Bushnel,NA,No,NA,NA,NA,NA,17.639221,-88.98418,Dry,165.831,0,No Loss,0.922546866,0.006703939,19.4572,-1569.611617,4.47E-06,0.000313318,No
394,04A,Bushnel,NA,No,NA,NA,NA,NA,17.668885,-89.015273,Dry,164.643,0,No Loss,0.912451871,0.008158013,18.0485,-1572.800622,1.05E-06,0.004757763,No
395,12B,Bushnel,NA,No,NA,NA,NA,NA,17.65165,-89.012387,Dry,145.527,0,No Loss,0.915783298,0.007857033,21.2194,-1571.215501,2.35E-06,0.006056562,No
396,12C,Bushnel,NA,No,NA,NA,NA,NA,17.658479,-89.017063,Rainy,179.821,0,No Loss,0.910700403,0.009245087,18.9951,-1571.905938,2.82E-05,0.011235861,No
397,13G,Bushnel,NA,No,NA,NA,NA,NA,17.63238,-88.994834,Rainy,186.657,0,No Loss,0.913126868,0.008905845,20.8456,-1569.190731,5.78E-06,0.006515844,No
398,01A,Bushnel,NA,No,NA,NA,NA,NA,17.519712,-89.031925,Dry,117.025,0,No Loss,0.897546314,0.00967382,17.9178,-1559.813685,6.48E-07,0.003696228,Yes
399,02A,Bushnel,NA,No,NA,NA,NA,NA,17.518753,-89.025215,Dry,62.4865,0,No Loss,0.923190384,0.003417701,18.4433,-1559.610752,4.56E-07,8.84E-05,Yes
400,03A,Bushnel,NA,No,NA,NA,NA,NA,17.528991,-89.030179,Dry,97.1782,0,No Loss,0.914917773,0.007795481,13.8385,-1560.609206,1.27E-07,0.006367138,Yes
401,06A,Bushnel,NA,No,NA,NA,NA,NA,17.496408,-89.014795,Dry,57.7702,0,No Loss,0.924688707,0.004196531,20.4971,-1557.439171,6.56E-08,0.006420824,Yes
402,05A,Bushnel,NA,No,NA,NA,NA,NA,17.68752,-89.021967,Dry,106.378,0,No Loss,0.915907714,0.006893003,15.7945,-1574.577822,3.54E-07,0.003018357,No
403,05B,Bushnel,NA,No,NA,NA,NA,NA,17.687468,-89.02198,Dry,106.49,0,No Loss,0.915656285,0.00768913,15.7877,-1574.573423,5.32E-06,0.003065853,No
404,05C,Bushnel,NA,No,NA,NA,NA,NA,17.689141,-89.023771,Rainy,116.975,0,No Loss,0.910211173,0.008468816,19.1893,-1574.754038,6.48E-05,0.002836683,No
405,12A,Bushnel,NA,No,NA,NA,NA,NA,17.628947,-89.015415,Dry,145.527,0,No Loss,0.911917378,0.010999498,21.8737,-1569.248033,3.73E-06,0.006796364,No
406,05F,Bushnel,NA,No,NA,NA,NA,NA,17.674066,-89.0183,Rainy,151.649,0,No Loss,0.917137349,0.007449876,20.9606,-1573.315309,0.000604549,0.001027249,No
407,12D,Bushnel,NA,No,NA,NA,NA,NA,17.658518,-89.017124,Rainy,132.293,0,No Loss,0.912969058,0.006997333,20.062,-1571.910486,3.56E-07,0.011169386,No
408,11F,Bushnel,NA,No,NA,NA,NA,NA,17.648562,-88.970998,Rainy,100.38,0,No Loss,0.925146778,0.005277904,18.6579,-1570.210174,9.60E-06,0.002256688,No
409,12G,Bushnel,NA,No,NA,NA,NA,NA,17.663823,-89.020105,Rainy,159.748,0,No Loss,0.913605654,0.006119886,15.2179,-1572.435378,8.00E-06,0.005123325,No
410,12F,Bushnel,NA,No,NA,NA,NA,NA,17.660044,-89.019,Rainy,139.952,0,No Loss,0.816494374,0.136002536,8.30171,-1572.079457,0.000592883,0.008883139,No
