site,Location,Cam.nr,series,picture,Species,Nr,Year,Month,Day,Hour,Comment,camera.brand,Location.1,Logging,Date.Placement,Date.Removed,obsdate,Days,Northing,Easting,Conservati,Active_Log,Logged_in,Hurricane,Fire_Damag,Location_d,Landscape,Area,Last_Record_clean,First_Obs,Last.Record_clean,date_time_obs
714A,Yalbac 714A,714,A,389,Gray Fox,1,2017,3,7,4.25,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/7/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-07 4.25
714A,Yalbac 714A,714,A,415,Gray Fox,1,2017,3,12,5.11,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/12/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-12 5.11
714A,Yalbac 714A,714,A,586,Gray Fox,1,2017,3,13,20,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/13/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-13 20.00
714A,Yalbac 714A,714,A,25,Gray Fox,1,2017,2,22,7.21,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/22/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-22 7.21
714A,Yalbac 714A,714,A,181,Gray Fox,1,2017,2,27,5.1,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/27/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-27 5.10
714A,Yalbac 714A,714,A,393,Gray Fox,1,2017,3,7,8.15,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/7/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-07 8.15
714A,Yalbac 714A,714,A,459,Gray Fox,1,2017,3,12,13,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/12/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-12 13.00
714A,Yalbac 714A,714,A,77,Gray-headed Dove,1,2017,2,23,14.39,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-23 14.39
714A,Yalbac 714A,714,A,81,Gray-headed Dove,1,2017,2,23,15.4,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-23 15.40
714A,Yalbac 714A,714,A,289,Gray-headed Dove,1,2017,3,2,8.06,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/2/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-02 8.06
714A,Yalbac 714A,714,A,405,Gray-headed Dove,1,2017,3,9,16.23,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/9/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-09 16.23
714A,Yalbac 714A,714,A,10,Great Curassow,1,2017,2,20,16.25,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/20/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-20 16.25
714A,Yalbac 714A,714,A,21,Great Curassow,1,2017,2,21,16.42,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/21/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-21 16.42
714A,Yalbac 714A,714,A,57,Great Curassow,2,2017,2,23,7.32,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-23 7.32
714A,Yalbac 714A,714,A,133,Great Curassow,1,2017,2,25,7.14,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/25/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-25 7.14
714A,Yalbac 714A,714,A,157,Great Curassow,2,2017,2,26,8.47,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/26/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-26 8.47
714A,Yalbac 714A,714,A,277,Great Curassow,1,2017,3,1,9.48,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/1/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-01 9.48
714A,Yalbac 714A,714,A,369,Great Curassow,1,2017,3,5,7.2,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/5/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-05 7.20
714A,Yalbac 714A,714,A,377,Great Curassow,1,2017,3,6,10.26,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/6/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-06 10.26
714A,Yalbac 714A,714,A,387,Great Curassow,1,2017,3,6,13.06,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/6/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-06 13.06
714A,Yalbac 714A,714,A,425,Great Curassow,1,2017,3,12,7.09,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/12/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-12 7.09
714A,Yalbac 714A,714,A,441,Great Curassow,1,2017,3,12,7.42,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/12/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-12 7.42
714A,Yalbac 714A,714,A,476,Great Curassow,1,2017,3,13,7.32,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/13/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-13 7.32
714A,Yalbac 714A,714,A,381,Northern Waterthrush,1,2017,3,6,10.55,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/6/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-06 10.55
714A,Yalbac 714A,714,A,37,Ocellated Turkey,1,2017,2,22,17.03,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/22/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-22 17.03
714A,Yalbac 714A,714,A,141,Ocellated Turkey,1,2017,2,25,8.58,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/25/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-25 8.58
714A,Yalbac 714A,714,A,229,Ocellated Turkey,1,2017,2,28,8.48,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 8.48
714A,Yalbac 714A,714,A,233,Ocellated Turkey,1,2017,2,28,9.39,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 9.39
714A,Yalbac 714A,714,A,455,Ocellated Turkey,1,2017,3,12,8.07,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/12/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-12 8.07
714A,Yalbac 714A,714,A,519,Ocellated Turkey,1,2017,3,14,9.03,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/14/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-14 9.03
714A,Yalbac 714A,714,A,215,Ocelot,1,2017,2,28,6.37,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 6.37
714A,Yalbac 714A,714,A,397,Red Brocket Deer,2,2017,3,7,9.16,met bambi,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/7/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-07 9.16
714A,Yalbac 714A,714,A,523,Red Brocket Deer,1,2017,3,14,10.26,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/14/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-14 10.26
714A,Yalbac 714A,714,A,193,Roadside Hawk,1,2017,2,27,7.23,catching turtle,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/27/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-27 7.23
714A,Yalbac 714A,714,A,245,Ruddy Quail-dove,1,2017,2,28,17.36,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 17.36
714A,Yalbac 714A,714,A,281,Ruddy Quail-dove,1,2017,3,1,17.17,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/1/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-01 17.17
714A,Yalbac 714A,714,A,409,Ruddy Quail-dove,1,2017,3,11,13.57,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/11/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-11 13.57
714A,Yalbac 714A,714,A,474,Ruddy Quail-dove,1,2017,3,13,5.59,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/13/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-13 5.59
714A,Yalbac 714A,714,A,480,Ruddy Quail-dove,1,2017,3,13,10.13,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/13/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-13 10.13
714A,Yalbac 714A,714,A,13,Scaled Pigeon,1,2017,2,20,16.37,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/20/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-20 16.37
714A,Yalbac 714A,714,A,17,Scaled Pigeon,1,2017,2,21,7.47,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/21/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-21 7.47
714A,Yalbac 714A,714,A,29,Scaled Pigeon,3,2017,2,22,16.42,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/22/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-22 16.42
714A,Yalbac 714A,714,A,73,Scaled Pigeon,1,2017,2,23,8.02,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-23 8.02
714A,Yalbac 714A,714,A,97,Scaled Pigeon,1,2017,2,24,6.41,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/24/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-24 6.41
714A,Yalbac 714A,714,A,109,Scaled Pigeon,2,2017,2,24,7.27,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/24/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-24 7.27
714A,Yalbac 714A,714,A,169,Scaled Pigeon,1,2017,2,26,16.09,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/26/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-26 16.09
714A,Yalbac 714A,714,A,217,Scaled Pigeon,2,2017,2,28,7.05,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 7.05
714A,Yalbac 714A,714,A,225,Scaled Pigeon,2,2017,2,28,8.3,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 8.30
714A,Yalbac 714A,714,A,241,Scaled Pigeon,1,2017,2,28,14.06,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 14.06
714A,Yalbac 714A,714,A,269,Scaled Pigeon,1,2017,3,1,7.33,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/1/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-01 7.33
714A,Yalbac 714A,714,A,273,Scaled Pigeon,1,2017,3,1,8.05,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/1/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-01 8.05
714A,Yalbac 714A,714,A,533,Scaled Pigeon,1,2017,3,15,8.16,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/15/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-15 8.16
714A,Yalbac 714A,714,A,537,Scaled Pigeon,2,2017,3,15,15.26,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/15/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-15 15.26
714A,Yalbac 714A,714,A,551,Scaled Pigeon,1,2017,3,15,16.12,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/15/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-15 16.12
714A,Yalbac 714A,714,A,205,White-tailed Deer,1,2017,2,27,11.06,bambi,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/27/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-27 11.06
714A,Yalbac 714A,714,A,237,White-tailed Deer,1,2017,2,28,13.43,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 13.43
714B,Yalbac 714B,714,B,409,Common Opossum,1,2017,6,4,3.2,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/4/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-04 3.20
714B,Yalbac 714B,714,B,301,Crested Guan,1,2017,5,31,6.25,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 6.25
714B,Yalbac 714B,714,B,349,Crested Guan,1,2017,6,1,8.2,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 8.20
714B,Yalbac 714B,714,B,620,Crested Guan,1,2017,6,19,12.12,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/19/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-19 12.12
714B,Yalbac 714B,714,B,89,Gray Catbird,1,2017,5,20,8.28,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/20/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-20 8.28
714B,Yalbac 714B,714,B,41,Gray Fox,1,2017,5,17,4.4,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/17/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-17 4.40
714B,Yalbac 714B,714,B,69,Gray Fox,1,2017,5,19,0.48,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/19/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-19 0.48
714B,Yalbac 714B,714,B,105,Gray Fox,1,2017,5,21,10.06,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/21/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-21 10.06
714B,Yalbac 714B,714,B,117,Gray Fox,1,2017,5,22,3.59,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/22/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-22 3.59
714B,Yalbac 714B,714,B,225,Gray Fox,1,2017,5,29,23.44,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 23.44
714B,Yalbac 714B,714,B,309,Gray Fox,1,2017,5,31,8.1,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 8.10
714B,Yalbac 714B,714,B,317,Gray Fox,1,2017,5,31,11.3,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 11.30
714B,Yalbac 714B,714,B,402,Gray Fox,1,2017,6,3,19.42,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 19.42
714B,Yalbac 714B,714,B,441,Gray Fox,1,2017,6,8,20.13,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/8/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-08 20.13
714B,Yalbac 714B,714,B,512,Gray Fox,1,2017,6,13,11.23,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/13/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-13 11.23
714B,Yalbac 714B,714,B,520,Gray Fox,1,2017,6,13,11.23,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/13/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-13 11.23
714B,Yalbac 714B,714,B,544,Gray Fox,1,2017,6,15,7.32,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/15/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-15 7.32
714B,Yalbac 714B,714,B,664,Gray Fox,1,2017,6,27,19,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/27/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-27 19.00
714B,Yalbac 714B,714,B,928,Gray Fox,1,2017,6,3,20.12,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 20.12
714B,Yalbac 714B,714,B,932,Gray Fox,1,2017,7,2,20.21,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/2/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-02 20.21
714B,Yalbac 714B,714,B,10,Gray Fox,1,2017,7,5,16.22,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/5/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-05 16.22
714B,Yalbac 714B,714,B,24,Gray Fox,1,2017,7,9,4.39,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/9/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-09 4.39
714B,Yalbac 714B,714,B,29,Gray-headed Dove,1,2017,5,16,12.4,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/16/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-16 12.40
714B,Yalbac 714B,714,B,33,Gray-headed Dove,1,2017,5,16,16.35,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/16/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-16 16.35
714B,Yalbac 714B,714,B,45,Gray-headed Dove,1,2017,5,17,14.17,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/17/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-17 14.17
714B,Yalbac 714B,714,B,65,Gray-headed Dove,1,2017,5,18,15.21,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/18/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-18 15.21
714B,Yalbac 714B,714,B,109,Gray-headed Dove,1,2017,5,21,12.24,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/21/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-21 12.24
714B,Yalbac 714B,714,B,157,Gray-headed Dove,1,2017,5,26,6.43,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/26/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-26 6.43
714B,Yalbac 714B,714,B,245,Gray-headed Dove,1,2017,5,30,7.02,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 7.02
714B,Yalbac 714B,714,B,265,Gray-headed Dove,1,2017,5,30,11.51,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 11.51
714B,Yalbac 714B,714,B,433,Gray-headed Dove,1,2017,6,7,14.21,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/7/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-07 14.21
714B,Yalbac 714B,714,B,437,Gray-headed Dove,1,2017,6,7,15.08,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/7/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-07 15.08
714B,Yalbac 714B,714,B,464,Gray-headed Dove,1,2017,6,11,6.35,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/11/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-11 6.35
714B,Yalbac 714B,714,B,500,Gray-headed Dove,1,2017,6,13,5.56,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/13/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-13 5.56
714B,Yalbac 714B,714,B,608,Gray-headed Dove,1,2017,6,18,7.33,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/18/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-18 7.33
714B,Yalbac 714B,714,B,616,Gray-headed Dove,1,2017,6,19,6.01,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/19/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-19 6.01
714B,Yalbac 714B,714,B,636,Gray-headed Dove,1,2017,6,23,5.54,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/23/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-23 5.54
714B,Yalbac 714B,714,B,652,Gray-headed Dove,1,2017,6,25,15.47,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/25/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-25 15.47
714B,Yalbac 714B,714,B,938,Gray-headed Dove,1,2017,7,3,5.51,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/3/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-03 5.51
714B,Yalbac 714B,714,B,968,Gray-headed Dove,1,2017,7,3,13.27,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/3/2017,63,1938061,292331,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-03 13.27
