site,Location,Cam.nr,series,picture,Species,Nr,Year,Month,Day,Hour,Comment,camera.brand,Location.1,Logging,Date.Placement,Date.Removed,obsdate,Days,Northing,Easting,Conservati,Active_Log,Logged_in,Hurricane,Fire_Damag,Location_d,Landscape,Area,Last_Record_clean,First_Obs,Last.Record_clean,date_time_obs
708A,Yalbac 708A,708,A,1657,Great Curassow,2,2017,5,6,16.25,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,5/6/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-05-06 16.25
708A,Yalbac 708A,708,A,84,Jaguar,1,2017,2,23,2.12,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-02-23 2.12
708A,Yalbac 708A,708,A,371,Jaguar,1,2017,3,22,4.31,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,3/22/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-03-22 4.31
708A,Yalbac 708A,708,A,1576,Jaguar,1,2017,4,17,17.38,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,4/17/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-04-17 17.38
708A,Yalbac 708A,708,A,222,Ocellated Turkey,1,2017,3,16,9.01,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,3/16/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-03-16 9.01
708A,Yalbac 708A,708,A,1517,Ocellated Turkey,1,2017,4,13,7.57,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,4/13/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-04-13 7.57
708A,Yalbac 708A,708,A,1573,Ocellated Turkey,1,2017,4,17,13.58,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,4/17/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-04-17 13.58
708A,Yalbac 708A,708,A,1609,Ocellated Turkey,1,2017,4,19,15.1,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,4/19/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-04-19 15.10
708A,Yalbac 708A,708,A,1639,Ocellated Turkey,3,2017,5,1,8.29,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,5/1/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-05-01 8.29
708A,Yalbac 708A,708,A,1645,Ocellated Turkey,1,2017,5,3,14.08,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,5/3/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-05-03 14.08
708A,Yalbac 708A,708,A,271,Ocelot,1,2017,3,18,0.31,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,3/18/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-03-18 0.31
708A,Yalbac 708A,708,A,229,Puma,1,2017,3,17,6.5,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,3/17/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-03-17 6.50
708A,Yalbac 708A,708,A,1544,Red Brocket Deer,1,2017,4,13,8.52,,Moultrie,Yalbac,No,2/20/2017,5/15/2017,4/13/2017,77,1930386,292116,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,5/9/2017,2/20/2017,5/9/2017,2017-04-13 8.52
708B,Yalbac 708B,708,B,61,Agouti,1,2017,5,25,6.12,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/25/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-25 6.12
708B,Yalbac 708B,708,B,58,Baird's Tapir,1,2017,5,25,5.03,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/25/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-25 5.03
708B,Yalbac 708B,708,B,121,Baird's Tapir,1,2017,6,6,4.04,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/6/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-06 4.04
708B,Yalbac 708B,708,B,133,Baird's Tapir,1,2017,6,7,21.1,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/7/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-07 21.10
708B,Yalbac 708B,708,B,142,Baird's Tapir,1,2017,6,9,3.07,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/9/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-09 3.07
708B,Yalbac 708B,708,B,169,Baird's Tapir,1,2017,6,15,2.39,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/15/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-15 2.39
708B,Yalbac 708B,708,B,268,Baird's Tapir,1,2017,7,11,21.31,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/11/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-11 21.31
708B,Yalbac 708B,708,B,286,Baird's Tapir,1,2017,7,16,22.41,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/16/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-16 22.41
708B,Yalbac 708B,708,B,70,Common Opossum,1,2017,5,26,22.53,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/26/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-26 22.53
708B,Yalbac 708B,708,B,28,Gray Fox,1,2017,5,17,0.48,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/17/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-17 0.48
708B,Yalbac 708B,708,B,31,Gray Fox,1,2017,5,17,2.59,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/17/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-17 2.59
708B,Yalbac 708B,708,B,163,Gray Fox,1,2017,6,12,15.54,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/12/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-12 15.54
708B,Yalbac 708B,708,B,181,Gray Fox,1,2017,6,21,22.13,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/21/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-21 22.13
708B,Yalbac 708B,708,B,208,Gray Fox,2,2017,7,3,21.19,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/3/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-03 21.19
708B,Yalbac 708B,708,B,265,Gray Fox,1,2017,7,10,22.4,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/10/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-10 22.40
708B,Yalbac 708B,708,B,25,Great Curassow,1,2017,5,16,18.14,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/16/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-16 18.14
708B,Yalbac 708B,708,B,34,Great Curassow,1,2017,5,19,7.59,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/19/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-19 7.59
708B,Yalbac 708B,708,B,76,Great Curassow,1,2017,5,28,10.46,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/28/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-28 10.46
708B,Yalbac 708B,708,B,85,Great Curassow,1,2017,6,2,8.16,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 8.16
708B,Yalbac 708B,708,B,109,Great Curassow,1,2017,6,4,8.26,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/4/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-04 8.26
708B,Yalbac 708B,708,B,124,Great Curassow,1,2017,6,6,11.03,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/6/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-06 11.03
708B,Yalbac 708B,708,B,130,Great Curassow,1,2017,6,7,10.49,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/7/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-07 10.49
708B,Yalbac 708B,708,B,145,Great Curassow,1,2017,6,10,6.45,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/10/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-10 6.45
708B,Yalbac 708B,708,B,212,Great Curassow,1,2017,7,6,9.24,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/6/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-06 9.24
708B,Yalbac 708B,708,B,115,Jaguar,1,2017,6,4,9.19,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/4/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-04 9.19
708B,Yalbac 708B,708,B,13,Ocellated Turkey,2,2017,5,15,17,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/15/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-15 17.00
708B,Yalbac 708B,708,B,19,Ocellated Turkey,2,2017,5,16,5.59,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/16/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-16 5.59
708B,Yalbac 708B,708,B,22,Ocellated Turkey,1,2017,5,16,15.55,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/16/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-16 15.55
708B,Yalbac 708B,708,B,43,Ocellated Turkey,3,2017,5,19,14.15,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/19/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-19 14.15
708B,Yalbac 708B,708,B,46,Ocellated Turkey,1,2017,5,22,9.1,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/22/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-22 9.10
708B,Yalbac 708B,708,B,118,Ocellated Turkey,1,2017,6,5,12.55,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/5/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-05 12.55
708B,Yalbac 708B,708,B,127,Ocellated Turkey,1,2017,6,7,9.58,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/7/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-07 9.58
708B,Yalbac 708B,708,B,172,Ocellated Turkey,1,2017,6,16,15.58,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/16/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-16 15.58
708B,Yalbac 708B,708,B,184,Ocellated Turkey,1,2017,6,22,13.38,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/22/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-22 13.38
708B,Yalbac 708B,708,B,193,Ocellated Turkey,1,2017,6,22,14.43,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/22/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-22 14.43
708B,Yalbac 708B,708,B,196,Ocellated Turkey,1,2017,6,23,10.39,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/23/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-23 10.39
708B,Yalbac 708B,708,B,205,Ocellated Turkey,1,2017,6,28,15.21,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/28/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-28 15.21
708B,Yalbac 708B,708,B,250,Ocellated Turkey,3,2017,7,10,8.19,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/10/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-10 8.19
708B,Yalbac 708B,708,B,256,Ocellated Turkey,1,2017,7,10,9.45,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/10/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-10 9.45
708B,Yalbac 708B,708,B,274,Ocellated Turkey,1,2017,7,15,16.52,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/15/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-15 16.52
708B,Yalbac 708B,708,B,277,Ocellated Turkey,1,2017,7,16,11.33,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/16/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-16 11.33
708B,Yalbac 708B,708,B,175,Ocelot,1,2017,6,17,7.35,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/17/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-17 7.35
708B,Yalbac 708B,708,B,49,Red Brocket Deer,1,2017,5,22,9.16,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,5/22/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-22 9.16
708B,Yalbac 708B,708,B,106,Red Brocket Deer,1,2017,6,3,7.21,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 7.21
708B,Yalbac 708B,708,B,245,Red Brocket Deer,1,2017,7,9,7.48,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/9/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-09 7.48
708B,Yalbac 708B,708,B,271,White-nosed Coati,1,2017,7,14,11.05,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/14/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-14 11.05
708B,Yalbac 708B,708,B,79,White-tailed Deer,1,2017,6,1,13.04,bambi,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 13.04
708B,Yalbac 708B,708,B,82,White-tailed Deer,1,2017,6,1,17.54,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 17.54
708B,Yalbac 708B,708,B,136,White-tailed Deer,1,2017,6,8,13.55,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/8/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-08 13.55
708B,Yalbac 708B,708,B,148,White-tailed Deer,2,2017,6,11,13.47,met bambi,Moultrie,Yalbac,No,5/15/2017,7/18/2017,6/11/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-11 13.47
708B,Yalbac 708B,708,B,235,White-tailed Deer,2,2017,7,7,10.47,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/7/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-07 10.47
708B,Yalbac 708B,708,B,282,White-tailed Deer,2,2017,7,16,14.56,,Moultrie,Yalbac,No,5/15/2017,7/18/2017,7/16/2017,63,1930386,292116,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-16 14.56
708D,Yalbac 708D,708,D,34,Agouti,1,2017,7,22,8.14,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/22/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-22 8.14
708D,Yalbac 708D,708,D,40,Agouti,1,2017,7,27,15.24,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/27/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-27 15.24
708D,Yalbac 708D,708,D,67,Agouti,1,2017,8,7,12.43,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,8/7/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-08-07 12.43
708D,Yalbac 708D,708,D,22,Baird's Tapir,1,2017,7,20,1,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/20/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-20 1.00
708D,Yalbac 708D,708,D,73,Baird's Tapir,1,2017,8,9,21.56,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,8/9/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-08-09 21.56
708D,Yalbac 708D,708,D,16,Ocellated Turkey,1,2017,7,19,6.5,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/19/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-19 6.50
708D,Yalbac 708D,708,D,46,Ocellated Turkey,1,2017,7,31,12.14,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/31/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-31 12.14
708D,Yalbac 708D,708,D,61,Ocellated Turkey,2,2017,8,4,10.55,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,8/4/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-08-04 10.55
708D,Yalbac 708D,708,D,64,Ocellated Turkey,1,2017,8,4,13.08,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,8/4/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-08-04 13.08
708D,Yalbac 708D,708,D,28,Red Brocket Deer,1,2017,7,21,18.45,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/21/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-21 18.45
708D,Yalbac 708D,708,D,37,Red Brocket Deer,1,2017,7,26,6.55,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/26/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-26 6.55
708D,Yalbac 708D,708,D,19,Tayra,1,2017,7,19,12.06,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/19/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-19 12.06
708D,Yalbac 708D,708,D,31,White-tailed Deer,1,2017,7,21,19.19,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,7/21/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-07-21 19.19
708D,Yalbac 708D,708,D,79,White-tailed Deer,1,2017,8,10,7.48,,Moultrie,Yalbac,Yes,7/18/2017,8/29/2017,8/10/2017,13,1936906,294891,,,NA,,,,,,8/1/2017,7/18/2017,8/10/2017,2017-08-10 7.48
709A,Yalbac 709A,709,A,103,Gray Fox,1,2017,3,7,1.37,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/7/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-07 1.37
709A,Yalbac 709A,709,A,124,Gray Fox,1,2017,3,14,20.3,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/14/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-14 20.30
709A,Yalbac 709A,709,A,130,Gray Fox,1,2017,3,18,0.26,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/18/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-18 0.26
709A,Yalbac 709A,709,A,136,Gray Fox,1,2017,3,19,20.4,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/19/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-19 20.40
709A,Yalbac 709A,709,A,154,Gray Fox,1,2017,3,27,4.42,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/27/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-27 4.42
709A,Yalbac 709A,709,A,76,Gray-headed Dove,1,2017,2,24,15.05,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/24/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-24 15.05
709A,Yalbac 709A,709,A,133,Gray-headed Dove,1,2017,3,19,6.54,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/19/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-19 6.54
709A,Yalbac 709A,709,A,43,Great Curassow,1,2017,2,23,6.06,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-23 6.06
709A,Yalbac 709A,709,A,46,Great Curassow,1,2017,2,23,7.33,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-23 7.33
709A,Yalbac 709A,709,A,112,Great Curassow,1,2017,3,9,16.09,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/9/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-09 16.09
709A,Yalbac 709A,709,A,148,Great Curassow,1,2017,3,21,15.25,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/21/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-21 15.25
709A,Yalbac 709A,709,A,106,Ocellated Turkey,1,2017,3,7,17.02,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/7/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-07 17.02
709A,Yalbac 709A,709,A,118,Ocellated Turkey,1,2017,3,12,14.15,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/12/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-03-12 14.15
709A,Yalbac 709A,709,A,40,Ocelot,1,2017,2,22,20.53,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/22/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-22 20.53
709A,Yalbac 709A,709,A,88,Tayra,1,2017,2,28,6.43,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-28 6.43
709A,Yalbac 709A,709,A,34,Wood Thrush,1,2017,2,22,14.1,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/22/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-22 14.10
709A,Yalbac 709A,709,A,49,Wood Thrush,1,2017,2,23,10.22,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-23 10.22
709A,Yalbac 709A,709,A,52,Wood Thrush,1,2017,2,23,12.29,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/23/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-23 12.29
709A,Yalbac 709A,709,A,73,Wood Thrush,1,2017,2,24,14.5,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/24/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-24 14.50
709A,Yalbac 709A,709,A,81,Wood Thrush,1,2017,2,25,12.36,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/25/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-25 12.36
709A,Yalbac 709A,709,A,85,Wood Thrush,1,2017,2,27,12.4,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/27/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-27 12.40
709A,Yalbac 709A,709,A,91,Wood Thrush,1,2017,2,28,13.49,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,35,1932774,292905,No,Yes,NA,Yes,No,Next main road,Hurricane damaged forest,Yalbac,3/28/2017,2/20/2017,3/28/2017,2017-02-28 13.49
